Country,Mode,Battery_type,Powertrain,Year,EV_sales,Mass_vehicule,Scenario,Installed_battery_cap,Metal,Metal intensity (g/kWh),Metal_demand_t,Fiability_used,Comment
Canada,Cars,LFP,PHEV,2024,62000.0,1.0,Current Measures,386033.7,Nickel,140.0,54.044718,Variability in data,"(battery production, Li-ion, LFP, rechargeable)"
Canada,Cars,LMO,PHEV,2024,62000.0,1.0,Current Measures,0.0,Cobalt,500.0,0.0,Variability in data,
Canada,Cars,LMO,PHEV,2024,62000.0,1.0,Current Measures,0.0,Copper,440.3793092817998,0.0,No comparison,(Gr-LMO)
Canada,Cars,LMO,PHEV,2024,62000.0,1.0,Current Measures,0.0,Lithium,355.95804320184345,0.0,Variability in data,mean of Variability in data
Canada,Cars,LMO,PHEV,2024,62000.0,1.0,Current Measures,0.0,Manganese,1277.1002589838204,0.0,No comparison,(Gr-LMO)
Canada,Cars,NCA,PHEV,2024,62000.0,1.0,Current Measures,77208.59999999993,Cobalt,149.56368345160004,11.547602610141197,Small variability in data,mean of Small variability in data
Canada,Cars,NCA,PHEV,2024,62000.0,1.0,Current Measures,77208.59999999993,Copper,484.997905396169,37.44600927857062,Variability in data,mean of Variability in data
Canada,Cars,NCA,PHEV,2024,62000.0,1.0,Current Measures,77208.59999999993,Graphite,65.2555225805155,5.038287540709985,No comparison,"(battery production, Li-ion, NCA, rechargeable)"
Canada,Cars,NCA,PHEV,2024,62000.0,1.0,Current Measures,77208.59999999993,Lithium,179.0,13.820339399999988,Small variability in data,mean of Small variability in data
Canada,Cars,NCA,PHEV,2024,62000.0,1.0,Current Measures,77208.59999999993,Manganese,59.41948687206784,4.5876953941107335,Small variability in data,"(battery production, Li-ion, NCA, rechargeable)"
Canada,Cars,NCA,PHEV,2024,62000.0,1.0,Current Measures,77208.59999999993,Nickel,791.469154288161,61.10822534577286,Small variability in data,mean of Small variability in data
Canada,Cars,NMC,PHEV,2024,62000.0,1.0,Current Measures,393055.2000000001,Cobalt,216.0569064717551,84.92229058463701,Small variability in data,mean of Small variability in data
Canada,Cars,NMC,PHEV,2024,62000.0,1.0,Current Measures,393055.2000000001,Copper,317.07315106442,124.62725080625586,No comparison,(Gr-NMC)
Canada,Cars,NMC,PHEV,2024,62000.0,1.0,Current Measures,393055.2000000001,Lithium,373.86187056491104,146.94835230726528,Variability in data,mean of Variability in data
Canada,Cars,NMC,PHEV,2024,62000.0,1.0,Current Measures,393055.2000000001,Manganese,158.5365755322099,62.31362540312789,No comparison,(Gr-NMC)
Canada,Cars,NMC,PHEV,2024,62000.0,1.0,Current Measures,393055.2000000001,Nickel,563.6856690888599,221.55958340085573,No comparison,(Gr-NMC)
Canada,Cars,Na-ion,PHEV,2024,62000.0,1.0,Current Measures,17549.100000000006,Manganese,554.878014362737,9.73760976185311,Variability in data,
Canada,Cars,Na-ion,PHEV,2024,62000.0,1.0,Current Measures,17549.100000000006,Nickel,334.688460516676,5.873481262453201,Small variability in data,
Canada,Vans,LFP,PHEV,2024,6400.0,1.9577507575642077,Current Measures,57913.3568,Aluminum,46.40007822418474,2.687184285745121,No comparison,"(battery production, Li-ion, LFP, rechargeable)"
Canada,Vans,LFP,PHEV,2024,6400.0,1.9577507575642077,Current Measures,57913.3568,Cobalt,1536.85058087675,89.00417603860248,Important variability in data,"(battery production, Li-ion, LFP, rechargeable)"
Canada,Vans,LFP,PHEV,2024,6400.0,1.9577507575642077,Current Measures,57913.3568,Copper,493.2248344592003,28.5643058206566,Variability in data,(Gr-LFP)
Canada,Vans,LFP,PHEV,2024,6400.0,1.9577507575642077,Current Measures,57913.3568,Lithium,128.51391608843448,7.4426722761947675,Small variability in data,mean of Small variability in data
Canada,Vans,LFP,PHEV,2024,6400.0,1.9577507575642077,Current Measures,57913.3568,Manganese,1492.4507879970258,86.43283499171291,Variability in data,"(battery production, Li-ion, LFP, rechargeable)"
Canada,Vans,LFP,PHEV,2024,6400.0,1.9577507575642077,Current Measures,57913.3568,Nickel,140.0,8.107869952,Variability in data,"(battery production, Li-ion, LFP, rechargeable)"
Canada,Vans,LMO,PHEV,2024,6400.0,1.9577507575642077,Current Measures,0.0,Cobalt,500.0,0.0,Variability in data,
