Country,Mode,Battery_type,Powertrain,Year,EV_sales,Mass_vehicule,Scenario,Installed_battery_cap,Metal,Metal intensity (g/kWh),Metal_demand_t,Fiability_used,Comment
Canada,Vans,LFP,PHEV,2024,6400.0,1.9577507575642077,Current Measures,13952.0,Lithium,128.51391608843448,1.793026157265838,Small variability in data,mean of Small variability in data
Canada,Vans,LFP,PHEV,2024,6400.0,1.9577507575642077,Current Measures,13952.0,Manganese,1492.4507879970258,20.822673394134505,Variability in data,"(battery production, Li-ion, LFP, rechargeable)"
Canada,Vans,LFP,PHEV,2024,6400.0,1.9577507575642077,Current Measures,13952.0,Nickel,140.0,1.95328,Variability in data,"(battery production, Li-ion, LFP, rechargeable)"
Canada,Vans,LMO,PHEV,2024,6400.0,1.9577507575642077,Current Measures,1395.2,Cobalt,500.0,0.6976,Variability in data,
Canada,Vans,LMO,PHEV,2024,6400.0,1.9577507575642077,Current Measures,1395.2,Copper,440.3793092817998,0.6144172123099672,No comparison,(Gr-LMO)
Canada,Vans,LMO,PHEV,2024,6400.0,1.9577507575642077,Current Measures,1395.2,Lithium,355.95804320184345,0.496632661875212,Variability in data,mean of Variability in data
Canada,Vans,LMO,PHEV,2024,6400.0,1.9577507575642077,Current Measures,1395.2,Manganese,1277.1002589838204,1.7818102813342263,No comparison,(Gr-LMO)
Canada,Vans,NCA,PHEV,2024,6400.0,1.9577507575642077,Current Measures,40460.799999999996,Cobalt,149.56368345160004,6.051466283398499,Small variability in data,mean of Small variability in data
Canada,Vans,NCA,PHEV,2024,6400.0,1.9577507575642077,Current Measures,40460.799999999996,Copper,484.997905396169,19.62340325065331,Variability in data,mean of Variability in data
Canada,Vans,NCA,PHEV,2024,6400.0,1.9577507575642077,Current Measures,40460.799999999996,Graphite,65.2555225805155,2.6402906480257213,No comparison,"(battery production, Li-ion, NCA, rechargeable)"
Canada,Vans,NCA,PHEV,2024,6400.0,1.9577507575642077,Current Measures,40460.799999999996,Lithium,179.0,7.2424832,Small variability in data,mean of Small variability in data
