Scenario,Country,Year,Technology,Metal,Metal_demand_t,Mode,Powertain,Powertrain
Canada Net-zero,Canada,2032,Bioenergy with CCUS,Nickel,675.234,,,
Canada Net-zero,Canada,2033,Bioenergy with CCUS,Cobalt,8.7,,,
Canada Net-zero,Canada,2033,Bioenergy with CCUS,Copper,2535.615,,,
Canada Net-zero,Canada,2033,Bioenergy with CCUS,Nickel,1013.55,,,
Canada Net-zero,Canada,2034,Bioenergy with CCUS,Cobalt,11.594,,,
Canada Net-zero,Canada,2034,Bioenergy with CCUS,Copper,3379.0713,,,
Canada Net-zero,Canada,2034,Bioenergy with CCUS,Nickel,1350.701,,,
Canada Net-zero,Canada,2035,Bioenergy with CCUS,Cobalt,14.505999999999998,,,
Canada Net-zero,Canada,2035,Bioenergy with CCUS,Copper,4227.7737,,,
Canada Net-zero,Canada,2035,Bioenergy with CCUS,Nickel,1689.9489999999998,,,
Canada Net-zero,Canada,2036,Bioenergy with CCUS,Cobalt,17.61,,,
Canada Net-zero,Canada,2036,Bioenergy with CCUS,Copper,5132.434499999999,,,
Canada Net-zero,Canada,2036,Bioenergy with CCUS,Nickel,2051.565,,,
Canada Net-zero,Canada,2037,Bioenergy with CCUS,Cobalt,20.76,,,
Canada Net-zero,Canada,2037,Bioenergy with CCUS,Copper,6050.502,,,
Canada Net-zero,Canada,2037,Bioenergy with CCUS,Nickel,2418.54,,,
Canada Net-zero,Canada,2038,Bioenergy with CCUS,Cobalt,23.82,,,
Canada Net-zero,Canada,2038,Bioenergy with CCUS,Copper,6942.339,,,
Canada Net-zero,Canada,2038,Bioenergy with CCUS,Nickel,2775.03,,,
Canada Net-zero,Canada,2039,Bioenergy with CCUS,Cobalt,27.0,,,
Canada Net-zero,Canada,2039,Bioenergy with CCUS,Copper,7869.150000000001,,,
Canada Net-zero,Canada,2039,Bioenergy with CCUS,Nickel,3145.5,,,
Canada Net-zero,Canada,2040,Bioenergy with CCUS,Cobalt,30.04,,,
Canada Net-zero,Canada,2040,Bioenergy with CCUS,Copper,8755.158,,,
Canada Net-zero,Canada,2040,Bioenergy with CCUS,Nickel,3499.66,,,
Canada Net-zero,Canada,2025,Coal with CCUS,Cobalt,24.0879,,,
Canada Net-zero,Canada,2025,Coal with CCUS,Copper,215.6825,,,
Canada Net-zero,Canada,2025,Coal with CCUS,Nickel,214.5946,,,
Canada Net-zero,Canada,2026,Coal with CCUS,Cobalt,24.0879,,,
Canada Net-zero,Canada,2026,Coal with CCUS,Copper,215.6825,,,
Canada Net-zero,Canada,2026,Coal with CCUS,Nickel,214.5946,,,
Canada Net-zero,Canada,2027,Coal with CCUS,Cobalt,24.0879,,,
Canada Net-zero,Canada,2027,Coal with CCUS,Copper,215.6825,,,
Canada Net-zero,Canada,2027,Coal with CCUS,Nickel,214.5946,,,
Canada Net-zero,Canada,2028,Coal with CCUS,Cobalt,24.0879,,,
Canada Net-zero,Canada,2028,Coal with CCUS,Copper,215.6825,,,
Canada Net-zero,Canada,2028,Coal with CCUS,Nickel,214.5946,,,
Canada Net-zero,Canada,2029,Coal with CCUS,Cobalt,24.0879,,,
Canada Net-zero,Canada,2029,Coal with CCUS,Copper,215.6825,,,
Canada Net-zero,Canada,2029,Coal with CCUS,Nickel,214.5946,,,
Canada Net-zero,Canada,2030,Coal with CCUS,Cobalt,24.0879,,,
Canada Net-zero,Canada,2030,Coal with CCUS,Copper,215.6825,,,
Canada Net-zero,Canada,2030,Coal with CCUS,Nickel,214.5946,,,
Canada Net-zero,Canada,2031,Coal with CCUS,Cobalt,24.0879,,,
Canada Net-zero,Canada,2031,Coal with CCUS,Copper,215.6825,,,
Canada Net-zero,Canada,2031,Coal with CCUS,Nickel,214.5946,,,
Canada Net-zero,Canada,2032,Coal with CCUS,Cobalt,24.0879,,,
Canada Net-zero,Canada,2032,Coal with CCUS,Copper,215.6825,,,
Canada Net-zero,Canada,2032,Coal with CCUS,Nickel,214.5946,,,
Canada Net-zero,Canada,2033,Coal with CCUS,Cobalt,24.0879,,,
Canada Net-zero,Canada,2033,Coal with CCUS,Copper,215.6825,,,
Canada Net-zero,Canada,2033,Coal with CCUS,Nickel,214.5946,,,
Canada Net-zero,Canada,2034,Coal with CCUS,Cobalt,24.0879,,,
Canada Net-zero,Canada,2034,Coal with CCUS,Copper,215.6825,,,
Canada Net-zero,Canada,2034,Coal with CCUS,Nickel,214.5946,,,
Canada Net-zero,Canada,2035,Coal with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2035,Coal with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2035,Coal with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2036,Coal with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2036,Coal with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2036,Coal with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2037,Coal with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2037,Coal with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2037,Coal with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2038,Coal with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2038,Coal with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2038,Coal with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2039,Coal with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2039,Coal with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2039,Coal with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2040,Coal with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2040,Coal with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2040,Coal with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2025,Hydro,Copper,314176.25,,,
Canada Net-zero,Canada,2026,Hydro,Copper,317543.25,,,
Canada Net-zero,Canada,2027,Hydro,Copper,320503.25,,,
Canada Net-zero,Canada,2028,Hydro,Copper,323833.25,,,
Canada Net-zero,Canada,2029,Hydro,Copper,327216.89999999997,,,
Canada Net-zero,Canada,2030,Hydro,Copper,330176.89999999997,,,
Canada Net-zero,Canada,2031,Hydro,Copper,332507.9,,,
Canada Net-zero,Canada,2032,Hydro,Copper,334524.4,,,
Canada Net-zero,Canada,2033,Hydro,Copper,336485.39999999997,,,
Canada Net-zero,Canada,2034,Hydro,Copper,338964.39999999997,,,
Canada Net-zero,Canada,2035,Hydro,Copper,340951.3,,,
Canada Net-zero,Canada,2036,Hydro,Copper,340951.3,,,
Canada Net-zero,Canada,2037,Hydro,Copper,340951.3,,,
Canada Net-zero,Canada,2038,Hydro,Copper,340951.3,,,
Canada Net-zero,Canada,2039,Hydro,Copper,340951.3,,,
Canada Net-zero,Canada,2040,Hydro,Copper,340962.4,,,
Canada Net-zero,Canada,2025,Natural Gas,Cobalt,53.75807999999999,,,
Canada Net-zero,Canada,2025,Natural Gas,Copper,28810.348799999996,,,
Canada Net-zero,Canada,2025,Natural Gas,Nickel,966.8987999999999,,,
Canada Net-zero,Canada,2026,Natural Gas,Cobalt,57.899879999999996,,,
Canada Net-zero,Canada,2026,Natural Gas,Copper,31030.046799999993,,,
Canada Net-zero,Canada,2026,Natural Gas,Nickel,1041.3936749999998,,,
Canada Net-zero,Canada,2027,Natural Gas,Cobalt,62.02188,,,
Canada Net-zero,Canada,2027,Natural Gas,Copper,33239.133466666666,,,
Canada Net-zero,Canada,2027,Natural Gas,Nickel,1115.532425,,,
Canada Net-zero,Canada,2028,Natural Gas,Cobalt,65.51388,,,
Canada Net-zero,Canada,2028,Natural Gas,Copper,35110.5868,,,
Canada Net-zero,Canada,2028,Natural Gas,Nickel,1178.339925,,,
Canada Net-zero,Canada,2029,Natural Gas,Cobalt,69.50988,,,
Canada Net-zero,Canada,2029,Natural Gas,Copper,37252.146799999995,,,
Canada Net-zero,Canada,2029,Natural Gas,Nickel,1250.212425,,,
Canada Net-zero,Canada,2030,Natural Gas,Cobalt,72.97668,,,
Canada Net-zero,Canada,2030,Natural Gas,Copper,39110.0948,,,
Canada Net-zero,Canada,2030,Natural Gas,Nickel,1312.566675,,,
Canada Net-zero,Canada,2031,Natural Gas,Cobalt,75.13668,,,
Canada Net-zero,Canada,2031,Natural Gas,Copper,40267.6948,,,
Canada Net-zero,Canada,2031,Natural Gas,Nickel,1351.416675,,,
Canada Net-zero,Canada,2032,Natural Gas,Cobalt,77.02668,,,
Canada Net-zero,Canada,2032,Natural Gas,Copper,41280.5948,,,
Canada Net-zero,Canada,2032,Natural Gas,Nickel,1385.410425,,,
Canada Net-zero,Canada,2033,Natural Gas,Cobalt,78.35508,,,
Canada Net-zero,Canada,2033,Natural Gas,Copper,41992.5188,,,
Canada Net-zero,Canada,2033,Natural Gas,Nickel,1409.303175,,,
Canada Net-zero,Canada,2034,Natural Gas,Cobalt,78.89508,,,
Canada Net-zero,Canada,2034,Natural Gas,Copper,42281.91879999999,,,
Canada Net-zero,Canada,2034,Natural Gas,Nickel,1419.0156749999999,,,
Canada Net-zero,Canada,2035,Natural Gas,Cobalt,61.439040000000006,,,
Canada Net-zero,Canada,2035,Natural Gas,Copper,32926.7744,,,
Canada Net-zero,Canada,2035,Natural Gas,Nickel,1105.0494,,,
Canada Net-zero,Canada,2036,Natural Gas,Cobalt,60.37704,,,
Canada Net-zero,Canada,2036,Natural Gas,Copper,32357.621066666667,,,
Canada Net-zero,Canada,2036,Natural Gas,Nickel,1085.94815,,,
Canada Net-zero,Canada,2037,Natural Gas,Cobalt,59.45904,,,
Canada Net-zero,Canada,2037,Natural Gas,Copper,31865.641066666667,,,
Canada Net-zero,Canada,2037,Natural Gas,Nickel,1069.4369000000002,,,
Canada Net-zero,Canada,2038,Natural Gas,Cobalt,57.25764,,,
Canada Net-zero,Canada,2038,Natural Gas,Copper,30685.85373333333,,,
Canada Net-zero,Canada,2038,Natural Gas,Nickel,1029.842275,,,
Canada Net-zero,Canada,2039,Natural Gas,Cobalt,56.46564,,,
Canada Net-zero,Canada,2039,Natural Gas,Copper,30261.400399999995,,,
Canada Net-zero,Canada,2039,Natural Gas,Nickel,1015.597275,,,
Canada Net-zero,Canada,2040,Natural Gas,Cobalt,54.01764,,,
Canada Net-zero,Canada,2040,Natural Gas,Copper,28949.453733333332,,,
Canada Net-zero,Canada,2040,Natural Gas,Nickel,971.567275,,,
Canada Net-zero,Canada,2025,Natural Gas with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2025,Natural Gas with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2025,Natural Gas with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2026,Natural Gas with CCUS,Cobalt,2.1168,,,
Canada Net-zero,Canada,2026,Natural Gas with CCUS,Copper,357.83999999999986,,,
Canada Net-zero,Canada,2026,Natural Gas with CCUS,Nickel,254.313,,,
Canada Net-zero,Canada,2027,Natural Gas with CCUS,Cobalt,4.2434,,,
Canada Net-zero,Canada,2027,Natural Gas with CCUS,Copper,717.3366666666664,,,
Canada Net-zero,Canada,2027,Natural Gas with CCUS,Nickel,509.803375,,,
Canada Net-zero,Canada,2028,Natural Gas with CCUS,Cobalt,6.360200000000001,,,
Canada Net-zero,Canada,2028,Natural Gas with CCUS,Copper,1075.1766666666663,,,
Canada Net-zero,Canada,2028,Natural Gas with CCUS,Nickel,764.1163750000001,,,
Canada Net-zero,Canada,2029,Natural Gas with CCUS,Cobalt,8.477,,,
Canada Net-zero,Canada,2029,Natural Gas with CCUS,Copper,1433.0166666666662,,,
Canada Net-zero,Canada,2029,Natural Gas with CCUS,Nickel,1018.4293749999999,,,
Canada Net-zero,Canada,2030,Natural Gas with CCUS,Cobalt,20.482,,,
Canada Net-zero,Canada,2030,Natural Gas with CCUS,Copper,3462.433333333332,,,
Canada Net-zero,Canada,2030,Natural Gas with CCUS,Nickel,2460.71375,,,
Canada Net-zero,Canada,2031,Natural Gas with CCUS,Cobalt,20.482,,,
Canada Net-zero,Canada,2031,Natural Gas with CCUS,Copper,3462.433333333332,,,
Canada Net-zero,Canada,2031,Natural Gas with CCUS,Nickel,2460.71375,,,
Canada Net-zero,Canada,2032,Natural Gas with CCUS,Cobalt,20.482,,,
Canada Net-zero,Canada,2032,Natural Gas with CCUS,Copper,3462.433333333332,,,
Canada Net-zero,Canada,2032,Natural Gas with CCUS,Nickel,2460.71375,,,
Canada Net-zero,Canada,2033,Natural Gas with CCUS,Cobalt,20.482,,,
Canada Net-zero,Canada,2033,Natural Gas with CCUS,Copper,3462.433333333332,,,
Canada Net-zero,Canada,2033,Natural Gas with CCUS,Nickel,2460.71375,,,
Canada Net-zero,Canada,2034,Natural Gas with CCUS,Cobalt,20.482,,,
Canada Net-zero,Canada,2034,Natural Gas with CCUS,Copper,3462.433333333332,,,
Canada Net-zero,Canada,2034,Natural Gas with CCUS,Nickel,2460.71375,,,
Canada Net-zero,Canada,2035,Natural Gas with CCUS,Cobalt,42.172340000000005,,,
Canada Net-zero,Canada,2035,Natural Gas with CCUS,Copper,7129.133666666664,,,
Canada Net-zero,Canada,2035,Natural Gas with CCUS,Nickel,5066.5978375,,,
Canada Net-zero,Canada,2036,Natural Gas with CCUS,Cobalt,55.34746,,,
Canada Net-zero,Canada,2036,Natural Gas with CCUS,Copper,9356.35633333333,,,
Canada Net-zero,Canada,2036,Natural Gas with CCUS,Nickel,6649.460787499999,,,
Canada Net-zero,Canada,2037,Natural Gas with CCUS,Cobalt,68.6196,,,
Canada Net-zero,Canada,2037,Natural Gas with CCUS,Copper,11599.979999999996,,,
Canada Net-zero,Canada,2037,Natural Gas with CCUS,Nickel,8243.97975,,,
Canada Net-zero,Canada,2038,Natural Gas with CCUS,Cobalt,81.8006,,,
Canada Net-zero,Canada,2038,Natural Gas with CCUS,Copper,13828.196666666661,,,
Canada Net-zero,Canada,2038,Natural Gas with CCUS,Nickel,9827.549125,,,
Canada Net-zero,Canada,2039,Natural Gas with CCUS,Cobalt,94.97180000000002,,,
Canada Net-zero,Canada,2039,Natural Gas with CCUS,Copper,16054.756666666663,,,
Canada Net-zero,Canada,2039,Natural Gas with CCUS,Nickel,11409.941125000001,,,
Canada Net-zero,Canada,2040,Natural Gas with CCUS,Cobalt,108.1528,,,
Canada Net-zero,Canada,2040,Natural Gas with CCUS,Copper,18282.973333333324,,,
Canada Net-zero,Canada,2040,Natural Gas with CCUS,Nickel,12993.5105,,,
Canada Net-zero,Canada,2025,Offshore Wind,Copper,0.0,,,
Canada Net-zero,Canada,2025,Offshore Wind,Nickel,0.0,,,
Canada Net-zero,Canada,2026,Offshore Wind,Copper,1072.5600000000002,,,
Canada Net-zero,Canada,2026,Offshore Wind,Nickel,133.4,,,
Canada Net-zero,Canada,2027,Offshore Wind,Copper,2145.1200000000003,,,
Canada Net-zero,Canada,2027,Offshore Wind,Nickel,266.8,,,
Canada Net-zero,Canada,2028,Offshore Wind,Copper,3217.68,,,
Canada Net-zero,Canada,2028,Offshore Wind,Nickel,400.2,,,
Canada Net-zero,Canada,2029,Offshore Wind,Copper,4290.240000000001,,,
Canada Net-zero,Canada,2029,Offshore Wind,Nickel,533.6,,,
Canada Net-zero,Canada,2030,Offshore Wind,Copper,5362.8,,,
Canada Net-zero,Canada,2030,Offshore Wind,Nickel,667.0,,,
Canada Net-zero,Canada,2031,Offshore Wind,Copper,6971.64,,,
Canada Net-zero,Canada,2031,Offshore Wind,Nickel,867.1,,,
Canada Net-zero,Canada,2032,Offshore Wind,Copper,8580.480000000001,,,
Canada Net-zero,Canada,2032,Offshore Wind,Nickel,1067.2,,,
Canada Net-zero,Canada,2033,Offshore Wind,Copper,10189.32,,,
Canada Net-zero,Canada,2033,Offshore Wind,Nickel,1267.3,,,
Canada Net-zero,Canada,2034,Offshore Wind,Copper,11798.160000000002,,,
Canada Net-zero,Canada,2034,Offshore Wind,Nickel,1467.4,,,
Canada Net-zero,Canada,2035,Offshore Wind,Copper,13407.0,,,
Canada Net-zero,Canada,2035,Offshore Wind,Nickel,1667.5,,,
Canada Net-zero,Canada,2036,Offshore Wind,Copper,13407.0,,,
Canada Net-zero,Canada,2036,Offshore Wind,Nickel,1667.5,,,
Canada Net-zero,Canada,2037,Offshore Wind,Copper,13407.0,,,
Canada Net-zero,Canada,2037,Offshore Wind,Nickel,1667.5,,,
Canada Net-zero,Canada,2038,Offshore Wind,Copper,13407.0,,,
Canada Net-zero,Canada,2038,Offshore Wind,Nickel,1667.5,,,
Canada Net-zero,Canada,2039,Offshore Wind,Copper,13407.0,,,
Canada Net-zero,Canada,2039,Offshore Wind,Nickel,1667.5,,,
Canada Net-zero,Canada,2040,Offshore Wind,Copper,13407.0,,,
Canada Net-zero,Canada,2040,Offshore Wind,Nickel,1667.5,,,
Canada Net-zero,Canada,2025,Oil,Cobalt,6.61473,,,
Canada Net-zero,Canada,2025,Oil,Copper,3545.0053,,,
Canada Net-zero,Canada,2025,Oil,Nickel,118.97326874999999,,,
Canada Net-zero,Canada,2026,Oil,Cobalt,6.39153,,,
Canada Net-zero,Canada,2026,Oil,Copper,3425.386633333333,,,
Canada Net-zero,Canada,2026,Oil,Nickel,114.95876875,,,
Canada Net-zero,Canada,2027,Oil,Cobalt,6.3339300000000005,,,
Canada Net-zero,Canada,2027,Oil,Copper,3394.5173,,,
Canada Net-zero,Canada,2027,Oil,Nickel,113.92276875,,,
Canada Net-zero,Canada,2028,Oil,Cobalt,6.3339300000000005,,,
Canada Net-zero,Canada,2028,Oil,Copper,3394.5173,,,
Canada Net-zero,Canada,2028,Oil,Nickel,113.92276875,,,
Canada Net-zero,Canada,2029,Oil,Cobalt,6.3339300000000005,,,
Canada Net-zero,Canada,2029,Oil,Copper,3394.5173,,,
Canada Net-zero,Canada,2029,Oil,Nickel,113.92276875,,,
Canada Net-zero,Canada,2030,Oil,Cobalt,6.287490000000001,,,
Canada Net-zero,Canada,2030,Oil,Copper,3369.6289,,,
Canada Net-zero,Canada,2030,Oil,Nickel,113.08749375000001,,,
Canada Net-zero,Canada,2031,Oil,Cobalt,5.41089,,,
Canada Net-zero,Canada,2031,Oil,Copper,2899.8362333333334,,,
Canada Net-zero,Canada,2031,Oil,Nickel,97.32086875,,,
Canada Net-zero,Canada,2032,Oil,Cobalt,5.382090000000001,,,
Canada Net-zero,Canada,2032,Oil,Copper,2884.4015666666664,,,
Canada Net-zero,Canada,2032,Oil,Nickel,96.80286875,,,
Canada Net-zero,Canada,2033,Oil,Cobalt,5.382090000000001,,,
Canada Net-zero,Canada,2033,Oil,Copper,2884.4015666666664,,,
Canada Net-zero,Canada,2033,Oil,Nickel,96.80286875,,,
Canada Net-zero,Canada,2034,Oil,Cobalt,5.382090000000001,,,
Canada Net-zero,Canada,2034,Oil,Copper,2884.4015666666664,,,
Canada Net-zero,Canada,2034,Oil,Nickel,96.80286875,,,
Canada Net-zero,Canada,2035,Oil,Cobalt,5.382090000000001,,,
Canada Net-zero,Canada,2035,Oil,Copper,2884.4015666666664,,,
Canada Net-zero,Canada,2035,Oil,Nickel,96.80286875,,,
Canada Net-zero,Canada,2036,Oil,Cobalt,3.35709,,,
Canada Net-zero,Canada,2036,Oil,Copper,1799.1515666666664,,,
Canada Net-zero,Canada,2036,Oil,Nickel,60.380993749999995,,,
Canada Net-zero,Canada,2037,Oil,Cobalt,3.35709,,,
Canada Net-zero,Canada,2037,Oil,Copper,1799.1515666666664,,,
Canada Net-zero,Canada,2037,Oil,Nickel,60.380993749999995,,,
Canada Net-zero,Canada,2038,Oil,Cobalt,3.35709,,,
Canada Net-zero,Canada,2038,Oil,Copper,1799.1515666666664,,,
Canada Net-zero,Canada,2038,Oil,Nickel,60.380993749999995,,,
Canada Net-zero,Canada,2039,Oil,Cobalt,3.35709,,,
Canada Net-zero,Canada,2039,Oil,Copper,1799.1515666666664,,,
Canada Net-zero,Canada,2039,Oil,Nickel,60.380993749999995,,,
Canada Net-zero,Canada,2040,Oil,Cobalt,3.35709,,,
Canada Net-zero,Canada,2040,Oil,Copper,1799.1515666666664,,,
Canada Net-zero,Canada,2040,Oil,Nickel,60.380993749999995,,,
Canada Net-zero,Canada,2025,Onshore Wind,Copper,59667.01103300002,,,
Canada Net-zero,Canada,2025,Onshore Wind,Nickel,8046.220352500001,,,
Canada Net-zero,Canada,2026,Onshore Wind,Copper,62881.80023300002,,,
Canada Net-zero,Canada,2026,Onshore Wind,Nickel,8479.741352500001,,,
Canada Net-zero,Canada,2027,Onshore Wind,Copper,66133.54103300002,,,
Canada Net-zero,Canada,2027,Onshore Wind,Nickel,8918.2453525,,,
Canada Net-zero,Canada,2028,Onshore Wind,Copper,69400.67833300002,,,
Canada Net-zero,Canada,2028,Onshore Wind,Nickel,9358.825602500001,,,
Canada Net-zero,Canada,2029,Onshore Wind,Copper,72618.54683300001,,,
Canada Net-zero,Canada,2029,Onshore Wind,Nickel,9792.761852500002,,,
Canada Net-zero,Canada,2030,Onshore Wind,Copper,76045.62297500002,,,
Canada Net-zero,Canada,2030,Onshore Wind,Nickel,10254.9101875,,,
Canada Net-zero,Canada,2031,Onshore Wind,Copper,92596.86047500002,,,
Canada Net-zero,Canada,2031,Onshore Wind,Nickel,12486.8789375,,,
Canada Net-zero,Canada,2032,Onshore Wind,Copper,108954.10207500003,,,
Canada Net-zero,Canada,2032,Onshore Wind,Nickel,14692.6869375,,,
Canada Net-zero,Canada,2033,Onshore Wind,Copper,125551.52907500003,,,
Canada Net-zero,Canada,2033,Onshore Wind,Nickel,16930.8844375,,,
Canada Net-zero,Canada,2034,Onshore Wind,Copper,142333.71407500003,,,
Canada Net-zero,Canada,2034,Onshore Wind,Nickel,19193.9969375,,,
Canada Net-zero,Canada,2035,Onshore Wind,Copper,159329.1406,,,
Canada Net-zero,Canada,2035,Onshore Wind,Nickel,21485.8655,,,
Canada Net-zero,Canada,2036,Onshore Wind,Copper,169336.86560000002,,,
Canada Net-zero,Canada,2036,Onshore Wind,Nickel,22835.428,,,
Canada Net-zero,Canada,2037,Onshore Wind,Copper,179283.00460000004,,,
Canada Net-zero,Canada,2037,Onshore Wind,Nickel,24176.6855,,,
Canada Net-zero,Canada,2038,Onshore Wind,Copper,189537.07360000003,,,
Canada Net-zero,Canada,2038,Onshore Wind,Nickel,25559.468,,,
Canada Net-zero,Canada,2039,Onshore Wind,Copper,199821.93560000003,,,
Canada Net-zero,Canada,2039,Onshore Wind,Nickel,26946.403,,,
