Scenario,Country,Year,Technology,Metal,Metal_demand_t,Mode,Powertain,Powertrain
Canada Net-zero,Canada,2026,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2026,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2026,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2026,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2026,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2026,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2026,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2026,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2026,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2027,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2027,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2027,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2027,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2027,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2027,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2027,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2027,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2027,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2028,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2028,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2028,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2028,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2028,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2028,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2028,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2028,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2028,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2029,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2029,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2029,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2029,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2029,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2029,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2029,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2029,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2029,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2030,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2030,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2030,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2030,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2030,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2030,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2030,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2030,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2030,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2031,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2031,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2031,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2031,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2031,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2031,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2031,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2031,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2031,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2032,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2032,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2032,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2032,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2032,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2032,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2032,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2032,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2032,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2033,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2033,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2033,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2033,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2033,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2033,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2033,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2033,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2033,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2034,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2034,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2034,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2034,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2034,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2034,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2034,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2034,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2034,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2035,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2035,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2035,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2035,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2035,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2035,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2035,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2035,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2035,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2036,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2036,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2036,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2036,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2036,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2036,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2036,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2036,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2036,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2037,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2037,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2037,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2037,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2037,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2037,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2037,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2037,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2037,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2038,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2038,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2038,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2038,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2038,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2038,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2038,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2038,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2038,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2039,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2039,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2039,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2039,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2039,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2039,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2039,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2039,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2039,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2040,Bioenergy,Aluminum,7003.36,,,
Canada Net-zero,Canada,2040,Bioenergy,Chromium,5.3872,,,
Canada Net-zero,Canada,2040,Bioenergy,Cobalt,5.3872,,,
Canada Net-zero,Canada,2040,Bioenergy,Concrete,428282.4,,,
Canada Net-zero,Canada,2040,Bioenergy,Copper,5986.526,,,
Canada Net-zero,Canada,2040,Bioenergy,Iron,115279.21131999999,,,
Canada Net-zero,Canada,2040,Bioenergy,Lead,280.1344,,,
Canada Net-zero,Canada,2040,Bioenergy,Nickel,53.872,,,
Canada Net-zero,Canada,2040,Bioenergy,Zinc,430.976,,,
Canada Net-zero,Canada,2041,Bioenergy,Aluminum,8077.16,,,
Canada Net-zero,Canada,2041,Bioenergy,Chromium,6.2132,,,
Canada Net-zero,Canada,2041,Bioenergy,Cobalt,6.2132,,,
Canada Net-zero,Canada,2041,Bioenergy,Concrete,493949.39999999997,,,
Canada Net-zero,Canada,2041,Bioenergy,Copper,6904.4185,,,
Canada Net-zero,Canada,2041,Bioenergy,Iron,132954.55816999997,,,
Canada Net-zero,Canada,2041,Bioenergy,Lead,323.08639999999997,,,
Canada Net-zero,Canada,2041,Bioenergy,Nickel,62.132,,,
Canada Net-zero,Canada,2041,Bioenergy,Zinc,497.056,,,
Canada Net-zero,Canada,2042,Bioenergy,Aluminum,9169.16,,,
Canada Net-zero,Canada,2042,Bioenergy,Chromium,7.0531999999999995,,,
Canada Net-zero,Canada,2042,Bioenergy,Cobalt,7.0531999999999995,,,
Canada Net-zero,Canada,2042,Bioenergy,Concrete,560729.3999999999,,,
Canada Net-zero,Canada,2042,Bioenergy,Copper,7837.8685,,,
Canada Net-zero,Canada,2042,Bioenergy,Iron,150929.48716999998,,,
Canada Net-zero,Canada,2042,Bioenergy,Lead,366.7664,,,
Canada Net-zero,Canada,2042,Bioenergy,Nickel,70.532,,,
Canada Net-zero,Canada,2042,Bioenergy,Zinc,564.256,,,
Canada Net-zero,Canada,2043,Bioenergy,Aluminum,10235.16,,,
Canada Net-zero,Canada,2043,Bioenergy,Chromium,7.8732,,,
Canada Net-zero,Canada,2043,Bioenergy,Cobalt,7.8732,,,
Canada Net-zero,Canada,2043,Bioenergy,Concrete,625919.4,,,
Canada Net-zero,Canada,2043,Bioenergy,Copper,8749.093499999999,,,
Canada Net-zero,Canada,2043,Bioenergy,Iron,168476.44166999997,,,
Canada Net-zero,Canada,2043,Bioenergy,Lead,409.40639999999996,,,
Canada Net-zero,Canada,2043,Bioenergy,Nickel,78.732,,,
Canada Net-zero,Canada,2043,Bioenergy,Zinc,629.856,,,
Canada Net-zero,Canada,2044,Bioenergy,Aluminum,11327.16,,,
Canada Net-zero,Canada,2044,Bioenergy,Chromium,8.7132,,,
Canada Net-zero,Canada,2044,Bioenergy,Cobalt,8.7132,,,
Canada Net-zero,Canada,2044,Bioenergy,Concrete,692699.4,,,
Canada Net-zero,Canada,2044,Bioenergy,Copper,9682.5435,,,
Canada Net-zero,Canada,2044,Bioenergy,Iron,186451.37067,,,
Canada Net-zero,Canada,2044,Bioenergy,Lead,453.0864,,,
Canada Net-zero,Canada,2044,Bioenergy,Nickel,87.132,,,
Canada Net-zero,Canada,2044,Bioenergy,Zinc,697.056,,,
Canada Net-zero,Canada,2045,Bioenergy,Aluminum,12419.16,,,
Canada Net-zero,Canada,2045,Bioenergy,Chromium,9.5532,,,
Canada Net-zero,Canada,2045,Bioenergy,Cobalt,9.5532,,,
Canada Net-zero,Canada,2045,Bioenergy,Concrete,759479.4,,,
Canada Net-zero,Canada,2045,Bioenergy,Copper,10615.9935,,,
Canada Net-zero,Canada,2045,Bioenergy,Iron,204426.29967,,,
Canada Net-zero,Canada,2045,Bioenergy,Lead,496.76640000000003,,,
Canada Net-zero,Canada,2045,Bioenergy,Nickel,95.53200000000001,,,
Canada Net-zero,Canada,2045,Bioenergy,Zinc,764.2560000000001,,,
Canada Net-zero,Canada,2046,Bioenergy,Aluminum,13251.160000000002,,,
Canada Net-zero,Canada,2046,Bioenergy,Chromium,10.193200000000001,,,
Canada Net-zero,Canada,2046,Bioenergy,Cobalt,10.193200000000001,,,
Canada Net-zero,Canada,2046,Bioenergy,Concrete,810359.4,,,
Canada Net-zero,Canada,2046,Bioenergy,Copper,11327.193500000001,,,
Canada Net-zero,Canada,2046,Bioenergy,Iron,218121.48367000002,,,
Canada Net-zero,Canada,2046,Bioenergy,Lead,530.0464000000001,,,
Canada Net-zero,Canada,2046,Bioenergy,Nickel,101.93200000000002,,,
Canada Net-zero,Canada,2046,Bioenergy,Zinc,815.4560000000001,,,
Canada Net-zero,Canada,2047,Bioenergy,Aluminum,14083.160000000002,,,
Canada Net-zero,Canada,2047,Bioenergy,Chromium,10.833200000000001,,,
Canada Net-zero,Canada,2047,Bioenergy,Cobalt,10.833200000000001,,,
Canada Net-zero,Canada,2047,Bioenergy,Concrete,861239.4000000001,,,
Canada Net-zero,Canada,2047,Bioenergy,Copper,12038.393500000002,,,
Canada Net-zero,Canada,2047,Bioenergy,Iron,231816.66767000002,,,
Canada Net-zero,Canada,2047,Bioenergy,Lead,563.3264,,,
Canada Net-zero,Canada,2047,Bioenergy,Nickel,108.33200000000002,,,
Canada Net-zero,Canada,2047,Bioenergy,Zinc,866.6560000000002,,,
Canada Net-zero,Canada,2048,Bioenergy,Aluminum,14915.16,,,
Canada Net-zero,Canada,2048,Bioenergy,Chromium,11.4732,,,
Canada Net-zero,Canada,2048,Bioenergy,Cobalt,11.4732,,,
Canada Net-zero,Canada,2048,Bioenergy,Concrete,912119.4,,,
Canada Net-zero,Canada,2048,Bioenergy,Copper,12749.5935,,,
Canada Net-zero,Canada,2048,Bioenergy,Iron,245511.85167,,,
Canada Net-zero,Canada,2048,Bioenergy,Lead,596.6064,,,
Canada Net-zero,Canada,2048,Bioenergy,Nickel,114.732,,,
Canada Net-zero,Canada,2048,Bioenergy,Zinc,917.856,,,
Canada Net-zero,Canada,2049,Bioenergy,Aluminum,15773.16,,,
Canada Net-zero,Canada,2049,Bioenergy,Chromium,12.1332,,,
Canada Net-zero,Canada,2049,Bioenergy,Cobalt,12.1332,,,
Canada Net-zero,Canada,2049,Bioenergy,Concrete,964589.4,,,
Canada Net-zero,Canada,2049,Bioenergy,Copper,13483.0185,,,
Canada Net-zero,Canada,2049,Bioenergy,Iron,259635.01017,,,
Canada Net-zero,Canada,2049,Bioenergy,Lead,630.9264000000001,,,
Canada Net-zero,Canada,2049,Bioenergy,Nickel,121.33200000000001,,,
Canada Net-zero,Canada,2049,Bioenergy,Zinc,970.6560000000001,,,
Canada Net-zero,Canada,2050,Bioenergy,Aluminum,16605.16,,,
Canada Net-zero,Canada,2050,Bioenergy,Chromium,12.773200000000001,,,
Canada Net-zero,Canada,2050,Bioenergy,Cobalt,12.773200000000001,,,
Canada Net-zero,Canada,2050,Bioenergy,Concrete,1015469.4,,,
Canada Net-zero,Canada,2050,Bioenergy,Copper,14194.2185,,,
Canada Net-zero,Canada,2050,Bioenergy,Iron,273330.19417000003,,,
Canada Net-zero,Canada,2050,Bioenergy,Lead,664.2064,,,
Canada Net-zero,Canada,2050,Bioenergy,Nickel,127.73200000000001,,,
Canada Net-zero,Canada,2050,Bioenergy,Zinc,1021.8560000000001,,,
Canada Net-zero,Canada,2020,Bioenergy with CCUS,Aluminum,0.0,,,
Canada Net-zero,Canada,2020,Bioenergy with CCUS,Chromium,0.0,,,
Canada Net-zero,Canada,2020,Bioenergy with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2020,Bioenergy with CCUS,Concrete,0.0,,,
Canada Net-zero,Canada,2020,Bioenergy with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2020,Bioenergy with CCUS,Iron,0.0,,,
Canada Net-zero,Canada,2020,Bioenergy with CCUS,Lead,0.0,,,
Canada Net-zero,Canada,2020,Bioenergy with CCUS,Manganese,0.0,,,
Canada Net-zero,Canada,2020,Bioenergy with CCUS,Molybdenum,0.0,,,
Canada Net-zero,Canada,2020,Bioenergy with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2020,Bioenergy with CCUS,Niobium,0.0,,,
Canada Net-zero,Canada,2020,Bioenergy with CCUS,Vanadium,0.0,,,
Canada Net-zero,Canada,2020,Bioenergy with CCUS,Zinc,0.0,,,
Canada Net-zero,Canada,2021,Bioenergy with CCUS,Aluminum,0.0,,,
Canada Net-zero,Canada,2021,Bioenergy with CCUS,Chromium,0.0,,,
Canada Net-zero,Canada,2021,Bioenergy with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2021,Bioenergy with CCUS,Concrete,0.0,,,
Canada Net-zero,Canada,2021,Bioenergy with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2021,Bioenergy with CCUS,Iron,0.0,,,
Canada Net-zero,Canada,2021,Bioenergy with CCUS,Lead,0.0,,,
Canada Net-zero,Canada,2021,Bioenergy with CCUS,Manganese,0.0,,,
Canada Net-zero,Canada,2021,Bioenergy with CCUS,Molybdenum,0.0,,,
Canada Net-zero,Canada,2021,Bioenergy with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2021,Bioenergy with CCUS,Niobium,0.0,,,
Canada Net-zero,Canada,2021,Bioenergy with CCUS,Vanadium,0.0,,,
Canada Net-zero,Canada,2021,Bioenergy with CCUS,Zinc,0.0,,,
Canada Net-zero,Canada,2022,Bioenergy with CCUS,Aluminum,0.0,,,
Canada Net-zero,Canada,2022,Bioenergy with CCUS,Chromium,0.0,,,
Canada Net-zero,Canada,2022,Bioenergy with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2022,Bioenergy with CCUS,Concrete,0.0,,,
Canada Net-zero,Canada,2022,Bioenergy with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2022,Bioenergy with CCUS,Iron,0.0,,,
Canada Net-zero,Canada,2022,Bioenergy with CCUS,Lead,0.0,,,
Canada Net-zero,Canada,2022,Bioenergy with CCUS,Manganese,0.0,,,
Canada Net-zero,Canada,2022,Bioenergy with CCUS,Molybdenum,0.0,,,
Canada Net-zero,Canada,2022,Bioenergy with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2022,Bioenergy with CCUS,Niobium,0.0,,,
Canada Net-zero,Canada,2022,Bioenergy with CCUS,Vanadium,0.0,,,
Canada Net-zero,Canada,2022,Bioenergy with CCUS,Zinc,0.0,,,
Canada Net-zero,Canada,2023,Bioenergy with CCUS,Aluminum,0.0,,,
Canada Net-zero,Canada,2023,Bioenergy with CCUS,Chromium,0.0,,,
Canada Net-zero,Canada,2023,Bioenergy with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2023,Bioenergy with CCUS,Concrete,0.0,,,
Canada Net-zero,Canada,2023,Bioenergy with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2023,Bioenergy with CCUS,Iron,0.0,,,
Canada Net-zero,Canada,2023,Bioenergy with CCUS,Lead,0.0,,,
Canada Net-zero,Canada,2023,Bioenergy with CCUS,Manganese,0.0,,,
Canada Net-zero,Canada,2023,Bioenergy with CCUS,Molybdenum,0.0,,,
Canada Net-zero,Canada,2023,Bioenergy with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2023,Bioenergy with CCUS,Niobium,0.0,,,
Canada Net-zero,Canada,2023,Bioenergy with CCUS,Vanadium,0.0,,,
Canada Net-zero,Canada,2023,Bioenergy with CCUS,Zinc,0.0,,,
Canada Net-zero,Canada,2024,Bioenergy with CCUS,Aluminum,0.0,,,
Canada Net-zero,Canada,2024,Bioenergy with CCUS,Chromium,0.0,,,
Canada Net-zero,Canada,2024,Bioenergy with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2024,Bioenergy with CCUS,Concrete,0.0,,,
Canada Net-zero,Canada,2024,Bioenergy with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2024,Bioenergy with CCUS,Iron,0.0,,,
Canada Net-zero,Canada,2024,Bioenergy with CCUS,Lead,0.0,,,
Canada Net-zero,Canada,2024,Bioenergy with CCUS,Manganese,0.0,,,
Canada Net-zero,Canada,2024,Bioenergy with CCUS,Molybdenum,0.0,,,
Canada Net-zero,Canada,2024,Bioenergy with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2024,Bioenergy with CCUS,Niobium,0.0,,,
Canada Net-zero,Canada,2024,Bioenergy with CCUS,Vanadium,0.0,,,
Canada Net-zero,Canada,2024,Bioenergy with CCUS,Zinc,0.0,,,
Canada Net-zero,Canada,2025,Bioenergy with CCUS,Aluminum,0.0,,,
Canada Net-zero,Canada,2025,Bioenergy with CCUS,Chromium,0.0,,,
Canada Net-zero,Canada,2025,Bioenergy with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2025,Bioenergy with CCUS,Concrete,0.0,,,
Canada Net-zero,Canada,2025,Bioenergy with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2025,Bioenergy with CCUS,Iron,0.0,,,
Canada Net-zero,Canada,2025,Bioenergy with CCUS,Lead,0.0,,,
Canada Net-zero,Canada,2025,Bioenergy with CCUS,Manganese,0.0,,,
Canada Net-zero,Canada,2025,Bioenergy with CCUS,Molybdenum,0.0,,,
Canada Net-zero,Canada,2025,Bioenergy with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2025,Bioenergy with CCUS,Niobium,0.0,,,
Canada Net-zero,Canada,2025,Bioenergy with CCUS,Vanadium,0.0,,,
Canada Net-zero,Canada,2025,Bioenergy with CCUS,Zinc,0.0,,,
Canada Net-zero,Canada,2026,Bioenergy with CCUS,Aluminum,0.0,,,
Canada Net-zero,Canada,2026,Bioenergy with CCUS,Chromium,0.0,,,
Canada Net-zero,Canada,2026,Bioenergy with CCUS,Cobalt,0.0,,,
Canada Net-zero,Canada,2026,Bioenergy with CCUS,Concrete,0.0,,,
Canada Net-zero,Canada,2026,Bioenergy with CCUS,Copper,0.0,,,
Canada Net-zero,Canada,2026,Bioenergy with CCUS,Iron,0.0,,,
Canada Net-zero,Canada,2026,Bioenergy with CCUS,Lead,0.0,,,
Canada Net-zero,Canada,2026,Bioenergy with CCUS,Manganese,0.0,,,
Canada Net-zero,Canada,2026,Bioenergy with CCUS,Molybdenum,0.0,,,
Canada Net-zero,Canada,2026,Bioenergy with CCUS,Nickel,0.0,,,
Canada Net-zero,Canada,2026,Bioenergy with CCUS,Niobium,0.0,,,
Canada Net-zero,Canada,2026,Bioenergy with CCUS,Vanadium,0.0,,,
Canada Net-zero,Canada,2026,Bioenergy with CCUS,Zinc,0.0,,,
Canada Net-zero,Canada,2027,Bioenergy with CCUS,Aluminum,0.0,,,
