x,y,yearbook_table_trans,quantity,bgs_statistic_type_trans,bgs_commodity_code,units,country_trans,bgs_commodity_trans,concat_table_notes_code,concat_table_notes_text,country_iso2_code,bgs_sub_commodity_trans,country_iso3_code,erml_group,concat_figure_notes_text,year,pole_of_inaccessibility_longitude,erml_commodity,pole_of_inaccessibility_latitude,erml_sub_commodity,concat_figure_notes_code,yearbook_table_id,cgi_commodity_url
-119.677633,59.205383999999995,Production of salt,9675013,Production,935,tonnes (metric),Canada,salt,1|2,Salt is known to be produced in many countries for which statistics are not available.|This table does not include production of refined salt,CA,Rock salt,CAN,Salt,,2018-01-01 00:00:00,-119.677633,Salt,59.205384,Rock salt,,122,http://resource.geosciml.org/classifier/cgi/commodity-code/salt
-119.677633,59.205383999999995,Production of refined selenium,85,Production,939,tonnes (metric),Canada,"selenium, refined",1,"In addition to the countries listed, Australia, Iran, the Republic of Korea and Zimbabwe are believed to produce refined selenium.",CA,,CAN,Selenium,,2018-01-01 00:00:00,-119.677633,Selenium metal,59.205384,,,166,http://resource.geosciml.org/classifier/cgi/commodity-code/selenium
-119.677633,59.205383999999995,Production of slab zinc,620202,Production,945,tonnes (metric),Canada,"zinc, slab",,,CA,,CAN,Zinc,,2018-01-01 00:00:00,-119.677633,"Zinc, slab",59.205384,,,154,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc
-119.677633,59.205383999999995,Production of crude steel,13443100,Production,946,tonnes (metric),Canada,"steel, crude",1|2,"Small amounts of steel are also believed to be produced in Sri Lanka|Unless otherwise indicated, these figures include production from scrap",CA,,CAN,Iron and steel,,2018-01-01 00:00:00,-119.677633,Crude steel,59.205384,,,73,http://resource.geosciml.org/classifier/cgi/commodity-code/ferrous-metal
-119.677633,59.205383999999995,Production of tantalum and niobium minerals,14100,Production,966,tonnes (metric),Canada,tantalum and niobium minerals,1|2|3|4,"Niobium and tantalum minerals are also believed to be produced in Namibia and South Africa.|Tantalum is also recovered from tin slags and this is believed to have accounted for approximately 20% of raw material supplied.|The figures in this table include artisanal mining, where data are available|The figures in this table refer to gross tonnage of tantalum and niobium concentrates, except where noted",CA,Pyrochlore,CAN,Tantalum and niobium,Estimates.,2018-01-01 00:00:00,-119.677633,Pyrochlore,59.205384,,*,137,http://www.opengis.net/def/nil/ogc/0/missing
-119.677633,59.205383999999995,Production of refined tellurium,17,Production,970,tonnes (metric),Canada,"tellurium, refined",1,"In addition to the countries listed, Germany and Belgium are believed to produce refined tellurium",CA,,CAN,Tellurium,Estimates.,2018-01-01 00:00:00,-119.677633,Tellurium,59.205384,,*,168,http://resource.geosciml.org/classifier/cgi/commodity-code/tellurium
-119.677633,59.205383999999995,Mine production of uranium,7320,Production,977,tonnes (metal content),Canada,uranium,1,Excluding uranium production from decommissioning operations,CA,,CAN,,,2018-01-01 00:00:00,-119.677633,,59.205384,,,169,
-119.677633,59.205383999999995,Mine production of zinc,304964,Production,982,tonnes (metal content),Canada,"zinc, mine",,,CA,,CAN,Zinc,,2018-01-01 00:00:00,-119.677633,"Zinc (mine production, metal content)",59.205384,Ores and concentrates (metal content),,153,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc
-119.677633,59.205383999999995,Mine production of platinum group metals,750,Production,1021,kilograms (metal content),Canada,"platinum group metals, mine",1|2|3,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to produce osmium, however data is unavailable.",CA,Rhodium,CAN,,,2018-01-01 00:00:00,-119.677633,,59.205384,,,113,
-119.677633,59.205383999999995,Production of barytes,30000,Production,1043,tonnes (metric),Canada,barytes,1,This table may include small quantities of witherite,CA,,CAN,Barytes,Estimates.,2018-01-01 00:00:00,-119.677633,Barytes,59.205384,,*,15,http://resource.geosciml.org/classifier/cgi/commodity-code/baryte
-119.677633,59.205383999999995,Mine production of silver,404000,Production,1995,kilograms (metal content),Canada,"silver, mine",,,CA,,CAN,Silver,,2018-01-01 00:00:00,-119.677633,"Silver (mine production, metal content)",59.205384,Ores and concentrates (metal content),,128,http://resource.geosciml.org/classifier/cgi/commodity-code/silver
-119.677633,59.205383999999995,Mine production of platinum group metals,572,Production,2031,kilograms (metal content),Canada,"platinum group metals, mine",1|2|3,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to produce osmium, however data is unavailable.",CA,Ruthenium,CAN,,Estimates.,2018-01-01 00:00:00,-119.677633,,59.205384,,*,113,
-119.677633,59.205383999999995,Mine production of platinum group metals,286,Production,2055,kilograms (metal content),Canada,"platinum group metals, mine",1|2|3,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to produce osmium, however data is unavailable.",CA,Iridium,CAN,,Estimates.,2018-01-01 00:00:00,-119.677633,,59.205384,,*,113,
-119.677633,59.205383999999995,Mine production of copper,548011,Production,19941,tonnes (metal content),Canada,"copper, mine",,,CA,,CAN,Copper,,2018-01-01 00:00:00,-119.677633,"Copper (mine production, metal content)",59.205384,Ores and concentrates (metal content),,40,http://resource.geosciml.org/classifier/cgi/commodity-code/copper
-119.677633,59.205383999999995,Mine production of nickel,185962,Production,19951,tonnes (metal content),Canada,"nickel, mine",,,CA,,CAN,Nickel,,2018-01-01 00:00:00,-119.677633,"Nickel (mine production, metal content)",59.205384,Ores and concentates (metal content),,102,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel
-119.677633,59.205383999999995,Refinery production of indium,58,Production,20243,tonnes (metric),Canada,"indium, refinery",1,"In addition to the countries listed, Kazakhstan is believed to produce small quantities of indium",CA,,CAN,Indium,Estimates.,2018-01-01 00:00:00,-119.677633,"Indium, refined",59.205384,,*,738,http://resource.geosciml.org/classifier/cgi/commodity-code/indium
-119.677633,59.205383999999995,Production of lithium minerals,4092,Production,20300,tonnes (metric),Canada,lithium minerals,1,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",CA,Lithium minerals (Li content),CAN,,,2018-01-01 00:00:00,-119.677633,,59.205384,,,84,
-119.677633,59.205383999999995,Production of tantalum and niobium minerals,5300,Production,20302,tonnes (metric),Canada,tantalum and niobium minerals,1|2|3|4,"Niobium and tantalum minerals are also believed to be produced in Namibia and South Africa.|Tantalum is also recovered from tin slags and this is believed to have accounted for approximately 20% of raw material supplied.|The figures in this table include artisanal mining, where data are available|The figures in this table refer to gross tonnage of tantalum and niobium concentrates, except where noted",CA,Pyrochlore -Nb content,CAN,,Estimates.,2018-01-01 00:00:00,-119.677633,,59.205384,,*,137,
-119.677633,59.205383999999995,Production of nepheline syenite,519989,Production,906,tonnes (metric),Canada,nepheline syenite,,,CA,,CAN,Nepheline syenite,,2019-01-01 00:00:00,-119.677633,Nepheline syenite,59.205384,,,164,http://resource.geosciml.org/classifier/cgi/commodity-code/nepheline-syenite
-119.677633,59.205383999999995,Production of lithium minerals,9000,Production,896,tonnes (metric),Canada,lithium minerals,1,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",CA,Spodumene,CAN,Lithium,,2019-01-01 00:00:00,-119.677633,Lithium minerals,59.205384,Spodumene,,84,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium
-119.677633,59.205383999999995,Production of ferro-alloys,34000,Production,878,tonnes (metric),Canada,ferro-alloys,1|2,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,Silicon metal,CAN,,Estimates.,2019-01-01 00:00:00,-119.677633,,59.205384,,*,74,
-119.677633,59.205383999999995,Production of salt,955790,Production,934,tonnes (metric),Canada,salt,1|2,Salt is known to be produced in many countries for which statistics are not available.|This table does not include production of refined salt,CA,Other salt,CAN,Salt,Including salt in brine.,2019-01-01 00:00:00,-119.677633,Salt,59.205384,Other salt,e,122,http://resource.geosciml.org/classifier/cgi/commodity-code/salt
-119.677633,59.205383999999995,Mine production of platinum group metals,7755,Production,744,kilograms (metal content),Canada,"platinum group metals, mine",1|2|3,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to produce osmium, however data is unavailable.",CA,Platinum,CAN,Platinum group metals,Estimates.,2019-01-01 00:00:00,-119.677633,"Platinum group metals (mine production, metal content)",59.205384,Ores and concentates (Platinum content),*,113,http://resource.geosciml.org/classifier/cgi/commodity-code/platinum
-119.677633,59.205383999999995,Mine production of zinc,323019,Production,982,tonnes (metal content),Canada,"zinc, mine",,,CA,,CAN,Zinc,,2019-01-01 00:00:00,-119.677633,"Zinc (mine production, metal content)",59.205384,Ores and concentrates (metal content),,153,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc
-119.677633,59.205383999999995,Production of titanium minerals,2100000,Production,791,tonnes (metric),Canada,titanium minerals,1|2,"Some ilmenite is converted to synthetic rutile in Australia, India, Japan and USA|The figures in this table refer to gross tonnage of titanium concentrates",CA,Ilmenite,CAN,Titanium,"Estimates.|Canada produces some ilmenite which is sold as such and not processed into slag, but tonnages are small.|It is believed that the majority of this is processed into slag.",2019-01-01 00:00:00,-119.677633,Titanium minerals,59.205384,Ilmenite,*|a|b,144,http://resource.geosciml.org/classifier/cgi/commodity-code/ilmenite
-119.677633,59.205383999999995,Production of refined tellurium,15,Production,970,tonnes (metric),Canada,"tellurium, refined",1,"In addition to the countries listed, Germany and Belgium are believed to produce refined tellurium",CA,,CAN,Tellurium,Estimates.,2019-01-01 00:00:00,-119.677633,Tellurium,59.205384,,*,168,http://resource.geosciml.org/classifier/cgi/commodity-code/tellurium
-119.677633,59.205383999999995,Production of tantalum and niobium minerals,12600,Production,966,tonnes (metric),Canada,tantalum and niobium minerals,1|2|3|4,"Niobium and tantalum minerals are also believed to be produced in Namibia and South Africa.|Tantalum is also recovered from tin slags and this is believed to have accounted for approximately 20% of raw material supplied.|The figures in this table include artisanal mining, where data are available|The figures in this table refer to gross tonnage of tantalum and niobium concentrates, except where noted",CA,Pyrochlore,CAN,Tantalum and niobium,Estimates.,2019-01-01 00:00:00,-119.677633,Pyrochlore,59.205384,,*,137,http://www.opengis.net/def/nil/ogc/0/missing
-119.677633,59.205383999999995,Smelter/refinery production of nickel,124736,Production,907,tonnes (metric),Canada,"nickel, smelter/refinery",1|2,"Data relate to refined nickel plus the nickel content of ferro-nickel, nickel oxide, nickel salts, nickel matte and nickel pig iron. It does not include nickel content of nickel hydroxide cake.|In addition to the countries listed, the USA produces some nickel as a refinery by-product",CA,,CAN,Nickel,,2019-01-01 00:00:00,-119.677633,"Nickel, smelter/refinery",59.205384,,,103,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel
-119.677633,59.205383999999995,Production of slab zinc,653194,Production,945,tonnes (metric),Canada,"zinc, slab",,,CA,,CAN,Zinc,,2019-01-01 00:00:00,-119.677633,"Zinc, slab",59.205384,,,154,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc
-119.677633,59.205383999999995,Production of refined lead,260267,Production,929,tonnes (metric),Canada,"lead, refined",1,Figures relate to both primary and secondary refined lead and include the lead content of antimonial lead,CA,,CAN,Lead,,2019-01-01 00:00:00,-119.677633,"Lead, refined",59.205384,,,81,http://resource.geosciml.org/classifier/cgi/commodity-code/lead
-119.677633,59.205383999999995,Mine production of nickel,176021,Production,19951,tonnes (metal content),Canada,"nickel, mine",,,CA,,CAN,Nickel,,2019-01-01 00:00:00,-119.677633,"Nickel (mine production, metal content)",59.205384,Ores and concentates (metal content),,102,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel
-119.677633,59.205383999999995,Production of ferro-alloys,10000,Production,866,tonnes (metric),Canada,ferro-alloys,1|2,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,Ferro-niobium,CAN,,Estimates.,2019-01-01 00:00:00,-119.677633,,59.205384,,*,74,
-119.677633,59.205383999999995,Mine production of lead,22824,Production,891,tonnes (metal content),Canada,"lead, mine",,,CA,,CAN,Lead,,2019-01-01 00:00:00,-119.677633,"Lead (mine production, metal content)",59.205384,ore and concentrates (metal content),,80,http://resource.geosciml.org/classifier/cgi/commodity-code/lead
-119.677633,59.205383999999995,Production of refined copper,281176,Production,928,tonnes (metric),Canada,"copper, refined",1|2,"Figures relate to both primary and secondary refined copper, whether electrolytic or fire refined. Metal recovered from secondary materials by remelting alone is excluded|In addition to the countries listed, Albania and Colombia produce refined copper",CA,,CAN,Copper,,2019-01-01 00:00:00,-119.677633,"Copper, refined",59.205384,,,42,http://resource.geosciml.org/classifier/cgi/commodity-code/copper
-119.677633,59.205383999999995,Production of lithium minerals,263,Production,20300,tonnes (metric),Canada,lithium minerals,1,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",CA,Lithium minerals (Li content),CAN,,,2019-01-01 00:00:00,-119.677633,,59.205384,,,84,
-119.677633,59.205383999999995,Production of potash,12820345,Production,748,tonnes (K20 content),Canada,potash,,,CA,Chloride,CAN,Potash,,2019-01-01 00:00:00,-119.677633,Potash,59.205384,Chloride,,116,http://resource.geosciml.org/classifier/cgi/commodity-code/potash
-119.677633,59.205383999999995,Production of pig iron,7700000,Production,913,tonnes (metric),Canada,"iron, pig",1,"The data in this table include sponge iron and direct reduced iron (DRI) , where these have been separately identified",CA,,CAN,Iron and steel,,2019-01-01 00:00:00,-119.677633,Pig iron,59.205384,Pig iron,,72,http://resource.geosciml.org/classifier/cgi/commodity-code/iron
-119.677633,59.205383999999995,Production of magnesite,180000,Production,712,tonnes (metric),Canada,magnesite,1,"In addition to the countries listed, Bulgaria is believed to produce magnesite",CA,,CAN,Magnesite,Estimates.|Officially described as magnesitic dolomite and brucite.,2019-01-01 00:00:00,-119.677633,Magnesite and magnesia,59.205384,Magnesite,*|b,87,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesite
-119.677633,59.205383999999995,Production of primary aluminium,2853771,Production,922,tonnes (metric),Canada,"aluminium, primary",1,The figures in this table are for primary aluminium only. Aluminium can also be produced from secondary sources and may be recovered from salt slags,CA,,CAN,"Bauxite, alumina and aluminium",,2019-01-01 00:00:00,-119.677633,Aluminium,59.205384,Primary metal,,3,http://resource.geosciml.org/classifier/cgi/commodity-code/aluminium
-119.677633,59.205383999999995,Mine production of molybdenum,4385,Production,903,tonnes (metal content),Canada,"molybdenum, mine",1,"In addition to the countries listed, Australia, Georgia, India, Democratic P.R. of Korea, Romania and Tajikistan are believed to produce molybdenum",CA,,CAN,Molybdenum,,2019-01-01 00:00:00,-119.677633,"Molybdenum (mine production, metal content)",59.205384,Ores and concentrates (metal content),,99,http://resource.geosciml.org/classifier/cgi/commodity-code/molybdenum
-119.677633,59.205383999999995,Mine production of bismuth,6,Production,834,tonnes (metal content),Canada,"bismuth, mine",1|2|3,"In addition to the countries listed, the Republic of Korea may produce bismuth but data are confidential.|Production for some countries may include bismuth produced from imported ores but it is thought that any resulting duplication is insignificant in the countries shown|The figures in this table are in some instances derived from reported bismuth content of refined and impure metal plus recoverable in ores and concentrates exported",CA,,CAN,Bismuth,,2019-01-01 00:00:00,-119.677633,"Bismuth (mine production, metal content)",59.205384,mine production (metal content),,21,http://resource.geosciml.org/classifier/cgi/commodity-code/bismuth
-119.677633,59.205383999999995,Production of talc,255000,Production,774,tonnes (metric),Canada,talc,1,"In addition to the countries listed, pyrophyllite may be produced in Vietnam.",CA,,CAN,Talc,Including pyrophyllite.,2019-01-01 00:00:00,-119.677633,Talc,59.205384,,k,134,http://resource.geosciml.org/classifier/cgi/commodity-code/talc
-119.677633,59.205383999999995,Production of diamond,18573661,Production,853,Carats,Canada,diamond,1|2,So far as possible the amounts shown include estimates for artisanal and/or illegal production|This table does not show production of synthetic diamond,CA,,CAN,Diamond,,2019-01-01 00:00:00,-119.677633,Diamond,59.205384,,,45,http://resource.geosciml.org/classifier/cgi/commodity-code/diamond
-119.677633,59.205383999999995,Mine production of platinum group metals,323,Production,1021,kilograms (metal content),Canada,"platinum group metals, mine",1|2|3,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to produce osmium, however data is unavailable.",CA,Rhodium,CAN,,Estimates.,2019-01-01 00:00:00,-119.677633,,59.205384,,*,113,
-119.677633,59.205383999999995,Mine production of antimony,6,Production,821,tonnes (metal content),Canada,"antimony, mine",1,This table includes antimony content of antimonial lead alloys,CA,,CAN,Antimony,,2019-01-01 00:00:00,-119.677633,"Antimony (mine production, metal production)",59.205384,Ores and concentrates (metal content),,6,http://resource.geosciml.org/classifier/cgi/commodity-code/antimony
-119.677633,59.205383999999995,Production of mica,21000,Production,716,tonnes (metric),Canada,mica,1,"In addition to the countries listed, Egypt and Romania are believed to produce mica",CA,,CAN,Mica,Estimates.,2019-01-01 00:00:00,-119.677633,Mica,59.205384,Mica,*,96,http://resource.geosciml.org/classifier/cgi/commodity-code/mica
-119.677633,59.205383999999995,Mine production of uranium,6979,Production,977,tonnes (metal content),Canada,uranium,1,Excluding uranium production from decommissioning operations,CA,,CAN,,,2019-01-01 00:00:00,-119.677633,,59.205384,,,169,
-119.677633,59.205383999999995,Mine production of silver,398773,Production,1995,kilograms (metal content),Canada,"silver, mine",,,CA,,CAN,Silver,,2019-01-01 00:00:00,-119.677633,"Silver (mine production, metal content)",59.205384,Ores and concentrates (metal content),,128,http://resource.geosciml.org/classifier/cgi/commodity-code/silver
-119.677633,59.205383999999995,Production of crude petroleum,232900000,Production,634,tonnes (metric),Canada,"petroleum, crude",1,The figures shown in this table include natural gas liquids,CA,,CAN,,,2019-01-01 00:00:00,-119.677633,,59.205384,,,106,
-119.677633,59.205383999999995,Production of refined selenium,57,Production,939,tonnes (metric),Canada,"selenium, refined",1,"In addition to the countries listed, Australia, Iran, the Republic of Korea and Zimbabwe are believed to produce refined selenium.",CA,,CAN,Selenium,,2019-01-01 00:00:00,-119.677633,Selenium metal,59.205384,,,166,http://resource.geosciml.org/classifier/cgi/commodity-code/selenium
-119.677633,59.205383999999995,Smelter production of copper,290000,Production,850,tonnes (metric),Canada,"copper, smelter",1,"This table shows primary metal in the form of blister and anode produced from concentrates, and may include copper produced from scrap but this is excluded when it can be separately identified",CA,,CAN,Copper,,2019-01-01 00:00:00,-119.677633,"Copper, smelter",59.205384,,,41,http://resource.geosciml.org/classifier/cgi/commodity-code/copper
-119.677633,59.205383999999995,Mine production of cobalt,5039,Production,848,tonnes (metal content),Canada,"cobalt, mine",1|2|3|4,"Consequently, the figures in this table may relate either to cobalt recovered or to cobalt contained in ore raised.|In addition to the countries listed, cobalt is contained within copper ores in Poland but this is not currently recovered.|In many countries it is not clear whether cobalt that is known to be present in the extracted ore is subsequently recovered, nor whether the reported figure is contained or recovered cobalt.|There is frequently a considerable disparity between the cobalt content of ore raised and cobalt actually recovered.",CA,,CAN,Cobalt,,2019-01-01 00:00:00,-119.677633,"Cobalt (mine production, metal content)",59.205384,Ores and concentrates (metal content),,36,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt
-119.677633,59.205383999999995,Production of barytes,30000,Production,1043,tonnes (metric),Canada,barytes,1,This table may include small quantities of witherite,CA,,CAN,Barytes,Estimates.,2019-01-01 00:00:00,-119.677633,Barytes,59.205384,,*,15,http://resource.geosciml.org/classifier/cgi/commodity-code/baryte
-119.677633,59.205383999999995,Production of crude steel,12897000,Production,946,tonnes (metric),Canada,"steel, crude",1|2,"Small amounts of steel are also believed to be produced in Sri Lanka|Unless otherwise indicated, these figures include production from scrap",CA,,CAN,Iron and steel,,2019-01-01 00:00:00,-119.677633,Crude steel,59.205384,,,73,http://resource.geosciml.org/classifier/cgi/commodity-code/ferrous-metal
-119.677633,59.205383999999995,Mine production of platinum group metals,24234,Production,743,kilograms (metal content),Canada,"platinum group metals, mine",1|2|3,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to produce osmium, however data is unavailable.",CA,Palladium,CAN,Platinum group metals,,2019-01-01 00:00:00,-119.677633,"Platinum group metals (mine production, metal content)",59.205384,Ores and concentrates (Palladium content),,113,http://resource.geosciml.org/classifier/cgi/commodity-code/palladium
-119.677633,59.205383999999995,Production of refined cobalt,6075,Production,617,tonnes (metric),Canada,"cobalt, refined",1,"Refined cobalt can be in the form of metal, oxides, carbonates, sulphates and many other compounds. Efforts are made to avoid double-counting but it is not always possible to be certain",CA,,CAN,Cobalt,Including oxides.,2019-01-01 00:00:00,-119.677633,Cobalt (refined),59.205384,Refined,a,37,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt
-119.677633,59.205383999999995,Production of cadmium,1803,Production,602,tonnes (metric),Canada,cadmium,1,Data in this table excludes secondary metal unless otherwise stated,CA,,CAN,Cadmium,Including cadmium sponge and/or secondary metal.,2019-01-01 00:00:00,-119.677633,Cadmium,59.205384,Metal,a,27,http://resource.geosciml.org/classifier/cgi/commodity-code/cadmium
-119.677633,59.205383999999995,Production of graphite,4332,Production,652,tonnes (metric),Canada,graphite,1,This table includes all forms of amorphous and crystalline graphite but excludes synthetic material,CA,,CAN,Graphite,,2019-01-01 00:00:00,-119.677633,Graphite,59.205384,,,60,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite
-119.677633,59.205383999999995,Production of iron ore,56488226,Production,662,tonnes (metric),Canada,iron ore,,,CA,,CAN,Iron and steel,Including by-product iron ore.,2019-01-01 00:00:00,-119.677633,Iron ore,59.205384,,g,69,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore
-119.677633,59.205383999999995,Mine production of copper,557242,Production,19941,tonnes (metal content),Canada,"copper, mine",,,CA,,CAN,Copper,,2019-01-01 00:00:00,-119.677633,"Copper (mine production, metal content)",59.205384,Ores and concentrates (metal content),,40,http://resource.geosciml.org/classifier/cgi/commodity-code/copper
-119.677633,59.205383999999995,Mine production of platinum group metals,0,Production,2031,kilograms (metal content),Canada,"platinum group metals, mine",1|2|3,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to produce osmium, however data is unavailable.",CA,Ruthenium,CAN,,,2019-01-01 00:00:00,-119.677633,,59.205384,,,113,
-119.677633,59.205383999999995,Production of alumina,1522000,Production,820,tonnes (Al2O3 content),Canada,alumina,1|2,"The figures in this table represent alumina produced from bauxite. Alumina-rich materials can also be derived from salt slags formed during the production of secondary aluminium|Where possible figures in this table show the alumina equivalent (Al2O3) of total hydrate produced, whether or not calcined",CA,,CAN,"Bauxite, alumina and aluminium",,2019-01-01 00:00:00,-119.677633,Alumina,59.205384,Alumina,,2,http://resource.geosciml.org/classifier/cgi/commodity-code/alumina
-119.677633,59.205383999999995,Production of ferro-alloys,37000,Production,872,tonnes (metric),Canada,ferro-alloys,1|2,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,Ferro-silicon,CAN,,Estimates.,2019-01-01 00:00:00,-119.677633,,59.205384,,*,74,
-119.677633,59.205383999999995,Production of natural gas,161367,Production,905,million cubic metres,Canada,natural gas,1,So far as possible the figures in this table exclude flared or reinjected gas,CA,,CAN,,,2019-01-01 00:00:00,-119.677633,,59.205384,,,107,
-119.677633,59.205383999999995,Mine production of platinum group metals,0,Production,2055,kilograms (metal content),Canada,"platinum group metals, mine",1|2|3,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to produce osmium, however data is unavailable.",CA,Iridium,CAN,,,2019-01-01 00:00:00,-119.677633,,59.205384,,,113,
-119.677633,59.205383999999995,Production of ferro-alloys,1300,Production,876,tonnes (metric),Canada,ferro-alloys,1|2,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,Ferro-vanadium,CAN,,Estimates.,2019-01-01 00:00:00,-119.677633,,59.205384,,*,74,
-119.677633,59.205383999999995,Mine production of gold,190899,Production,883,kilograms,Canada,"gold, mine",1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",CA,,CAN,Gold,,2019-01-01 00:00:00,-119.677633,"Gold (mine production, metal production)",59.205384,Ores and concentrates (metal content),,57,http://resource.geosciml.org/classifier/cgi/commodity-code/gold
-119.677633,59.205383999999995,Production of Gypsum,2444963,Production,653,tonnes (metric),Canada,gypsum and plaster,1|2,"In addition to the countries listed, Indonesia, Japan and Vietnam may also produce gypsum.|Some countries produce large quantities of synthetic gypsum. Where possible, this output is excluded from the table",CA,,CAN,Gypsum,,2019-01-01 00:00:00,-119.677633,Gypsum,59.205384,,,63,http://resource.geosciml.org/classifier/cgi/commodity-code/gypsum
-119.677633,59.205383999999995,Production of salt,10986492,Production,935,tonnes (metric),Canada,salt,1|2,Salt is known to be produced in many countries for which statistics are not available.|This table does not include production of refined salt,CA,Rock salt,CAN,Salt,,2019-01-01 00:00:00,-119.677633,Salt,59.205384,Rock salt,,122,http://resource.geosciml.org/classifier/cgi/commodity-code/salt
-119.677633,59.205383999999995,Production of tantalum and niobium minerals,4800,Production,20302,tonnes (metric),Canada,tantalum and niobium minerals,1|2|3|4,"Niobium and tantalum minerals are also believed to be produced in Namibia and South Africa.|Tantalum is also recovered from tin slags and this is believed to have accounted for approximately 20% of raw material supplied.|The figures in this table include artisanal mining, where data are available|The figures in this table refer to gross tonnage of tantalum and niobium concentrates, except where noted",CA,Pyrochlore -Nb content,CAN,,Estimates.,2019-01-01 00:00:00,-119.677633,,59.205384,,*,137,
-119.677633,59.205383999999995,Production of coal,51801000,Production,613,tonnes (metric),Canada,coal,1|2|3,"Data for coking coal is not always distinguished from other types of bituminous coal. The term ""bituminous"" in this table may include coking coal where the latter is not separately shown.|There is no international agreement as to the separate definition of lignite and brown coal. In some cases they are distinguished. Elsewhere both may be aggregated under one or other term|Where no sub-commodity is shown the figures relate to all ranks of coal.",CA,Coal,CAN,,,2019-01-01 00:00:00,-119.677633,,59.205384,,,33,
-119.677633,59.205383999999995,Refinery production of indium,65,Production,20243,tonnes (metric),Canada,"indium, refinery",1,"In addition to the countries listed, Kazakhstan is believed to produce small quantities of indium",CA,,CAN,Indium,,2019-01-01 00:00:00,-119.677633,"Indium, refined",59.205384,,,738,http://resource.geosciml.org/classifier/cgi/commodity-code/indium
-119.677633,59.205383999999995,Production of ferro-alloys,9000,Production,866,tonnes (metric),Canada,ferro-alloys,,,CA,Ferro-niobium,CAN,,Estimates.,2020-01-01 00:00:00,-119.677633,,59.205384,,*,74,
