"","Scenario","Region","Variable","Type","Year","Value"
"12949","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2034,457200.2884405
"12950","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2034,45566.65217019
"12951","Current Measures","Canada","Natural Gas","Primary Fuel",2034,131374.558009305
"12952","Global Net-zero","Canada","Natural Gas","Primary Fuel",2034,54848.91323772
"12953","Canada Net-zero","Canada","Oil","Primary Fuel",2034,975.783808575
"12954","Current Measures","Canada","Oil","Primary Fuel",2034,703.681421022
"12955","Global Net-zero","Canada","Oil","Primary Fuel",2034,967.829008901
"12956","Canada Net-zero","Canada","Solar","Primary Fuel",2034,39303.421897657
"12957","Current Measures","Canada","Solar","Primary Fuel",2034,22753.647017595
"12958","Global Net-zero","Canada","Solar","Primary Fuel",2034,36774.900761973
"12959","Canada Net-zero","Canada","Uranium","Primary Fuel",2034,155958.101881
"12960","Current Measures","Canada","Uranium","Primary Fuel",2034,89866.503881
"12961","Global Net-zero","Canada","Uranium","Primary Fuel",2034,125787.1505274
"12962","Canada Net-zero","Canada","Wind","Primary Fuel",2034,187934.00954288
"12963","Current Measures","Canada","Wind","Primary Fuel",2034,105070.72981058
"12964","Global Net-zero","Canada","Wind","Primary Fuel",2034,167085.75390148
"12965","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2035,18445.92045257
"12966","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2035,17493.73659346
"12967","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2035,19716.07424608
"12968","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2035,0
"12969","Current Measures","Canada","Coal & Coke","Primary Fuel",2035,654.81
"12970","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2035,0
"12971","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2035,467766.3769443
"12972","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2035,438849.6095652
"12973","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2035,465887.5039829
"12974","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2035,32850.614117412
"12975","Current Measures","Canada","Natural Gas","Primary Fuel",2035,130654.190621902
"12976","Global Net-zero","Canada","Natural Gas","Primary Fuel",2035,41866.650275877
"12977","Canada Net-zero","Canada","Oil","Primary Fuel",2035,670.146548016
"12978","Current Measures","Canada","Oil","Primary Fuel",2035,443.579138214
"12979","Global Net-zero","Canada","Oil","Primary Fuel",2035,726.09097299
"12980","Canada Net-zero","Canada","Solar","Primary Fuel",2035,44913.704162699
"12981","Current Measures","Canada","Solar","Primary Fuel",2035,25134.240346652
"12982","Global Net-zero","Canada","Solar","Primary Fuel",2035,42161.803722035
"12983","Canada Net-zero","Canada","Uranium","Primary Fuel",2035,164477.8873071
"12984","Current Measures","Canada","Uranium","Primary Fuel",2035,90353.32342
"12985","Global Net-zero","Canada","Uranium","Primary Fuel",2035,131692.2917756
"12986","Canada Net-zero","Canada","Wind","Primary Fuel",2035,207475.59379904
"12987","Current Measures","Canada","Wind","Primary Fuel",2035,111248.84380833
"12988","Global Net-zero","Canada","Wind","Primary Fuel",2035,184305.25480225
"12989","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2036,20732.142565133
"12990","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2036,18147.01245229
"12991","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2036,21787.003740874
"12992","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2036,0
"12993","Current Measures","Canada","Coal & Coke","Primary Fuel",2036,654.81
"12994","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2036,0
"12995","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2036,468960.7714038
"12996","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2036,439194.7343214
"12997","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2036,467417.3942121
"12998","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2036,32945.106403827
"12999","Current Measures","Canada","Natural Gas","Primary Fuel",2036,129745.349088255
"13000","Global Net-zero","Canada","Natural Gas","Primary Fuel",2036,40455.777029331
"13001","Canada Net-zero","Canada","Oil","Primary Fuel",2036,633.65343946
"13002","Current Measures","Canada","Oil","Primary Fuel",2036,430.026273059
"13003","Global Net-zero","Canada","Oil","Primary Fuel",2036,670.94394045
"13004","Canada Net-zero","Canada","Solar","Primary Fuel",2036,45821.370972221
"13005","Current Measures","Canada","Solar","Primary Fuel",2036,26101.210090828
"13006","Global Net-zero","Canada","Solar","Primary Fuel",2036,42769.278177997
"13007","Canada Net-zero","Canada","Uranium","Primary Fuel",2036,177817.2894468
"13008","Current Measures","Canada","Uranium","Primary Fuel",2036,90023.02676
"13009","Global Net-zero","Canada","Uranium","Primary Fuel",2036,147402.0436569
"13010","Canada Net-zero","Canada","Wind","Primary Fuel",2036,221415.96560621
"13011","Current Measures","Canada","Wind","Primary Fuel",2036,121552.45949
"13012","Global Net-zero","Canada","Wind","Primary Fuel",2036,191832.79090909
"13013","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2037,23049.048007221
"13014","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2037,19074.010871315
"13015","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2037,23896.39938938
"13016","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2037,0
"13017","Current Measures","Canada","Coal & Coke","Primary Fuel",2037,654.81
"13018","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2037,0
"13019","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2037,469873.7838341
"13020","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2037,439270.4199089
"13021","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2037,468835.9929611
"13022","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2037,33047.418857066
"13023","Current Measures","Canada","Natural Gas","Primary Fuel",2037,128818.239166308
"13024","Global Net-zero","Canada","Natural Gas","Primary Fuel",2037,39718.955919488
"13025","Canada Net-zero","Canada","Oil","Primary Fuel",2037,651.10078257
"13026","Current Measures","Canada","Oil","Primary Fuel",2037,430.487537956
"13027","Global Net-zero","Canada","Oil","Primary Fuel",2037,679.398846
"13028","Canada Net-zero","Canada","Solar","Primary Fuel",2037,46782.37157865
"13029","Current Measures","Canada","Solar","Primary Fuel",2037,27067.636378239
"13030","Global Net-zero","Canada","Solar","Primary Fuel",2037,43247.796869546
"13031","Canada Net-zero","Canada","Uranium","Primary Fuel",2037,190928.72705
"13032","Current Measures","Canada","Uranium","Primary Fuel",2037,89704.927428
"13033","Global Net-zero","Canada","Uranium","Primary Fuel",2037,163198.2918504
"13034","Canada Net-zero","Canada","Wind","Primary Fuel",2037,235057.62587297
"13035","Current Measures","Canada","Wind","Primary Fuel",2037,131753.17144086
"13036","Global Net-zero","Canada","Wind","Primary Fuel",2037,199211.78421847
"13037","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2038,25370.036445974
"13038","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2038,19951.127674735
"13039","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2038,26017.43877279
"13040","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2038,0
"13041","Current Measures","Canada","Coal & Coke","Primary Fuel",2038,654.81
"13042","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2038,0
"13043","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2038,470695.8733837
"13044","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2038,439402.5696254
"13045","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2038,470024.2242162
"13046","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2038,33282.05540965
"13047","Current Measures","Canada","Natural Gas","Primary Fuel",2038,128103.938985355
"13048","Global Net-zero","Canada","Natural Gas","Primary Fuel",2038,39341.527312146
"13049","Canada Net-zero","Canada","Oil","Primary Fuel",2038,667.408425904
"13050","Current Measures","Canada","Oil","Primary Fuel",2038,431.468817799
"13051","Global Net-zero","Canada","Oil","Primary Fuel",2038,673.081341072
"13052","Canada Net-zero","Canada","Solar","Primary Fuel",2038,47598.198946002
"13053","Current Measures","Canada","Solar","Primary Fuel",2038,28033.148680967
"13054","Global Net-zero","Canada","Solar","Primary Fuel",2038,43793.047768848
"13055","Canada Net-zero","Canada","Uranium","Primary Fuel",2038,204311.519232
"13056","Current Measures","Canada","Uranium","Primary Fuel",2038,89451.756104
"13057","Global Net-zero","Canada","Uranium","Primary Fuel",2038,179349.947124
"13058","Canada Net-zero","Canada","Wind","Primary Fuel",2038,249177.65095091
"13059","Current Measures","Canada","Wind","Primary Fuel",2038,142446.37552892
"13060","Global Net-zero","Canada","Wind","Primary Fuel",2038,206950.17134994
"13061","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2039,27826.13907221
"13062","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2039,21948.6854096
"13063","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2039,28250.476281179
"13064","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2039,0
"13065","Current Measures","Canada","Coal & Coke","Primary Fuel",2039,654.81
"13066","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2039,0
"13067","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2039,471632.7421489
"13068","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2039,439626.5935248
"13069","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2039,471310.5673911
"13070","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2039,34039.79195531
"13071","Current Measures","Canada","Natural Gas","Primary Fuel",2039,126532.047745567
"13072","Global Net-zero","Canada","Natural Gas","Primary Fuel",2039,39850.281354096
"13073","Canada Net-zero","Canada","Oil","Primary Fuel",2039,683.94596948
"13074","Current Measures","Canada","Oil","Primary Fuel",2039,432.77656697
"13075","Global Net-zero","Canada","Oil","Primary Fuel",2039,681.843089746
"13076","Canada Net-zero","Canada","Solar","Primary Fuel",2039,48618.775858431
"13077","Current Measures","Canada","Solar","Primary Fuel",2039,28995.56625348
"13078","Global Net-zero","Canada","Solar","Primary Fuel",2039,44301.810102567
"13079","Canada Net-zero","Canada","Uranium","Primary Fuel",2039,217850.070981
"13080","Current Measures","Canada","Uranium","Primary Fuel",2039,89354.711595
"13081","Global Net-zero","Canada","Uranium","Primary Fuel",2039,196063.578114
"13082","Canada Net-zero","Canada","Wind","Primary Fuel",2039,262724.07035873
"13083","Current Measures","Canada","Wind","Primary Fuel",2039,153061.88144906
"13084","Global Net-zero","Canada","Wind","Primary Fuel",2039,214379.92547929
"13085","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2040,30130.069805802
"13086","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2040,24222.502379031
"13087","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2040,30431.871261918
"13088","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2040,0
"13089","Current Measures","Canada","Coal & Coke","Primary Fuel",2040,654.81
"13090","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2040,0
"13091","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2040,472377.718216
"13092","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2040,439910.8294928
"13093","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2040,472122.5062153
"13094","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2040,34818.80285112
"13095","Current Measures","Canada","Natural Gas","Primary Fuel",2040,124457.52567419
"13096","Global Net-zero","Canada","Natural Gas","Primary Fuel",2040,40610.147626004
"13097","Canada Net-zero","Canada","Oil","Primary Fuel",2040,694.812847
"13098","Current Measures","Canada","Oil","Primary Fuel",2040,433.333496802
"13099","Global Net-zero","Canada","Oil","Primary Fuel",2040,681.756703832
"13100","Canada Net-zero","Canada","Solar","Primary Fuel",2040,49502.380634772
"13101","Current Measures","Canada","Solar","Primary Fuel",2040,30019.375938039
"13102","Global Net-zero","Canada","Solar","Primary Fuel",2040,44977.330080773
"13103","Canada Net-zero","Canada","Uranium","Primary Fuel",2040,231395.841091
"13104","Current Measures","Canada","Uranium","Primary Fuel",2040,89014.674074
"13105","Global Net-zero","Canada","Uranium","Primary Fuel",2040,213669.0450902
"13106","Canada Net-zero","Canada","Wind","Primary Fuel",2040,276388.52257715
"13107","Current Measures","Canada","Wind","Primary Fuel",2040,163310.62723538
"13108","Global Net-zero","Canada","Wind","Primary Fuel",2040,221741.21489586
"13109","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2041,34048.743165209
"13110","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2041,26174.000372922
"13111","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2041,33444.32942723
"13112","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2041,0
"13113","Current Measures","Canada","Coal & Coke","Primary Fuel",2041,654.81
"13114","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2041,0
"13115","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2041,473262.6412368
"13116","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2041,440061.8987299
"13117","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2041,472503.0097882
"13118","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2041,38696.57464171
"13119","Current Measures","Canada","Natural Gas","Primary Fuel",2041,118365.04613441
"13120","Global Net-zero","Canada","Natural Gas","Primary Fuel",2041,43952.11827512
"13121","Canada Net-zero","Canada","Oil","Primary Fuel",2041,708.77814782
"13122","Current Measures","Canada","Oil","Primary Fuel",2041,435.60247172
"13123","Global Net-zero","Canada","Oil","Primary Fuel",2041,675.253265636
"13124","Canada Net-zero","Canada","Solar","Primary Fuel",2041,52222.662475325
"13125","Current Measures","Canada","Solar","Primary Fuel",2041,32617.247019556
"13126","Global Net-zero","Canada","Solar","Primary Fuel",2041,47716.472237866
"13127","Canada Net-zero","Canada","Uranium","Primary Fuel",2041,235878.699023
"13128","Current Measures","Canada","Uranium","Primary Fuel",2041,88879.71005
"13129","Global Net-zero","Canada","Uranium","Primary Fuel",2041,218043.729705
"13130","Canada Net-zero","Canada","Wind","Primary Fuel",2041,296445.94606901
"13131","Current Measures","Canada","Wind","Primary Fuel",2041,174283.17980412
"13132","Global Net-zero","Canada","Wind","Primary Fuel",2041,239527.40396452
"13133","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2042,37967.783748566
"13134","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2042,28908.758524601
"13135","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2042,36403.283120441
"13136","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2042,0
"13137","Current Measures","Canada","Coal & Coke","Primary Fuel",2042,654.81
"13138","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2042,0
"13139","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2042,474300.5457973
"13140","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2042,441228.2412366
"13141","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2042,473445.4985882
"13142","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2042,42290.92308906
"13143","Current Measures","Canada","Natural Gas","Primary Fuel",2042,114709.35016297
"13144","Global Net-zero","Canada","Natural Gas","Primary Fuel",2042,48449.88462945
"13145","Canada Net-zero","Canada","Oil","Primary Fuel",2042,778.4478866
"13146","Current Measures","Canada","Oil","Primary Fuel",2042,517.669582597
"13147","Global Net-zero","Canada","Oil","Primary Fuel",2042,851.942548688
"13148","Canada Net-zero","Canada","Solar","Primary Fuel",2042,54929.450239488
