"Scenario","Region","Variable","Year","Value"
"Global Net-zero","Canada","Total",2005,12994.0354
"Global Net-zero","Canada","Total",2006,12988.6531
"Global Net-zero","Canada","Total",2007,13381.7698
"Global Net-zero","Canada","Total",2008,12998.4669
"Global Net-zero","Canada","Total",2009,12365.7046
"Global Net-zero","Canada","Total",2010,12774.6
"Global Net-zero","Canada","Total",2011,13205.1713
"Global Net-zero","Canada","Total",2012,13269.3538
"Global Net-zero","Canada","Total",2013,13537.0371
"Global Net-zero","Canada","Total",2014,13532.4898
"Global Net-zero","Canada","Total",2015,13716.1175
"Global Net-zero","Canada","Total",2016,13520.1904
"Global Net-zero","Canada","Total",2017,13761.0511
"Global Net-zero","Canada","Total",2018,14161.9592
"Global Net-zero","Canada","Total",2019,14043.0144
"Global Net-zero","Canada","Total",2020,12711.7482886157
"Global Net-zero","Canada","Total",2021,12901.023107864
"Global Net-zero","Canada","Total",2022,13419.575470518
"Global Net-zero","Canada","Total",2023,13464.1826646652
"Global Net-zero","Canada","Total",2024,13451.1227702648
"Global Net-zero","Canada","Total",2025,13217.3600118768
"Global Net-zero","Canada","Total",2026,13255.5093497202
"Global Net-zero","Canada","Total",2027,13269.7242846088
"Global Net-zero","Canada","Total",2028,13247.5081906489
"Global Net-zero","Canada","Total",2029,13234.5693051535
"Global Net-zero","Canada","Total",2030,13199.99193991
"Global Net-zero","Canada","Total",2031,13100.8053702254
"Global Net-zero","Canada","Total",2032,13057.9413115133
"Global Net-zero","Canada","Total",2033,12955.8314276052
"Global Net-zero","Canada","Total",2034,12849.9955872295
"Global Net-zero","Canada","Total",2035,12661.7980993093
"Global Net-zero","Canada","Total",2036,12564.4899279294
"Global Net-zero","Canada","Total",2037,12494.9792822445
"Global Net-zero","Canada","Total",2038,12448.5789599551
"Global Net-zero","Canada","Total",2039,12431.5690579913
"Global Net-zero","Canada","Total",2040,12445.5318855376
"Global Net-zero","Canada","Total",2041,12402.9420585842
"Global Net-zero","Canada","Total",2042,12348.1317133476
"Global Net-zero","Canada","Total",2043,12315.8350438535
"Global Net-zero","Canada","Total",2044,12316.3927055893
"Global Net-zero","Canada","Total",2045,12255.8839465708
"Global Net-zero","Canada","Total",2046,12235.6924774733
"Global Net-zero","Canada","Total",2047,12282.2556350545
"Global Net-zero","Canada","Total",2048,12350.5634858424
"Global Net-zero","Canada","Total",2049,12431.6478630847
"Global Net-zero","Canada","Total",2050,12519.2064830517
"Global Net-zero","Canada","Natural Gas",2005,3666.3138
"Global Net-zero","Canada","Natural Gas",2006,3670.3507
"Global Net-zero","Canada","Natural Gas",2007,3894.0904
"Global Net-zero","Canada","Natural Gas",2008,3914.5259
"Global Net-zero","Canada","Natural Gas",2009,3804.5918
"Global Net-zero","Canada","Natural Gas",2010,3945.5841
"Global Net-zero","Canada","Natural Gas",2011,4239.9723
"Global Net-zero","Canada","Natural Gas",2012,4328.1174
"Global Net-zero","Canada","Natural Gas",2013,4498.7447
"Global Net-zero","Canada","Natural Gas",2014,4569.9282
"Global Net-zero","Canada","Natural Gas",2015,4759.9022
"Global Net-zero","Canada","Natural Gas",2016,4607.2025
"Global Net-zero","Canada","Natural Gas",2017,4741.0188
"Global Net-zero","Canada","Natural Gas",2018,5084.5692
"Global Net-zero","Canada","Natural Gas",2019,4992.9081
"Global Net-zero","Canada","Natural Gas",2020,4779.85306135739
"Global Net-zero","Canada","Natural Gas",2021,4992.08946536373
"Global Net-zero","Canada","Natural Gas",2022,5144.02833108892
"Global Net-zero","Canada","Natural Gas",2023,5291.2331948
"Global Net-zero","Canada","Natural Gas",2024,5305.31476650135
"Global Net-zero","Canada","Natural Gas",2025,5160.76398920629
"Global Net-zero","Canada","Natural Gas",2026,5166.18188161375
"Global Net-zero","Canada","Natural Gas",2027,5164.08375138034
"Global Net-zero","Canada","Natural Gas",2028,5118.64815955051
"Global Net-zero","Canada","Natural Gas",2029,5087.97952850727
"Global Net-zero","Canada","Natural Gas",2030,5029.14560309676
"Global Net-zero","Canada","Natural Gas",2031,4774.97791490083
"Global Net-zero","Canada","Natural Gas",2032,4536.62182720943
"Global Net-zero","Canada","Natural Gas",2033,4290.26525771798
"Global Net-zero","Canada","Natural Gas",2034,4026.85440225389
"Global Net-zero","Canada","Natural Gas",2035,3798.25350824433
"Global Net-zero","Canada","Natural Gas",2036,3621.44444796009
"Global Net-zero","Canada","Natural Gas",2037,3468.29105204379
"Global Net-zero","Canada","Natural Gas",2038,3321.53746766107
"Global Net-zero","Canada","Natural Gas",2039,3192.75518167985
"Global Net-zero","Canada","Natural Gas",2040,3093.79643895983
"Global Net-zero","Canada","Natural Gas",2041,3005.12788335269
"Global Net-zero","Canada","Natural Gas",2042,2933.54628971532
"Global Net-zero","Canada","Natural Gas",2043,2858.5106405695
"Global Net-zero","Canada","Natural Gas",2044,2784.77674843058
"Global Net-zero","Canada","Natural Gas",2045,2695.85858688928
"Global Net-zero","Canada","Natural Gas",2046,2641.8785763071
"Global Net-zero","Canada","Natural Gas",2047,2635.36385312856
"Global Net-zero","Canada","Natural Gas",2048,2641.90045402367
"Global Net-zero","Canada","Natural Gas",2049,2651.8263629802
"Global Net-zero","Canada","Natural Gas",2050,2647.95581760145
"Global Net-zero","Canada","Refined Petroleum Products",2005,4805.2567
"Global Net-zero","Canada","Refined Petroleum Products",2006,4856.5871
"Global Net-zero","Canada","Refined Petroleum Products",2007,4979.2883
"Global Net-zero","Canada","Refined Petroleum Products",2008,4798.5431
"Global Net-zero","Canada","Refined Petroleum Products",2009,4599.993
"Global Net-zero","Canada","Refined Petroleum Products",2010,4746.1432
"Global Net-zero","Canada","Refined Petroleum Products",2011,4722.461
"Global Net-zero","Canada","Refined Petroleum Products",2012,4842.5766
"Global Net-zero","Canada","Refined Petroleum Products",2013,4748.5264
"Global Net-zero","Canada","Refined Petroleum Products",2014,4654.4201
"Global Net-zero","Canada","Refined Petroleum Products",2015,4678.1141
"Global Net-zero","Canada","Refined Petroleum Products",2016,4746.2584
"Global Net-zero","Canada","Refined Petroleum Products",2017,4767.7209
"Global Net-zero","Canada","Refined Petroleum Products",2018,4887.4496
"Global Net-zero","Canada","Refined Petroleum Products",2019,4920.1864
"Global Net-zero","Canada","Refined Petroleum Products",2020,4107.41158924551
"Global Net-zero","Canada","Refined Petroleum Products",2021,4128.16430083901
"Global Net-zero","Canada","Refined Petroleum Products",2022,4352.258460377
"Global Net-zero","Canada","Refined Petroleum Products",2023,4430.708249549
"Global Net-zero","Canada","Refined Petroleum Products",2024,4383.532045955
"Global Net-zero","Canada","Refined Petroleum Products",2025,4354.989830659
"Global Net-zero","Canada","Refined Petroleum Products",2026,4344.322593643
"Global Net-zero","Canada","Refined Petroleum Products",2027,4288.705915186
"Global Net-zero","Canada","Refined Petroleum Products",2028,4220.92426729
"Global Net-zero","Canada","Refined Petroleum Products",2029,4138.631704903
"Global Net-zero","Canada","Refined Petroleum Products",2030,4039.725189842
"Global Net-zero","Canada","Refined Petroleum Products",2031,3925.581924
"Global Net-zero","Canada","Refined Petroleum Products",2032,3807.225965561
"Global Net-zero","Canada","Refined Petroleum Products",2033,3673.235045735
"Global Net-zero","Canada","Refined Petroleum Products",2034,3530.097800539
"Global Net-zero","Canada","Refined Petroleum Products",2035,3375.17693641
"Global Net-zero","Canada","Refined Petroleum Products",2036,3210.788062257
"Global Net-zero","Canada","Refined Petroleum Products",2037,3050.308697705
"Global Net-zero","Canada","Refined Petroleum Products",2038,2903.898625898
"Global Net-zero","Canada","Refined Petroleum Products",2039,2763.954025653
"Global Net-zero","Canada","Refined Petroleum Products",2040,2626.528894145
"Global Net-zero","Canada","Refined Petroleum Products",2041,2490.111232526
"Global Net-zero","Canada","Refined Petroleum Products",2042,2361.085415406
"Global Net-zero","Canada","Refined Petroleum Products",2043,2238.484750548
"Global Net-zero","Canada","Refined Petroleum Products",2044,2120.536533751
"Global Net-zero","Canada","Refined Petroleum Products",2045,2008.811565602
"Global Net-zero","Canada","Refined Petroleum Products",2046,1904.056752925
"Global Net-zero","Canada","Refined Petroleum Products",2047,1811.359706932
"Global Net-zero","Canada","Refined Petroleum Products",2048,1725.820104751
"Global Net-zero","Canada","Refined Petroleum Products",2049,1649.040180302
"Global Net-zero","Canada","Refined Petroleum Products",2050,1574.258121916
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2005,1275.7371
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2006,1290.9728
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2007,1284.896
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2008,1150.9022
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2009,969.1966
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2010,936.2018
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2011,905.4562
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2012,761.639
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2013,760.8743
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2014,725.2893
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2015,732.0537
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2016,803.4962
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2017,844.828
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2018,750.0322
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2019,714.7017
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2020,516.724254450323
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2021,480.914129865391
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2022,528.924598269452
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2023,339.263052176
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2024,261.467849222999
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2025,209.579290507
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2026,191.835322428
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2027,168.192228306
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2028,140.584774816
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2029,95.561224596
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2030,48.508056281
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2031,47.101041176
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2032,45.052641176
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2033,42.783241176
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2034,40.422941176
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2035,30.0378
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2036,27.8427
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2037,26.0128
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2038,24.3529
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2039,22.9175
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2040,21.8399
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2041,20.2625
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2042,18.8622
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2043,17.5552
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2044,16.3994
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2045,15.2583
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2046,14.2378
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2047,13.3647
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2048,12.6641
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2049,12.1078
"Global Net-zero","Canada","Coal, Coke and Coke Oven Gas",2050,11.6494
"Global Net-zero","Canada","Hydro",2005,1295
"Global Net-zero","Canada","Hydro",2006,1261.69
"Global Net-zero","Canada","Hydro",2007,1314.49
"Global Net-zero","Canada","Hydro",2008,1354.8
"Global Net-zero","Canada","Hydro",2009,1313.44
"Global Net-zero","Canada","Hydro",2010,1254.43
"Global Net-zero","Canada","Hydro",2011,1340.9
"Global Net-zero","Canada","Hydro",2012,1354.64
"Global Net-zero","Canada","Hydro",2013,1394.51
"Global Net-zero","Canada","Hydro",2014,1363
"Global Net-zero","Canada","Hydro",2015,1362.02
"Global Net-zero","Canada","Hydro",2016,1373.58
"Global Net-zero","Canada","Hydro",2017,1406.16
"Global Net-zero","Canada","Hydro",2018,1375.2
"Global Net-zero","Canada","Hydro",2019,1353.01
"Global Net-zero","Canada","Hydro",2020,1376.8311501521
"Global Net-zero","Canada","Hydro",2021,1369.19671340169
"Global Net-zero","Canada","Hydro",2022,1351.6987757184
"Global Net-zero","Canada","Hydro",2023,1349.796238
"Global Net-zero","Canada","Hydro",2024,1364.550618
"Global Net-zero","Canada","Hydro",2025,1446.248941
"Global Net-zero","Canada","Hydro",2026,1482.670343
"Global Net-zero","Canada","Hydro",2027,1511.922452
"Global Net-zero","Canada","Hydro",2028,1536.881382
"Global Net-zero","Canada","Hydro",2029,1571.525374
"Global Net-zero","Canada","Hydro",2030,1594.774588
"Global Net-zero","Canada","Hydro",2031,1606.81166
"Global Net-zero","Canada","Hydro",2032,1621.242748
"Global Net-zero","Canada","Hydro",2033,1634.597443
"Global Net-zero","Canada","Hydro",2034,1646.018698
"Global Net-zero","Canada","Hydro",2035,1677.172083
"Global Net-zero","Canada","Hydro",2036,1682.679165
"Global Net-zero","Canada","Hydro",2037,1687.786758
"Global Net-zero","Canada","Hydro",2038,1692.065572
"Global Net-zero","Canada","Hydro",2039,1696.697674
"Global Net-zero","Canada","Hydro",2040,1699.622649
"Global Net-zero","Canada","Hydro",2041,1700.99589
"Global Net-zero","Canada","Hydro",2042,1704.392275
"Global Net-zero","Canada","Hydro",2043,1703.744903
"Global Net-zero","Canada","Hydro",2044,1699.817364
"Global Net-zero","Canada","Hydro",2045,1696.304895
"Global Net-zero","Canada","Hydro",2046,1698.991906
"Global Net-zero","Canada","Hydro",2047,1701.925445
"Global Net-zero","Canada","Hydro",2048,1704.335092
"Global Net-zero","Canada","Hydro",2049,1706.868496
"Global Net-zero","Canada","Hydro",2050,1713.77683
"Global Net-zero","Canada","Nuclear",2005,1032.84
"Global Net-zero","Canada","Nuclear",2006,1032.69
"Global Net-zero","Canada","Nuclear",2007,1029.53
"Global Net-zero","Canada","Nuclear",2008,953.48
"Global Net-zero","Canada","Nuclear",2009,940.95
"Global Net-zero","Canada","Nuclear",2010,955.09
"Global Net-zero","Canada","Nuclear",2011,1048.26
"Global Net-zero","Canada","Nuclear",2012,1020.43
"Global Net-zero","Canada","Nuclear",2013,1117.6
"Global Net-zero","Canada","Nuclear",2014,1189.94
"Global Net-zero","Canada","Nuclear",2015,1063.56
"Global Net-zero","Canada","Nuclear",2016,1059.59
"Global Net-zero","Canada","Nuclear",2017,1058.24
"Global Net-zero","Canada","Nuclear",2018,1052.3
"Global Net-zero","Canada","Nuclear",2019,1057.18
"Global Net-zero","Canada","Nuclear",2020,962.35303186866
"Global Net-zero","Canada","Nuclear",2021,914.463349129915
"Global Net-zero","Canada","Nuclear",2022,892.514133050404
"Global Net-zero","Canada","Nuclear",2023,859.2522909
"Global Net-zero","Canada","Nuclear",2024,895.3216902
"Global Net-zero","Canada","Nuclear",2025,820.5319531
"Global Net-zero","Canada","Nuclear",2026,797.2283795
"Global Net-zero","Canada","Nuclear",2027,808.4477614
"Global Net-zero","Canada","Nuclear",2028,842.095202
"Global Net-zero","Canada","Nuclear",2029,867.825567
"Global Net-zero","Canada","Nuclear",2030,933.89717016
"Global Net-zero","Canada","Nuclear",2031,1006.4296753
"Global Net-zero","Canada","Nuclear",2032,1094.55182
"Global Net-zero","Canada","Nuclear",2033,1174.92228699999
"Global Net-zero","Canada","Nuclear",2034,1308.0120445
"Global Net-zero","Canada","Nuclear",2035,1362.990139
"Global Net-zero","Canada","Nuclear",2036,1511.0627114
"Global Net-zero","Canada","Nuclear",2037,1659.289722
"Global Net-zero","Canada","Nuclear",2038,1810.62817589999
"Global Net-zero","Canada","Nuclear",2039,1967.4041241
"Global Net-zero","Canada","Nuclear",2040,2132.85141
"Global Net-zero","Canada","Nuclear",2041,2172.397672
"Global Net-zero","Canada","Nuclear",2042,2174.5321067
"Global Net-zero","Canada","Nuclear",2043,2204.2361756
"Global Net-zero","Canada","Nuclear",2044,2268.428869
"Global Net-zero","Canada","Nuclear",2045,2285.6024362
"Global Net-zero","Canada","Nuclear",2046,2309.0315003
"Global Net-zero","Canada","Nuclear",2047,2334.5478782
"Global Net-zero","Canada","Nuclear",2048,2362.5963232
"Global Net-zero","Canada","Nuclear",2049,2389.351909
"Global Net-zero","Canada","Nuclear",2050,2419.6187532
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2005,918.8878
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2006,876.3625
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2007,879.4751
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2008,826.2157
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2009,737.5332
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2010,937.1509
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2011,948.1218
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2012,961.9508
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2013,1016.7817
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2014,1029.9122
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2015,1120.4675
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2016,930.0633
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2017,943.0834
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2018,1012.4082
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2019,1005.0282
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2020,968.575201541678
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2021,1016.19514926425
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2022,1150.15117201385
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2023,1193.92963924016
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2024,1240.93580038543
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2025,1225.24600740456
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2026,1273.27082953548
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2027,1328.37217633641
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2028,1388.37440499234
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2029,1473.04590614726
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2030,1553.94133253019
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2031,1739.90315484855
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2032,1953.24630956691
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2033,2140.02815297626
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2034,2298.58970076062
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2035,2418.16763265498
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2036,2510.67284131233
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2037,2603.29025249569
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2038,2696.09621849605
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2039,2787.84055255841
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2040,2870.89259343276
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2041,3014.04688070551
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2042,3155.71342652625
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2043,3293.303374136
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2044,3426.43379040774
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2045,3554.04816287948
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2046,3667.49594194122
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2047,3785.69405179397
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2048,3903.24741186771
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2049,4022.45311480245
"Global Net-zero","Canada","Other Renewables and Landfill Gas",2050,4151.9475603342
"Canada Net-zero","Canada","Total",2005,12994.0354
"Canada Net-zero","Canada","Total",2006,12988.6531
"Canada Net-zero","Canada","Total",2007,13381.7698
"Canada Net-zero","Canada","Total",2008,12998.4669
"Canada Net-zero","Canada","Total",2009,12365.7046
"Canada Net-zero","Canada","Total",2010,12774.6
"Canada Net-zero","Canada","Total",2011,13205.1713
"Canada Net-zero","Canada","Total",2012,13269.3538
"Canada Net-zero","Canada","Total",2013,13537.0371
"Canada Net-zero","Canada","Total",2014,13532.4898
"Canada Net-zero","Canada","Total",2015,13716.1175
"Canada Net-zero","Canada","Total",2016,13520.1904
"Canada Net-zero","Canada","Total",2017,13761.0511
"Canada Net-zero","Canada","Total",2018,14161.9592
"Canada Net-zero","Canada","Total",2019,14043.0144
"Canada Net-zero","Canada","Total",2020,12711.7482886157
"Canada Net-zero","Canada","Total",2021,12879.619507864
"Canada Net-zero","Canada","Total",2022,13389.873270518
"Canada Net-zero","Canada","Total",2023,13444.4491660241
"Canada Net-zero","Canada","Total",2024,13443.4858267702
"Canada Net-zero","Canada","Total",2025,13228.9031265648
"Canada Net-zero","Canada","Total",2026,13276.2435190264
"Canada Net-zero","Canada","Total",2027,13320.5801047223
"Canada Net-zero","Canada","Total",2028,13341.8413027452
"Canada Net-zero","Canada","Total",2029,13383.5172338403
"Canada Net-zero","Canada","Total",2030,13408.9810618422
"Canada Net-zero","Canada","Total",2031,13359.477553071
"Canada Net-zero","Canada","Total",2032,13375.0170975254
"Canada Net-zero","Canada","Total",2033,13346.4487492092
"Canada Net-zero","Canada","Total",2034,13351.4883337016
"Canada Net-zero","Canada","Total",2035,13276.4264546221
"Canada Net-zero","Canada","Total",2036,13268.2836870946
"Canada Net-zero","Canada","Total",2037,13247.0777688116
"Canada Net-zero","Canada","Total",2038,13250.1283499257
"Canada Net-zero","Canada","Total",2039,13266.3886023332
"Canada Net-zero","Canada","Total",2040,13276.9971183358
"Canada Net-zero","Canada","Total",2041,13276.985985347
"Canada Net-zero","Canada","Total",2042,13229.6069233307
"Canada Net-zero","Canada","Total",2043,13230.7169612718
"Canada Net-zero","Canada","Total",2044,13261.3934558457
"Canada Net-zero","Canada","Total",2045,13268.3863313205
"Canada Net-zero","Canada","Total",2046,13319.6664968028
"Canada Net-zero","Canada","Total",2047,13373.2200053613
"Canada Net-zero","Canada","Total",2048,13431.9698294473
"Canada Net-zero","Canada","Total",2049,13500.9816759025
"Canada Net-zero","Canada","Total",2050,13594.3035875995
"Canada Net-zero","Canada","Natural Gas",2005,3666.3138
"Canada Net-zero","Canada","Natural Gas",2006,3670.3507
"Canada Net-zero","Canada","Natural Gas",2007,3894.0904
"Canada Net-zero","Canada","Natural Gas",2008,3914.5259
"Canada Net-zero","Canada","Natural Gas",2009,3804.5918
"Canada Net-zero","Canada","Natural Gas",2010,3945.5841
"Canada Net-zero","Canada","Natural Gas",2011,4239.9723
"Canada Net-zero","Canada","Natural Gas",2012,4328.1174
"Canada Net-zero","Canada","Natural Gas",2013,4498.7447
"Canada Net-zero","Canada","Natural Gas",2014,4569.9282
"Canada Net-zero","Canada","Natural Gas",2015,4759.9022
"Canada Net-zero","Canada","Natural Gas",2016,4607.2025
"Canada Net-zero","Canada","Natural Gas",2017,4741.0188
"Canada Net-zero","Canada","Natural Gas",2018,5084.5692
"Canada Net-zero","Canada","Natural Gas",2019,4992.9081
"Canada Net-zero","Canada","Natural Gas",2020,4779.85306135739
"Canada Net-zero","Canada","Natural Gas",2021,4973.82366536373
"Canada Net-zero","Canada","Natural Gas",2022,5118.03143108892
"Canada Net-zero","Canada","Natural Gas",2023,5269.8946092
"Canada Net-zero","Canada","Natural Gas",2024,5290.70271950077
"Canada Net-zero","Canada","Natural Gas",2025,5128.26425846725
"Canada Net-zero","Canada","Natural Gas",2026,5135.80392082794
"Canada Net-zero","Canada","Natural Gas",2027,5155.41756897484
"Canada Net-zero","Canada","Natural Gas",2028,5150.67152074785
"Canada Net-zero","Canada","Natural Gas",2029,5149.91971108101
"Canada Net-zero","Canada","Natural Gas",2030,5140.38726086302
"Canada Net-zero","Canada","Natural Gas",2031,4881.18226101946
"Canada Net-zero","Canada","Natural Gas",2032,4648.67159664247
"Canada Net-zero","Canada","Natural Gas",2033,4440.85030972492
"Canada Net-zero","Canada","Natural Gas",2034,4237.62751320302
"Canada Net-zero","Canada","Natural Gas",2035,4090.92679102413
"Canada Net-zero","Canada","Natural Gas",2036,3993.50239883832
"Canada Net-zero","Canada","Natural Gas",2037,3884.3793517169
"Canada Net-zero","Canada","Natural Gas",2038,3788.05289228267
"Canada Net-zero","Canada","Natural Gas",2039,3698.40794142478
"Canada Net-zero","Canada","Natural Gas",2040,3603.74953351107
"Canada Net-zero","Canada","Natural Gas",2041,3527.29169796249
"Canada Net-zero","Canada","Natural Gas",2042,3450.40564942246
"Canada Net-zero","Canada","Natural Gas",2043,3395.37587505384
"Canada Net-zero","Canada","Natural Gas",2044,3339.106589676
"Canada Net-zero","Canada","Natural Gas",2045,3296.01072851704
"Canada Net-zero","Canada","Natural Gas",2046,3278.49998996254
"Canada Net-zero","Canada","Natural Gas",2047,3268.33052891635
"Canada Net-zero","Canada","Natural Gas",2048,3265.43473831855
"Canada Net-zero","Canada","Natural Gas",2049,3270.44334758601
"Canada Net-zero","Canada","Natural Gas",2050,3286.39595254127
"Canada Net-zero","Canada","Refined Petroleum Products",2005,4805.2567
"Canada Net-zero","Canada","Refined Petroleum Products",2006,4856.5871
"Canada Net-zero","Canada","Refined Petroleum Products",2007,4979.2883
"Canada Net-zero","Canada","Refined Petroleum Products",2008,4798.5431
"Canada Net-zero","Canada","Refined Petroleum Products",2009,4599.993
"Canada Net-zero","Canada","Refined Petroleum Products",2010,4746.1432
"Canada Net-zero","Canada","Refined Petroleum Products",2011,4722.461
"Canada Net-zero","Canada","Refined Petroleum Products",2012,4842.5766
"Canada Net-zero","Canada","Refined Petroleum Products",2013,4748.5264
"Canada Net-zero","Canada","Refined Petroleum Products",2014,4654.4201
"Canada Net-zero","Canada","Refined Petroleum Products",2015,4678.1141
"Canada Net-zero","Canada","Refined Petroleum Products",2016,4746.2584
"Canada Net-zero","Canada","Refined Petroleum Products",2017,4767.7209
"Canada Net-zero","Canada","Refined Petroleum Products",2018,4887.4496
"Canada Net-zero","Canada","Refined Petroleum Products",2019,4920.1864
"Canada Net-zero","Canada","Refined Petroleum Products",2020,4107.41158924551
"Canada Net-zero","Canada","Refined Petroleum Products",2021,4125.08210083901
"Canada Net-zero","Canada","Refined Petroleum Products",2022,4348.581960377
"Canada Net-zero","Canada","Refined Petroleum Products",2023,4426.28533239
"Canada Net-zero","Canada","Refined Petroleum Products",2024,4379.857938698
"Canada Net-zero","Canada","Refined Petroleum Products",2025,4348.232769827
"Canada Net-zero","Canada","Refined Petroleum Products",2026,4339.594298992
"Canada Net-zero","Canada","Refined Petroleum Products",2027,4281.985075571
"Canada Net-zero","Canada","Refined Petroleum Products",2028,4207.110660537
"Canada Net-zero","Canada","Refined Petroleum Products",2029,4115.567516337
"Canada Net-zero","Canada","Refined Petroleum Products",2030,4010.151462886
"Canada Net-zero","Canada","Refined Petroleum Products",2031,3886.73613864
"Canada Net-zero","Canada","Refined Petroleum Products",2032,3761.641232778
"Canada Net-zero","Canada","Refined Petroleum Products",2033,3631.212758298
"Canada Net-zero","Canada","Refined Petroleum Products",2034,3500.256919168
