"Scenario","Region","Variable","Year","Value"
"Global Net-zero","Prince Edward Island","Total",2043,38.8160551875179
"Global Net-zero","Prince Edward Island","Total",2044,38.726177174234
"Global Net-zero","Prince Edward Island","Total",2045,39.8450686905795
"Global Net-zero","Prince Edward Island","Total",2046,40.2509443849896
"Global Net-zero","Prince Edward Island","Total",2047,40.4446538635891
"Global Net-zero","Prince Edward Island","Total",2048,40.6238626979113
"Global Net-zero","Prince Edward Island","Total",2049,40.8477329015006
"Global Net-zero","Prince Edward Island","Total",2050,43.366874724333
"Global Net-zero","Prince Edward Island","Natural Gas",2005,0.758
"Global Net-zero","Prince Edward Island","Natural Gas",2006,0.758
"Global Net-zero","Prince Edward Island","Natural Gas",2007,0.758
"Global Net-zero","Prince Edward Island","Natural Gas",2008,0.758
"Global Net-zero","Prince Edward Island","Natural Gas",2009,0.758
"Global Net-zero","Prince Edward Island","Natural Gas",2010,0.758
"Global Net-zero","Prince Edward Island","Natural Gas",2011,0.758
"Global Net-zero","Prince Edward Island","Natural Gas",2012,1.177
"Global Net-zero","Prince Edward Island","Natural Gas",2013,1.324
"Global Net-zero","Prince Edward Island","Natural Gas",2014,1.192
"Global Net-zero","Prince Edward Island","Natural Gas",2015,1.1099
"Global Net-zero","Prince Edward Island","Natural Gas",2016,1.137
"Global Net-zero","Prince Edward Island","Natural Gas",2017,1.229
"Global Net-zero","Prince Edward Island","Natural Gas",2018,0.772
"Global Net-zero","Prince Edward Island","Natural Gas",2019,1.145
"Global Net-zero","Prince Edward Island","Natural Gas",2020,2.149
"Global Net-zero","Prince Edward Island","Natural Gas",2021,1.2409
"Global Net-zero","Prince Edward Island","Natural Gas",2022,1.2948
"Global Net-zero","Prince Edward Island","Natural Gas",2023,1.2616
"Global Net-zero","Prince Edward Island","Natural Gas",2024,1.2598
"Global Net-zero","Prince Edward Island","Natural Gas",2025,1.2561
"Global Net-zero","Prince Edward Island","Natural Gas",2026,1.2655
"Global Net-zero","Prince Edward Island","Natural Gas",2027,1.2672
"Global Net-zero","Prince Edward Island","Natural Gas",2028,1.273
"Global Net-zero","Prince Edward Island","Natural Gas",2029,1.2798
"Global Net-zero","Prince Edward Island","Natural Gas",2030,1.2833
"Global Net-zero","Prince Edward Island","Natural Gas",2031,1.2828
"Global Net-zero","Prince Edward Island","Natural Gas",2032,1.2797
"Global Net-zero","Prince Edward Island","Natural Gas",2033,1.2733
"Global Net-zero","Prince Edward Island","Natural Gas",2034,1.2633
"Global Net-zero","Prince Edward Island","Natural Gas",2035,1.2513
"Global Net-zero","Prince Edward Island","Natural Gas",2036,1.2369
"Global Net-zero","Prince Edward Island","Natural Gas",2037,1.2235
"Global Net-zero","Prince Edward Island","Natural Gas",2038,1.2117
"Global Net-zero","Prince Edward Island","Natural Gas",2039,1.2003
"Global Net-zero","Prince Edward Island","Natural Gas",2040,1.1837
"Global Net-zero","Prince Edward Island","Natural Gas",2041,1.1662
"Global Net-zero","Prince Edward Island","Natural Gas",2042,1.1448
"Global Net-zero","Prince Edward Island","Natural Gas",2043,1.1228
"Global Net-zero","Prince Edward Island","Natural Gas",2044,1.0997
"Global Net-zero","Prince Edward Island","Natural Gas",2045,1.0748
"Global Net-zero","Prince Edward Island","Natural Gas",2046,1.0493
"Global Net-zero","Prince Edward Island","Natural Gas",2047,1.0234
"Global Net-zero","Prince Edward Island","Natural Gas",2048,0.9974
"Global Net-zero","Prince Edward Island","Natural Gas",2049,0.9722
"Global Net-zero","Prince Edward Island","Natural Gas",2050,0.9476
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2005,20.7146
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2006,19.8935
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2007,20.9584
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2008,19.7051
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2009,19.7931
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2010,20.7486
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2011,23.5901
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2012,20.6806
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2013,16.8993
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2014,16.1655
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2015,16.3176
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2016,17.1688
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2017,17.1006
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2018,16.9879
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2019,17.499
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2020,15.1816722711508
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2021,15.2750722711508
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2022,15.9676149190144
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2023,16.4427404043781
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2024,16.0565625438994
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2025,15.3775159346963
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2026,15.3109834501508
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2027,14.9412811267872
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2028,14.6719985265315
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2029,14.4544328101879
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2030,14.2260675739546
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2031,14.0898455863636
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2032,13.7680308889545
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2033,13.5942436990909
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2034,13.3794611222727
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2035,12.0683103968636
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2036,11.2605861894545
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2037,10.6246952838636
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2038,9.79649218663636
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2039,9.15967661677273
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2040,8.49016302427273
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2041,7.7133
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2042,7.151
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2043,6.6163
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2044,6.0968
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2045,5.6093
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2046,5.1428
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2047,4.693
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2048,4.27565484034682
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2049,3.95289816828208
"Global Net-zero","Prince Edward Island","Refined Petroleum Products",2050,3.52878419436532
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2005,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2006,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2007,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2008,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2009,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2010,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2011,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2012,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2013,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2014,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2015,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2016,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2017,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2018,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2019,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2020,0.0014
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2021,0
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2022,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2023,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2024,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2025,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2026,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2027,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2028,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2029,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2030,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2031,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2032,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2033,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2034,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2035,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2036,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2037,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2038,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2039,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2040,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2041,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2042,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2043,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2044,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2045,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2046,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2047,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2048,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2049,1e-04
"Global Net-zero","Prince Edward Island","Coal, Coke and Coke Oven Gas",2050,1e-04
"Global Net-zero","Prince Edward Island","Hydro",2005,0
"Global Net-zero","Prince Edward Island","Hydro",2006,0
"Global Net-zero","Prince Edward Island","Hydro",2007,0
"Global Net-zero","Prince Edward Island","Hydro",2008,0
"Global Net-zero","Prince Edward Island","Hydro",2009,0
"Global Net-zero","Prince Edward Island","Hydro",2010,0
"Global Net-zero","Prince Edward Island","Hydro",2011,0
"Global Net-zero","Prince Edward Island","Hydro",2012,0
"Global Net-zero","Prince Edward Island","Hydro",2013,0
"Global Net-zero","Prince Edward Island","Hydro",2014,0
"Global Net-zero","Prince Edward Island","Hydro",2015,0
"Global Net-zero","Prince Edward Island","Hydro",2016,0
"Global Net-zero","Prince Edward Island","Hydro",2017,0
"Global Net-zero","Prince Edward Island","Hydro",2018,0
"Global Net-zero","Prince Edward Island","Hydro",2019,0
"Global Net-zero","Prince Edward Island","Hydro",2020,0
"Global Net-zero","Prince Edward Island","Hydro",2021,0
"Global Net-zero","Prince Edward Island","Hydro",2022,0
"Global Net-zero","Prince Edward Island","Hydro",2023,0
"Global Net-zero","Prince Edward Island","Hydro",2024,0
"Global Net-zero","Prince Edward Island","Hydro",2025,0
"Global Net-zero","Prince Edward Island","Hydro",2026,0
"Global Net-zero","Prince Edward Island","Hydro",2027,0
"Global Net-zero","Prince Edward Island","Hydro",2028,0
"Global Net-zero","Prince Edward Island","Hydro",2029,0
"Global Net-zero","Prince Edward Island","Hydro",2030,0
"Global Net-zero","Prince Edward Island","Hydro",2031,0
"Global Net-zero","Prince Edward Island","Hydro",2032,0
"Global Net-zero","Prince Edward Island","Hydro",2033,0
"Global Net-zero","Prince Edward Island","Hydro",2034,0
"Global Net-zero","Prince Edward Island","Hydro",2035,0
"Global Net-zero","Prince Edward Island","Hydro",2036,0
"Global Net-zero","Prince Edward Island","Hydro",2037,0
"Global Net-zero","Prince Edward Island","Hydro",2038,0
"Global Net-zero","Prince Edward Island","Hydro",2039,0
"Global Net-zero","Prince Edward Island","Hydro",2040,0
"Global Net-zero","Prince Edward Island","Hydro",2041,0
"Global Net-zero","Prince Edward Island","Hydro",2042,0
"Global Net-zero","Prince Edward Island","Hydro",2043,0
"Global Net-zero","Prince Edward Island","Hydro",2044,0
"Global Net-zero","Prince Edward Island","Hydro",2045,0
"Global Net-zero","Prince Edward Island","Hydro",2046,0
"Global Net-zero","Prince Edward Island","Hydro",2047,0
"Global Net-zero","Prince Edward Island","Hydro",2048,0
"Global Net-zero","Prince Edward Island","Hydro",2049,0
"Global Net-zero","Prince Edward Island","Hydro",2050,0
"Global Net-zero","Prince Edward Island","Nuclear",2005,0
"Global Net-zero","Prince Edward Island","Nuclear",2006,0
"Global Net-zero","Prince Edward Island","Nuclear",2007,0
"Global Net-zero","Prince Edward Island","Nuclear",2008,0
"Global Net-zero","Prince Edward Island","Nuclear",2009,0
"Global Net-zero","Prince Edward Island","Nuclear",2010,0
"Global Net-zero","Prince Edward Island","Nuclear",2011,0
"Global Net-zero","Prince Edward Island","Nuclear",2012,0
"Global Net-zero","Prince Edward Island","Nuclear",2013,0
"Global Net-zero","Prince Edward Island","Nuclear",2014,0
"Global Net-zero","Prince Edward Island","Nuclear",2015,0
"Global Net-zero","Prince Edward Island","Nuclear",2016,0
"Global Net-zero","Prince Edward Island","Nuclear",2017,0
"Global Net-zero","Prince Edward Island","Nuclear",2018,0
"Global Net-zero","Prince Edward Island","Nuclear",2019,0
"Global Net-zero","Prince Edward Island","Nuclear",2020,0
"Global Net-zero","Prince Edward Island","Nuclear",2021,0
"Global Net-zero","Prince Edward Island","Nuclear",2022,0
"Global Net-zero","Prince Edward Island","Nuclear",2023,0
"Global Net-zero","Prince Edward Island","Nuclear",2024,0
"Global Net-zero","Prince Edward Island","Nuclear",2025,0
"Global Net-zero","Prince Edward Island","Nuclear",2026,0
"Global Net-zero","Prince Edward Island","Nuclear",2027,0
"Global Net-zero","Prince Edward Island","Nuclear",2028,0
"Global Net-zero","Prince Edward Island","Nuclear",2029,0
"Global Net-zero","Prince Edward Island","Nuclear",2030,0
"Global Net-zero","Prince Edward Island","Nuclear",2031,0
"Global Net-zero","Prince Edward Island","Nuclear",2032,0
"Global Net-zero","Prince Edward Island","Nuclear",2033,0
"Global Net-zero","Prince Edward Island","Nuclear",2034,0
"Global Net-zero","Prince Edward Island","Nuclear",2035,5.55119938665925
"Global Net-zero","Prince Edward Island","Nuclear",2036,7.53996470455909
"Global Net-zero","Prince Edward Island","Nuclear",2037,9.6056917339503
"Global Net-zero","Prince Edward Island","Nuclear",2038,11.6801550479663
"Global Net-zero","Prince Edward Island","Nuclear",2039,14.0284877554227
"Global Net-zero","Prince Edward Island","Nuclear",2040,16.0116771214834
"Global Net-zero","Prince Edward Island","Nuclear",2041,17.1722177124348
"Global Net-zero","Prince Edward Island","Nuclear",2042,20.553146626889
"Global Net-zero","Prince Edward Island","Nuclear",2043,22.0723215202839
"Global Net-zero","Prince Edward Island","Nuclear",2044,22.5346743974563
"Global Net-zero","Prince Edward Island","Nuclear",2045,24.1782850956058
"Global Net-zero","Prince Edward Island","Nuclear",2046,25.0087915448664
"Global Net-zero","Prince Edward Island","Nuclear",2047,25.5999502533873
"Global Net-zero","Prince Edward Island","Nuclear",2048,26.1581637810979
"Global Net-zero","Prince Edward Island","Nuclear",2049,26.6596503367671
"Global Net-zero","Prince Edward Island","Nuclear",2050,29.1691326743744
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2005,1.3762
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2006,1.3724
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2007,1.482
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2008,2.1927
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2009,3.0026
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2010,3.409
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2011,3.7062
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2012,3.7803
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2013,3.8986
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2014,4.2907
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2015,4.3429
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2016,4.2134
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2017,4.355
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2018,4.5033
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2019,4.5813
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2020,4.71604719173379
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2021,4.56847572594123
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2022,6.3375751846538
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2023,6.52376560380728
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2024,6.6178442534231
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2025,8.03282210257938
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2026,7.91640646295984
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2027,7.9941052253031
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2028,8.00127260503705
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2029,8.03398279252914
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2030,8.15963081458756
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2031,8.27074599889652
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2032,8.41342592289273
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2033,8.51067342273223
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2034,8.59732363116761
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2035,8.62107158732674
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2036,8.61771625987858
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2037,8.62306945104542
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2038,8.61526095219168
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2039,8.6183579449855
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2040,8.98236863346572
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2041,8.98460026924309
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2042,9.01169088443801
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2043,9.00453366723398
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2044,8.99490277677774
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2045,8.98258359497371
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2046,9.04995284012317
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2047,9.12820361020181
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2048,9.19254407646662
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2049,9.26288439645142
"Global Net-zero","Prince Edward Island","Other Renewables and Landfill Gas",2050,9.72125785559333
"Canada Net-zero","Prince Edward Island","Total",2005,22.8502
"Canada Net-zero","Prince Edward Island","Total",2006,22.0253
"Canada Net-zero","Prince Edward Island","Total",2007,23.1998
"Canada Net-zero","Prince Edward Island","Total",2008,22.6572
"Canada Net-zero","Prince Edward Island","Total",2009,23.5551
"Canada Net-zero","Prince Edward Island","Total",2010,24.917
"Canada Net-zero","Prince Edward Island","Total",2011,28.0557
"Canada Net-zero","Prince Edward Island","Total",2012,25.6393
"Canada Net-zero","Prince Edward Island","Total",2013,22.1233
"Canada Net-zero","Prince Edward Island","Total",2014,21.6496
"Canada Net-zero","Prince Edward Island","Total",2015,21.7718
"Canada Net-zero","Prince Edward Island","Total",2016,22.5206
"Canada Net-zero","Prince Edward Island","Total",2017,22.686
"Canada Net-zero","Prince Edward Island","Total",2018,22.2646
"Canada Net-zero","Prince Edward Island","Total",2019,23.2267
"Canada Net-zero","Prince Edward Island","Total",2020,22.0481194628846
"Canada Net-zero","Prince Edward Island","Total",2021,21.084447997092
"Canada Net-zero","Prince Edward Island","Total",2022,23.6000901036682
"Canada Net-zero","Prince Edward Island","Total",2023,24.1926445476455
"Canada Net-zero","Prince Edward Island","Total",2024,23.893051725376
"Canada Net-zero","Prince Edward Island","Total",2025,24.6345278139482
"Canada Net-zero","Prince Edward Island","Total",2026,24.6061146104027
"Canada Net-zero","Prince Edward Island","Total",2027,24.4778920880135
"Canada Net-zero","Prince Edward Island","Total",2028,24.3472217124886
"Canada Net-zero","Prince Edward Island","Total",2029,24.2082328980562
"Canada Net-zero","Prince Edward Island","Total",2030,24.0253773631801
"Canada Net-zero","Prince Edward Island","Total",2031,23.8256099847374
"Canada Net-zero","Prince Edward Island","Total",2032,23.6211281967649
"Canada Net-zero","Prince Edward Island","Total",2033,23.4261957440018
"Canada Net-zero","Prince Edward Island","Total",2034,23.4095831456196
"Canada Net-zero","Prince Edward Island","Total",2035,28.0179322433646
"Canada Net-zero","Prince Edward Island","Total",2036,29.4766953234128
"Canada Net-zero","Prince Edward Island","Total",2037,30.8882009888355
"Canada Net-zero","Prince Edward Island","Total",2038,32.3535456024662
"Canada Net-zero","Prince Edward Island","Total",2039,34.1000467042093
"Canada Net-zero","Prince Edward Island","Total",2040,35.490034514603
"Canada Net-zero","Prince Edward Island","Total",2041,36.3363267612716
"Canada Net-zero","Prince Edward Island","Total",2042,38.7743574478904
"Canada Net-zero","Prince Edward Island","Total",2043,39.9146053731841
"Canada Net-zero","Prince Edward Island","Total",2044,40.4465044071034
"Canada Net-zero","Prince Edward Island","Total",2045,41.4690272539535
"Canada Net-zero","Prince Edward Island","Total",2046,42.0723667318083
"Canada Net-zero","Prince Edward Island","Total",2047,42.4013027664215
"Canada Net-zero","Prince Edward Island","Total",2048,42.837885304414
"Canada Net-zero","Prince Edward Island","Total",2049,43.1585220063696
"Canada Net-zero","Prince Edward Island","Total",2050,45.0970854493686
"Canada Net-zero","Prince Edward Island","Natural Gas",2005,0.758
"Canada Net-zero","Prince Edward Island","Natural Gas",2006,0.758
"Canada Net-zero","Prince Edward Island","Natural Gas",2007,0.758
"Canada Net-zero","Prince Edward Island","Natural Gas",2008,0.758
"Canada Net-zero","Prince Edward Island","Natural Gas",2009,0.758
"Canada Net-zero","Prince Edward Island","Natural Gas",2010,0.758
"Canada Net-zero","Prince Edward Island","Natural Gas",2011,0.758
"Canada Net-zero","Prince Edward Island","Natural Gas",2012,1.177
"Canada Net-zero","Prince Edward Island","Natural Gas",2013,1.324
"Canada Net-zero","Prince Edward Island","Natural Gas",2014,1.192
"Canada Net-zero","Prince Edward Island","Natural Gas",2015,1.1099
"Canada Net-zero","Prince Edward Island","Natural Gas",2016,1.137
"Canada Net-zero","Prince Edward Island","Natural Gas",2017,1.229
"Canada Net-zero","Prince Edward Island","Natural Gas",2018,0.772
"Canada Net-zero","Prince Edward Island","Natural Gas",2019,1.145
"Canada Net-zero","Prince Edward Island","Natural Gas",2020,2.149
"Canada Net-zero","Prince Edward Island","Natural Gas",2021,1.2409
"Canada Net-zero","Prince Edward Island","Natural Gas",2022,1.2948
"Canada Net-zero","Prince Edward Island","Natural Gas",2023,1.2612
"Canada Net-zero","Prince Edward Island","Natural Gas",2024,1.2604
"Canada Net-zero","Prince Edward Island","Natural Gas",2025,1.2575
"Canada Net-zero","Prince Edward Island","Natural Gas",2026,1.2676
"Canada Net-zero","Prince Edward Island","Natural Gas",2027,1.2697
"Canada Net-zero","Prince Edward Island","Natural Gas",2028,1.2754
"Canada Net-zero","Prince Edward Island","Natural Gas",2029,1.2821
"Canada Net-zero","Prince Edward Island","Natural Gas",2030,1.2853
"Canada Net-zero","Prince Edward Island","Natural Gas",2031,1.2836
"Canada Net-zero","Prince Edward Island","Natural Gas",2032,1.2788
"Canada Net-zero","Prince Edward Island","Natural Gas",2033,1.2711
"Canada Net-zero","Prince Edward Island","Natural Gas",2034,1.2612
"Canada Net-zero","Prince Edward Island","Natural Gas",2035,1.25
"Canada Net-zero","Prince Edward Island","Natural Gas",2036,1.2367
"Canada Net-zero","Prince Edward Island","Natural Gas",2037,1.2229
"Canada Net-zero","Prince Edward Island","Natural Gas",2038,1.2089
"Canada Net-zero","Prince Edward Island","Natural Gas",2039,1.197
"Canada Net-zero","Prince Edward Island","Natural Gas",2040,1.1821
"Canada Net-zero","Prince Edward Island","Natural Gas",2041,1.1714
"Canada Net-zero","Prince Edward Island","Natural Gas",2042,1.1517
"Canada Net-zero","Prince Edward Island","Natural Gas",2043,1.13
"Canada Net-zero","Prince Edward Island","Natural Gas",2044,1.1067
"Canada Net-zero","Prince Edward Island","Natural Gas",2045,1.0818
"Canada Net-zero","Prince Edward Island","Natural Gas",2046,1.0568
"Canada Net-zero","Prince Edward Island","Natural Gas",2047,1.0302
"Canada Net-zero","Prince Edward Island","Natural Gas",2048,1.0029
"Canada Net-zero","Prince Edward Island","Natural Gas",2049,0.9758
"Canada Net-zero","Prince Edward Island","Natural Gas",2050,0.9492
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2005,20.7146
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2006,19.8935
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2007,20.9584
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2008,19.7051
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2009,19.7931
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2010,20.7486
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2011,23.5901
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2012,20.6806
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2013,16.8993
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2014,16.1655
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2015,16.3176
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2016,17.1688
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2017,17.1006
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2018,16.9879
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2019,17.499
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2020,15.1816722711508
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2021,15.2750722711508
"Canada Net-zero","Prince Edward Island","Refined Petroleum Products",2022,15.9676149190144
