"Scenario","Region","Variable","Year","Value"
"Canada Net-zero","Ontario","Uranium SMR",2028,0
"Canada Net-zero","Ontario","Uranium SMR",2029,0
"Canada Net-zero","Ontario","Uranium SMR",2030,300
"Canada Net-zero","Ontario","Uranium SMR",2031,2060
"Canada Net-zero","Ontario","Uranium SMR",2032,3820
"Canada Net-zero","Ontario","Uranium SMR",2033,5580
"Canada Net-zero","Ontario","Uranium SMR",2034,7340
"Canada Net-zero","Ontario","Uranium SMR",2035,9100
"Canada Net-zero","Ontario","Uranium SMR",2036,9840
"Canada Net-zero","Ontario","Uranium SMR",2037,10600
"Canada Net-zero","Ontario","Uranium SMR",2038,11300
"Canada Net-zero","Ontario","Uranium SMR",2039,12100
"Canada Net-zero","Ontario","Uranium SMR",2040,12800
"Canada Net-zero","Ontario","Uranium SMR",2041,12800
"Canada Net-zero","Ontario","Uranium SMR",2042,12800
"Canada Net-zero","Ontario","Uranium SMR",2043,12800
"Canada Net-zero","Ontario","Uranium SMR",2044,12800
"Canada Net-zero","Ontario","Uranium SMR",2045,12800
"Canada Net-zero","Ontario","Uranium SMR",2046,12800
"Canada Net-zero","Ontario","Uranium SMR",2047,12800
"Canada Net-zero","Ontario","Uranium SMR",2048,12800
"Canada Net-zero","Ontario","Uranium SMR",2049,12800
"Canada Net-zero","Ontario","Uranium SMR",2050,12800
"Canada Net-zero","Prince Edward Island","Bioenergy",2020,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2021,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2022,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2023,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2024,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2025,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2026,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2027,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2028,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2029,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2030,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2031,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2032,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2033,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2034,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2035,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2036,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2037,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2038,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2039,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2040,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2041,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2042,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2043,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2044,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2045,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2046,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2047,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2048,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2049,2.1
"Canada Net-zero","Prince Edward Island","Bioenergy",2050,2.1
"Canada Net-zero","Prince Edward Island","Oil",2020,170.4
"Canada Net-zero","Prince Edward Island","Oil",2021,170.4
"Canada Net-zero","Prince Edward Island","Oil",2022,170.4
"Canada Net-zero","Prince Edward Island","Oil",2023,170.4
"Canada Net-zero","Prince Edward Island","Oil",2024,170.4
"Canada Net-zero","Prince Edward Island","Oil",2025,170.4
"Canada Net-zero","Prince Edward Island","Oil",2026,170.4
"Canada Net-zero","Prince Edward Island","Oil",2027,170.4
"Canada Net-zero","Prince Edward Island","Oil",2028,170.4
"Canada Net-zero","Prince Edward Island","Oil",2029,170.4
"Canada Net-zero","Prince Edward Island","Oil",2030,170.4
"Canada Net-zero","Prince Edward Island","Oil",2031,170.4
"Canada Net-zero","Prince Edward Island","Oil",2032,170.4
"Canada Net-zero","Prince Edward Island","Oil",2033,170.4
"Canada Net-zero","Prince Edward Island","Oil",2034,170.4
"Canada Net-zero","Prince Edward Island","Oil",2035,170.4
"Canada Net-zero","Prince Edward Island","Oil",2036,95.4
"Canada Net-zero","Prince Edward Island","Oil",2037,95.4
"Canada Net-zero","Prince Edward Island","Oil",2038,95.4
"Canada Net-zero","Prince Edward Island","Oil",2039,95.4
"Canada Net-zero","Prince Edward Island","Oil",2040,95.4
"Canada Net-zero","Prince Edward Island","Oil",2041,40.4
"Canada Net-zero","Prince Edward Island","Oil",2042,40.4
"Canada Net-zero","Prince Edward Island","Oil",2043,40.4
"Canada Net-zero","Prince Edward Island","Oil",2044,40.4
"Canada Net-zero","Prince Edward Island","Oil",2045,40.4
"Canada Net-zero","Prince Edward Island","Oil",2046,40.4
"Canada Net-zero","Prince Edward Island","Oil",2047,40.4
"Canada Net-zero","Prince Edward Island","Oil",2048,40.4
"Canada Net-zero","Prince Edward Island","Oil",2049,40.4
"Canada Net-zero","Prince Edward Island","Oil",2050,40.4
"Canada Net-zero","Prince Edward Island","Onshore Wind",2020,208
"Canada Net-zero","Prince Edward Island","Onshore Wind",2021,268
"Canada Net-zero","Prince Edward Island","Onshore Wind",2022,268
"Canada Net-zero","Prince Edward Island","Onshore Wind",2023,268
"Canada Net-zero","Prince Edward Island","Onshore Wind",2024,268
"Canada Net-zero","Prince Edward Island","Onshore Wind",2025,358
"Canada Net-zero","Prince Edward Island","Onshore Wind",2026,370
"Canada Net-zero","Prince Edward Island","Onshore Wind",2027,383
"Canada Net-zero","Prince Edward Island","Onshore Wind",2028,395
"Canada Net-zero","Prince Edward Island","Onshore Wind",2029,407
"Canada Net-zero","Prince Edward Island","Onshore Wind",2030,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2031,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2032,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2033,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2034,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2035,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2036,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2037,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2038,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2039,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2040,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2041,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2042,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2043,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2044,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2045,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2046,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2047,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2048,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2049,419
"Canada Net-zero","Prince Edward Island","Onshore Wind",2050,419
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2020,0.5
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2021,0.5
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2022,0.5
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2023,0.5
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2024,0.5
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2025,0.5
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2026,1.132874152
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2027,1.765748303
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2028,2.398622455
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2029,3.031496606
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2030,3.664370758
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2031,3.689129811
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2032,3.713888864
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2033,3.738647918
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2034,3.763406971
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2035,3.788166024
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2036,3.812925077
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2037,3.83768413
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2038,3.862443184
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2039,3.887202237
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2040,3.91196129
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2041,3.930007817
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2042,3.948054345
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2043,3.966100872
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2044,3.9841474
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2045,4.002193927
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2046,4.020240454
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2047,4.038286982
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2048,4.056333509
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2049,4.074380037
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2050,4.092426564
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2020,0
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2021,0
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2022,0
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2023,0
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2024,0
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2025,0
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2026,12.4
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2027,24.8
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2028,37.2
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2029,49.6
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2030,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2031,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2032,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2033,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2034,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2035,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2036,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2037,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2038,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2039,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2040,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2041,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2042,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2043,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2044,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2045,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2046,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2047,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2048,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2049,62
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2050,105
"Canada Net-zero","Prince Edward Island","Total",2020,381
"Canada Net-zero","Prince Edward Island","Total",2021,441
"Canada Net-zero","Prince Edward Island","Total",2022,441
"Canada Net-zero","Prince Edward Island","Total",2023,441
"Canada Net-zero","Prince Edward Island","Total",2024,441
"Canada Net-zero","Prince Edward Island","Total",2025,531
"Canada Net-zero","Prince Edward Island","Total",2026,556.032874152
"Canada Net-zero","Prince Edward Island","Total",2027,582.065748303
"Canada Net-zero","Prince Edward Island","Total",2028,607.098622455
"Canada Net-zero","Prince Edward Island","Total",2029,632.131496606
"Canada Net-zero","Prince Edward Island","Total",2030,657.164370758
"Canada Net-zero","Prince Edward Island","Total",2031,657.189129811
"Canada Net-zero","Prince Edward Island","Total",2032,657.213888864
"Canada Net-zero","Prince Edward Island","Total",2033,657.238647918
"Canada Net-zero","Prince Edward Island","Total",2034,657.263406971
"Canada Net-zero","Prince Edward Island","Total",2035,769.288166024
"Canada Net-zero","Prince Edward Island","Total",2036,728.312925077
"Canada Net-zero","Prince Edward Island","Total",2037,762.33768413
"Canada Net-zero","Prince Edward Island","Total",2038,796.362443184
"Canada Net-zero","Prince Edward Island","Total",2039,830.387202237
"Canada Net-zero","Prince Edward Island","Total",2040,863.41196129
"Canada Net-zero","Prince Edward Island","Total",2041,836.430007817
"Canada Net-zero","Prince Edward Island","Total",2042,864.448054345
"Canada Net-zero","Prince Edward Island","Total",2043,892.466100872
"Canada Net-zero","Prince Edward Island","Total",2044,920.4841474
"Canada Net-zero","Prince Edward Island","Total",2045,948.502193927
"Canada Net-zero","Prince Edward Island","Total",2046,948.520240454
"Canada Net-zero","Prince Edward Island","Total",2047,948.538286982
"Canada Net-zero","Prince Edward Island","Total",2048,948.556333509
"Canada Net-zero","Prince Edward Island","Total",2049,948.574380037
"Canada Net-zero","Prince Edward Island","Total",2050,1027.592426564
"Canada Net-zero","Prince Edward Island","Uranium SMR",2020,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2021,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2022,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2023,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2024,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2025,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2026,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2027,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2028,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2029,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2030,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2031,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2032,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2033,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2034,0
"Canada Net-zero","Prince Edward Island","Uranium SMR",2035,112
"Canada Net-zero","Prince Edward Island","Uranium SMR",2036,146
"Canada Net-zero","Prince Edward Island","Uranium SMR",2037,180
"Canada Net-zero","Prince Edward Island","Uranium SMR",2038,214
"Canada Net-zero","Prince Edward Island","Uranium SMR",2039,248
"Canada Net-zero","Prince Edward Island","Uranium SMR",2040,281
"Canada Net-zero","Prince Edward Island","Uranium SMR",2041,309
"Canada Net-zero","Prince Edward Island","Uranium SMR",2042,337
"Canada Net-zero","Prince Edward Island","Uranium SMR",2043,365
"Canada Net-zero","Prince Edward Island","Uranium SMR",2044,393
"Canada Net-zero","Prince Edward Island","Uranium SMR",2045,421
"Canada Net-zero","Prince Edward Island","Uranium SMR",2046,421
"Canada Net-zero","Prince Edward Island","Uranium SMR",2047,421
"Canada Net-zero","Prince Edward Island","Uranium SMR",2048,421
"Canada Net-zero","Prince Edward Island","Uranium SMR",2049,421
"Canada Net-zero","Prince Edward Island","Uranium SMR",2050,457
"Canada Net-zero","Quebec","Battery Storage",2020,0
"Canada Net-zero","Quebec","Battery Storage",2021,0
"Canada Net-zero","Quebec","Battery Storage",2022,0
"Canada Net-zero","Quebec","Battery Storage",2023,0
"Canada Net-zero","Quebec","Battery Storage",2024,0
"Canada Net-zero","Quebec","Battery Storage",2025,0
"Canada Net-zero","Quebec","Battery Storage",2026,0
"Canada Net-zero","Quebec","Battery Storage",2027,0
"Canada Net-zero","Quebec","Battery Storage",2028,0
"Canada Net-zero","Quebec","Battery Storage",2029,0
"Canada Net-zero","Quebec","Battery Storage",2030,0
"Canada Net-zero","Quebec","Battery Storage",2031,0
"Canada Net-zero","Quebec","Battery Storage",2032,0
"Canada Net-zero","Quebec","Battery Storage",2033,0
"Canada Net-zero","Quebec","Battery Storage",2034,0
"Canada Net-zero","Quebec","Battery Storage",2035,0
"Canada Net-zero","Quebec","Battery Storage",2036,0
"Canada Net-zero","Quebec","Battery Storage",2037,0
"Canada Net-zero","Quebec","Battery Storage",2038,0
"Canada Net-zero","Quebec","Battery Storage",2039,0
"Canada Net-zero","Quebec","Battery Storage",2040,0
"Canada Net-zero","Quebec","Battery Storage",2041,0
"Canada Net-zero","Quebec","Battery Storage",2042,0
"Canada Net-zero","Quebec","Battery Storage",2043,0
"Canada Net-zero","Quebec","Battery Storage",2044,0
"Canada Net-zero","Quebec","Battery Storage",2045,420
"Canada Net-zero","Quebec","Battery Storage",2046,800
"Canada Net-zero","Quebec","Battery Storage",2047,1200
"Canada Net-zero","Quebec","Battery Storage",2048,1600
"Canada Net-zero","Quebec","Battery Storage",2049,2000
"Canada Net-zero","Quebec","Battery Storage",2050,2300
"Canada Net-zero","Quebec","Bioenergy",2020,307.6
"Canada Net-zero","Quebec","Bioenergy",2021,326.6
"Canada Net-zero","Quebec","Bioenergy",2022,326.6
"Canada Net-zero","Quebec","Bioenergy",2023,326.6
"Canada Net-zero","Quebec","Bioenergy",2024,326.6
"Canada Net-zero","Quebec","Bioenergy",2025,326.6
"Canada Net-zero","Quebec","Bioenergy",2026,326.6
"Canada Net-zero","Quebec","Bioenergy",2027,326.6
"Canada Net-zero","Quebec","Bioenergy",2028,326.6
"Canada Net-zero","Quebec","Bioenergy",2029,326.6
"Canada Net-zero","Quebec","Bioenergy",2030,326.6
"Canada Net-zero","Quebec","Bioenergy",2031,326.6
"Canada Net-zero","Quebec","Bioenergy",2032,326.6
"Canada Net-zero","Quebec","Bioenergy",2033,326.6
"Canada Net-zero","Quebec","Bioenergy",2034,326.6
"Canada Net-zero","Quebec","Bioenergy",2035,326.6
"Canada Net-zero","Quebec","Bioenergy",2036,326.6
"Canada Net-zero","Quebec","Bioenergy",2037,326.6
"Canada Net-zero","Quebec","Bioenergy",2038,326.6
"Canada Net-zero","Quebec","Bioenergy",2039,326.6
"Canada Net-zero","Quebec","Bioenergy",2040,326.6
"Canada Net-zero","Quebec","Bioenergy",2041,326.6
"Canada Net-zero","Quebec","Bioenergy",2042,326.6
"Canada Net-zero","Quebec","Bioenergy",2043,326.6
"Canada Net-zero","Quebec","Bioenergy",2044,326.6
"Canada Net-zero","Quebec","Bioenergy",2045,326.6
"Canada Net-zero","Quebec","Bioenergy",2046,326.6
"Canada Net-zero","Quebec","Bioenergy",2047,326.6
"Canada Net-zero","Quebec","Bioenergy",2048,326.6
"Canada Net-zero","Quebec","Bioenergy",2049,326.6
"Canada Net-zero","Quebec","Bioenergy",2050,326.6
"Canada Net-zero","Quebec","Hydro",2020,41100
"Canada Net-zero","Quebec","Hydro",2021,41500
"Canada Net-zero","Quebec","Hydro",2022,41500
"Canada Net-zero","Quebec","Hydro",2023,41500
"Canada Net-zero","Quebec","Hydro",2024,41500
"Canada Net-zero","Quebec","Hydro",2025,41500
"Canada Net-zero","Quebec","Hydro",2026,42100
"Canada Net-zero","Quebec","Hydro",2027,42600
"Canada Net-zero","Quebec","Hydro",2028,43200
"Canada Net-zero","Quebec","Hydro",2029,43800
"Canada Net-zero","Quebec","Hydro",2030,44300
"Canada Net-zero","Quebec","Hydro",2031,44700
"Canada Net-zero","Quebec","Hydro",2032,45000
"Canada Net-zero","Quebec","Hydro",2033,45300
"Canada Net-zero","Quebec","Hydro",2034,45700
"Canada Net-zero","Quebec","Hydro",2035,46000
"Canada Net-zero","Quebec","Hydro",2036,46000
"Canada Net-zero","Quebec","Hydro",2037,46000
"Canada Net-zero","Quebec","Hydro",2038,46000
"Canada Net-zero","Quebec","Hydro",2039,46000
"Canada Net-zero","Quebec","Hydro",2040,46000
"Canada Net-zero","Quebec","Hydro",2041,46000
"Canada Net-zero","Quebec","Hydro",2042,46000
"Canada Net-zero","Quebec","Hydro",2043,46000
"Canada Net-zero","Quebec","Hydro",2044,46000
"Canada Net-zero","Quebec","Hydro",2045,46000
"Canada Net-zero","Quebec","Hydro",2046,46000
"Canada Net-zero","Quebec","Hydro",2047,46000
"Canada Net-zero","Quebec","Hydro",2048,46000
"Canada Net-zero","Quebec","Hydro",2049,46000
"Canada Net-zero","Quebec","Hydro",2050,46000
"Canada Net-zero","Quebec","Natural Gas",2020,591
"Canada Net-zero","Quebec","Natural Gas",2021,591
"Canada Net-zero","Quebec","Natural Gas",2022,591
"Canada Net-zero","Quebec","Natural Gas",2023,591
"Canada Net-zero","Quebec","Natural Gas",2024,591
"Canada Net-zero","Quebec","Natural Gas",2025,560
"Canada Net-zero","Quebec","Natural Gas",2026,560
"Canada Net-zero","Quebec","Natural Gas",2027,560
"Canada Net-zero","Quebec","Natural Gas",2028,560
"Canada Net-zero","Quebec","Natural Gas",2029,560
"Canada Net-zero","Quebec","Natural Gas",2030,560
"Canada Net-zero","Quebec","Natural Gas",2031,560
"Canada Net-zero","Quebec","Natural Gas",2032,560
"Canada Net-zero","Quebec","Natural Gas",2033,560
"Canada Net-zero","Quebec","Natural Gas",2034,560
"Canada Net-zero","Quebec","Natural Gas",2035,0
"Canada Net-zero","Quebec","Natural Gas",2036,0
"Canada Net-zero","Quebec","Natural Gas",2037,0
"Canada Net-zero","Quebec","Natural Gas",2038,0
"Canada Net-zero","Quebec","Natural Gas",2039,0
"Canada Net-zero","Quebec","Natural Gas",2040,0
"Canada Net-zero","Quebec","Natural Gas",2041,0
"Canada Net-zero","Quebec","Natural Gas",2042,0
"Canada Net-zero","Quebec","Natural Gas",2043,0
"Canada Net-zero","Quebec","Natural Gas",2044,0
"Canada Net-zero","Quebec","Natural Gas",2045,0
"Canada Net-zero","Quebec","Natural Gas",2046,0
"Canada Net-zero","Quebec","Natural Gas",2047,0
"Canada Net-zero","Quebec","Natural Gas",2048,0
"Canada Net-zero","Quebec","Natural Gas",2049,0
"Canada Net-zero","Quebec","Natural Gas",2050,0
"Canada Net-zero","Quebec","Oil",2020,311
"Canada Net-zero","Quebec","Oil",2021,311
"Canada Net-zero","Quebec","Oil",2022,311
"Canada Net-zero","Quebec","Oil",2023,311
"Canada Net-zero","Quebec","Oil",2024,311
"Canada Net-zero","Quebec","Oil",2025,311
"Canada Net-zero","Quebec","Oil",2026,244
"Canada Net-zero","Quebec","Oil",2027,244
"Canada Net-zero","Quebec","Oil",2028,244
"Canada Net-zero","Quebec","Oil",2029,244
"Canada Net-zero","Quebec","Oil",2030,244
"Canada Net-zero","Quebec","Oil",2031,244
"Canada Net-zero","Quebec","Oil",2032,244
"Canada Net-zero","Quebec","Oil",2033,244
"Canada Net-zero","Quebec","Oil",2034,244
"Canada Net-zero","Quebec","Oil",2035,244
"Canada Net-zero","Quebec","Oil",2036,244
"Canada Net-zero","Quebec","Oil",2037,244
"Canada Net-zero","Quebec","Oil",2038,244
"Canada Net-zero","Quebec","Oil",2039,244
"Canada Net-zero","Quebec","Oil",2040,244
"Canada Net-zero","Quebec","Oil",2041,244
"Canada Net-zero","Quebec","Oil",2042,244
"Canada Net-zero","Quebec","Oil",2043,244
"Canada Net-zero","Quebec","Oil",2044,244
"Canada Net-zero","Quebec","Oil",2045,244
"Canada Net-zero","Quebec","Oil",2046,244
"Canada Net-zero","Quebec","Oil",2047,244
"Canada Net-zero","Quebec","Oil",2048,244
"Canada Net-zero","Quebec","Oil",2049,244
"Canada Net-zero","Quebec","Oil",2050,244
"Canada Net-zero","Quebec","Onshore Wind",2020,4360
"Canada Net-zero","Quebec","Onshore Wind",2021,4360
"Canada Net-zero","Quebec","Onshore Wind",2022,4360
"Canada Net-zero","Quebec","Onshore Wind",2023,4360
"Canada Net-zero","Quebec","Onshore Wind",2024,4560
"Canada Net-zero","Quebec","Onshore Wind",2025,4560
"Canada Net-zero","Quebec","Onshore Wind",2026,4560
"Canada Net-zero","Quebec","Onshore Wind",2027,4560
"Canada Net-zero","Quebec","Onshore Wind",2028,4560
"Canada Net-zero","Quebec","Onshore Wind",2029,4560
"Canada Net-zero","Quebec","Onshore Wind",2030,4560
"Canada Net-zero","Quebec","Onshore Wind",2031,4770
"Canada Net-zero","Quebec","Onshore Wind",2032,4970
"Canada Net-zero","Quebec","Onshore Wind",2033,5180
"Canada Net-zero","Quebec","Onshore Wind",2034,5380
"Canada Net-zero","Quebec","Onshore Wind",2035,5590
"Canada Net-zero","Quebec","Onshore Wind",2036,5590
"Canada Net-zero","Quebec","Onshore Wind",2037,5590
"Canada Net-zero","Quebec","Onshore Wind",2038,5590
"Canada Net-zero","Quebec","Onshore Wind",2039,5590
"Canada Net-zero","Quebec","Onshore Wind",2040,5590
"Canada Net-zero","Quebec","Onshore Wind",2041,5720
"Canada Net-zero","Quebec","Onshore Wind",2042,5860
"Canada Net-zero","Quebec","Onshore Wind",2043,5990
"Canada Net-zero","Quebec","Onshore Wind",2044,6130
"Canada Net-zero","Quebec","Onshore Wind",2045,6260
"Canada Net-zero","Quebec","Onshore Wind",2046,6300
"Canada Net-zero","Quebec","Onshore Wind",2047,6340
"Canada Net-zero","Quebec","Onshore Wind",2048,6390
"Canada Net-zero","Quebec","Onshore Wind",2049,6430
"Canada Net-zero","Quebec","Onshore Wind",2050,6470
"Canada Net-zero","Quebec","Solar (Distributed)",2020,20
"Canada Net-zero","Quebec","Solar (Distributed)",2021,20
"Canada Net-zero","Quebec","Solar (Distributed)",2022,20
"Canada Net-zero","Quebec","Solar (Distributed)",2023,20
"Canada Net-zero","Quebec","Solar (Distributed)",2024,20
"Canada Net-zero","Quebec","Solar (Distributed)",2025,20
"Canada Net-zero","Quebec","Solar (Distributed)",2026,36
"Canada Net-zero","Quebec","Solar (Distributed)",2027,52
"Canada Net-zero","Quebec","Solar (Distributed)",2028,68
"Canada Net-zero","Quebec","Solar (Distributed)",2029,84
"Canada Net-zero","Quebec","Solar (Distributed)",2030,100
"Canada Net-zero","Quebec","Solar (Distributed)",2031,130
"Canada Net-zero","Quebec","Solar (Distributed)",2032,160
"Canada Net-zero","Quebec","Solar (Distributed)",2033,190
"Canada Net-zero","Quebec","Solar (Distributed)",2034,220
"Canada Net-zero","Quebec","Solar (Distributed)",2035,250
"Canada Net-zero","Quebec","Solar (Distributed)",2036,280
"Canada Net-zero","Quebec","Solar (Distributed)",2037,310
"Canada Net-zero","Quebec","Solar (Distributed)",2038,340
"Canada Net-zero","Quebec","Solar (Distributed)",2039,370
"Canada Net-zero","Quebec","Solar (Distributed)",2040,400
"Canada Net-zero","Quebec","Solar (Distributed)",2041,420
"Canada Net-zero","Quebec","Solar (Distributed)",2042,440
"Canada Net-zero","Quebec","Solar (Distributed)",2043,460
"Canada Net-zero","Quebec","Solar (Distributed)",2044,480
"Canada Net-zero","Quebec","Solar (Distributed)",2045,500
"Canada Net-zero","Quebec","Solar (Distributed)",2046,520
"Canada Net-zero","Quebec","Solar (Distributed)",2047,540
"Canada Net-zero","Quebec","Solar (Distributed)",2048,560
"Canada Net-zero","Quebec","Solar (Distributed)",2049,580
"Canada Net-zero","Quebec","Solar (Distributed)",2050,600
"Canada Net-zero","Quebec","Solar (Utility scale)",2020,0.297
"Canada Net-zero","Quebec","Solar (Utility scale)",2021,0.297
"Canada Net-zero","Quebec","Solar (Utility scale)",2022,0.297
"Canada Net-zero","Quebec","Solar (Utility scale)",2023,0.297
"Canada Net-zero","Quebec","Solar (Utility scale)",2024,0.297
"Canada Net-zero","Quebec","Solar (Utility scale)",2025,0.297
