"Scenario","Region","Variable","Year","Value"
"Canada Net-zero","Alberta","Battery Storage",2020,45
"Canada Net-zero","Alberta","Battery Storage",2021,45
"Canada Net-zero","Alberta","Battery Storage",2022,90
"Canada Net-zero","Alberta","Battery Storage",2023,90
"Canada Net-zero","Alberta","Battery Storage",2024,90
"Canada Net-zero","Alberta","Battery Storage",2025,90
"Canada Net-zero","Alberta","Battery Storage",2026,90
"Canada Net-zero","Alberta","Battery Storage",2027,90
"Canada Net-zero","Alberta","Battery Storage",2028,90
"Canada Net-zero","Alberta","Battery Storage",2029,90
"Canada Net-zero","Alberta","Battery Storage",2030,90
"Canada Net-zero","Alberta","Battery Storage",2031,90
"Canada Net-zero","Alberta","Battery Storage",2032,90
"Canada Net-zero","Alberta","Battery Storage",2033,90
"Canada Net-zero","Alberta","Battery Storage",2034,90
"Canada Net-zero","Alberta","Battery Storage",2035,90
"Canada Net-zero","Alberta","Battery Storage",2036,90
"Canada Net-zero","Alberta","Battery Storage",2037,90
"Canada Net-zero","Alberta","Battery Storage",2038,90
"Canada Net-zero","Alberta","Battery Storage",2039,90
"Canada Net-zero","Alberta","Battery Storage",2040,45
"Canada Net-zero","Alberta","Battery Storage",2041,45
"Canada Net-zero","Alberta","Battery Storage",2042,200
"Canada Net-zero","Alberta","Battery Storage",2043,200
"Canada Net-zero","Alberta","Battery Storage",2044,200
"Canada Net-zero","Alberta","Battery Storage",2045,200
"Canada Net-zero","Alberta","Battery Storage",2046,980
"Canada Net-zero","Alberta","Battery Storage",2047,2000
"Canada Net-zero","Alberta","Battery Storage",2048,2900
"Canada Net-zero","Alberta","Battery Storage",2049,2900
"Canada Net-zero","Alberta","Battery Storage",2050,2900
"Canada Net-zero","Alberta","Bioenergy",2020,286
"Canada Net-zero","Alberta","Bioenergy",2021,286
"Canada Net-zero","Alberta","Bioenergy",2022,286
"Canada Net-zero","Alberta","Bioenergy",2023,286
"Canada Net-zero","Alberta","Bioenergy",2024,286
"Canada Net-zero","Alberta","Bioenergy",2025,286
"Canada Net-zero","Alberta","Bioenergy",2026,286
"Canada Net-zero","Alberta","Bioenergy",2027,286
"Canada Net-zero","Alberta","Bioenergy",2028,286
"Canada Net-zero","Alberta","Bioenergy",2029,286
"Canada Net-zero","Alberta","Bioenergy",2030,286
"Canada Net-zero","Alberta","Bioenergy",2031,286
"Canada Net-zero","Alberta","Bioenergy",2032,286
"Canada Net-zero","Alberta","Bioenergy",2033,286
"Canada Net-zero","Alberta","Bioenergy",2034,286
"Canada Net-zero","Alberta","Bioenergy",2035,286
"Canada Net-zero","Alberta","Bioenergy",2036,286
"Canada Net-zero","Alberta","Bioenergy",2037,286
"Canada Net-zero","Alberta","Bioenergy",2038,286
"Canada Net-zero","Alberta","Bioenergy",2039,286
"Canada Net-zero","Alberta","Bioenergy",2040,286
"Canada Net-zero","Alberta","Bioenergy",2041,286
"Canada Net-zero","Alberta","Bioenergy",2042,286
"Canada Net-zero","Alberta","Bioenergy",2043,286
"Canada Net-zero","Alberta","Bioenergy",2044,286
"Canada Net-zero","Alberta","Bioenergy",2045,286
"Canada Net-zero","Alberta","Bioenergy",2046,286
"Canada Net-zero","Alberta","Bioenergy",2047,286
"Canada Net-zero","Alberta","Bioenergy",2048,286
"Canada Net-zero","Alberta","Bioenergy",2049,286
"Canada Net-zero","Alberta","Bioenergy",2050,286
"Canada Net-zero","Alberta","Bioenergy with CCUS",2020,0
"Canada Net-zero","Alberta","Bioenergy with CCUS",2021,0
"Canada Net-zero","Alberta","Bioenergy with CCUS",2022,0
"Canada Net-zero","Alberta","Bioenergy with CCUS",2023,0
"Canada Net-zero","Alberta","Bioenergy with CCUS",2024,0
"Canada Net-zero","Alberta","Bioenergy with CCUS",2025,0
"Canada Net-zero","Alberta","Bioenergy with CCUS",2026,0
"Canada Net-zero","Alberta","Bioenergy with CCUS",2027,0
"Canada Net-zero","Alberta","Bioenergy with CCUS",2028,0
"Canada Net-zero","Alberta","Bioenergy with CCUS",2029,0
"Canada Net-zero","Alberta","Bioenergy with CCUS",2030,0
"Canada Net-zero","Alberta","Bioenergy with CCUS",2031,146
"Canada Net-zero","Alberta","Bioenergy with CCUS",2032,291
"Canada Net-zero","Alberta","Bioenergy with CCUS",2033,437
"Canada Net-zero","Alberta","Bioenergy with CCUS",2034,582
"Canada Net-zero","Alberta","Bioenergy with CCUS",2035,728
"Canada Net-zero","Alberta","Bioenergy with CCUS",2036,872
"Canada Net-zero","Alberta","Bioenergy with CCUS",2037,1020
"Canada Net-zero","Alberta","Bioenergy with CCUS",2038,1160
"Canada Net-zero","Alberta","Bioenergy with CCUS",2039,1310
"Canada Net-zero","Alberta","Bioenergy with CCUS",2040,1450
"Canada Net-zero","Alberta","Bioenergy with CCUS",2041,1620
"Canada Net-zero","Alberta","Bioenergy with CCUS",2042,1780
"Canada Net-zero","Alberta","Bioenergy with CCUS",2043,1950
"Canada Net-zero","Alberta","Bioenergy with CCUS",2044,2120
"Canada Net-zero","Alberta","Bioenergy with CCUS",2045,2280
"Canada Net-zero","Alberta","Bioenergy with CCUS",2046,2470
"Canada Net-zero","Alberta","Bioenergy with CCUS",2047,2660
"Canada Net-zero","Alberta","Bioenergy with CCUS",2048,2850
"Canada Net-zero","Alberta","Bioenergy with CCUS",2049,3040
"Canada Net-zero","Alberta","Bioenergy with CCUS",2050,3230
"Canada Net-zero","Alberta","Coal and Coke",2020,4720
"Canada Net-zero","Alberta","Coal and Coke",2021,3340
"Canada Net-zero","Alberta","Coal and Coke",2022,1640
"Canada Net-zero","Alberta","Coal and Coke",2023,830
"Canada Net-zero","Alberta","Coal and Coke",2024,0
"Canada Net-zero","Alberta","Coal and Coke",2025,0
"Canada Net-zero","Alberta","Coal and Coke",2026,0
"Canada Net-zero","Alberta","Coal and Coke",2027,0
"Canada Net-zero","Alberta","Coal and Coke",2028,0
"Canada Net-zero","Alberta","Coal and Coke",2029,0
"Canada Net-zero","Alberta","Coal and Coke",2030,0
"Canada Net-zero","Alberta","Coal and Coke",2031,0
"Canada Net-zero","Alberta","Coal and Coke",2032,0
"Canada Net-zero","Alberta","Coal and Coke",2033,0
"Canada Net-zero","Alberta","Coal and Coke",2034,0
"Canada Net-zero","Alberta","Coal and Coke",2035,0
"Canada Net-zero","Alberta","Coal and Coke",2036,0
"Canada Net-zero","Alberta","Coal and Coke",2037,0
"Canada Net-zero","Alberta","Coal and Coke",2038,0
"Canada Net-zero","Alberta","Coal and Coke",2039,0
"Canada Net-zero","Alberta","Coal and Coke",2040,0
"Canada Net-zero","Alberta","Coal and Coke",2041,0
"Canada Net-zero","Alberta","Coal and Coke",2042,0
"Canada Net-zero","Alberta","Coal and Coke",2043,0
"Canada Net-zero","Alberta","Coal and Coke",2044,0
"Canada Net-zero","Alberta","Coal and Coke",2045,0
"Canada Net-zero","Alberta","Coal and Coke",2046,0
"Canada Net-zero","Alberta","Coal and Coke",2047,0
"Canada Net-zero","Alberta","Coal and Coke",2048,0
"Canada Net-zero","Alberta","Coal and Coke",2049,0
"Canada Net-zero","Alberta","Coal and Coke",2050,0
"Canada Net-zero","Alberta","Hydro",2020,894
"Canada Net-zero","Alberta","Hydro",2021,894
"Canada Net-zero","Alberta","Hydro",2022,894
"Canada Net-zero","Alberta","Hydro",2023,894
"Canada Net-zero","Alberta","Hydro",2024,894
"Canada Net-zero","Alberta","Hydro",2025,894
"Canada Net-zero","Alberta","Hydro",2026,894
"Canada Net-zero","Alberta","Hydro",2027,894
"Canada Net-zero","Alberta","Hydro",2028,894
"Canada Net-zero","Alberta","Hydro",2029,894
"Canada Net-zero","Alberta","Hydro",2030,894
"Canada Net-zero","Alberta","Hydro",2031,894
"Canada Net-zero","Alberta","Hydro",2032,894
"Canada Net-zero","Alberta","Hydro",2033,894
"Canada Net-zero","Alberta","Hydro",2034,894
"Canada Net-zero","Alberta","Hydro",2035,894
"Canada Net-zero","Alberta","Hydro",2036,894
"Canada Net-zero","Alberta","Hydro",2037,894
"Canada Net-zero","Alberta","Hydro",2038,894
"Canada Net-zero","Alberta","Hydro",2039,894
"Canada Net-zero","Alberta","Hydro",2040,894
"Canada Net-zero","Alberta","Hydro",2041,894
"Canada Net-zero","Alberta","Hydro",2042,894
"Canada Net-zero","Alberta","Hydro",2043,894
"Canada Net-zero","Alberta","Hydro",2044,894
"Canada Net-zero","Alberta","Hydro",2045,894
"Canada Net-zero","Alberta","Hydro",2046,894
"Canada Net-zero","Alberta","Hydro",2047,894
"Canada Net-zero","Alberta","Hydro",2048,894
"Canada Net-zero","Alberta","Hydro",2049,894
"Canada Net-zero","Alberta","Hydro",2050,894
"Canada Net-zero","Alberta","Hydrogen",2020,0
"Canada Net-zero","Alberta","Hydrogen",2021,0
"Canada Net-zero","Alberta","Hydrogen",2022,0
"Canada Net-zero","Alberta","Hydrogen",2023,0
"Canada Net-zero","Alberta","Hydrogen",2024,0
"Canada Net-zero","Alberta","Hydrogen",2025,0
"Canada Net-zero","Alberta","Hydrogen",2026,0
"Canada Net-zero","Alberta","Hydrogen",2027,0
"Canada Net-zero","Alberta","Hydrogen",2028,0
"Canada Net-zero","Alberta","Hydrogen",2029,0
"Canada Net-zero","Alberta","Hydrogen",2030,0
"Canada Net-zero","Alberta","Hydrogen",2031,0
"Canada Net-zero","Alberta","Hydrogen",2032,0
"Canada Net-zero","Alberta","Hydrogen",2033,0
"Canada Net-zero","Alberta","Hydrogen",2034,0
"Canada Net-zero","Alberta","Hydrogen",2035,0
"Canada Net-zero","Alberta","Hydrogen",2036,0
"Canada Net-zero","Alberta","Hydrogen",2037,0
"Canada Net-zero","Alberta","Hydrogen",2038,0
"Canada Net-zero","Alberta","Hydrogen",2039,0
"Canada Net-zero","Alberta","Hydrogen",2040,0
"Canada Net-zero","Alberta","Hydrogen",2041,57.4
"Canada Net-zero","Alberta","Hydrogen",2042,115
"Canada Net-zero","Alberta","Hydrogen",2043,172
"Canada Net-zero","Alberta","Hydrogen",2044,230
"Canada Net-zero","Alberta","Hydrogen",2045,287
"Canada Net-zero","Alberta","Hydrogen",2046,653
"Canada Net-zero","Alberta","Hydrogen",2047,1020
"Canada Net-zero","Alberta","Hydrogen",2048,1380
"Canada Net-zero","Alberta","Hydrogen",2049,1750
"Canada Net-zero","Alberta","Hydrogen",2050,2120
"Canada Net-zero","Alberta","Natural Gas",2020,9570
"Canada Net-zero","Alberta","Natural Gas",2021,9670
"Canada Net-zero","Alberta","Natural Gas",2022,9870
"Canada Net-zero","Alberta","Natural Gas",2023,12300
"Canada Net-zero","Alberta","Natural Gas",2024,12300
"Canada Net-zero","Alberta","Natural Gas",2025,14300
"Canada Net-zero","Alberta","Natural Gas",2026,14500
"Canada Net-zero","Alberta","Natural Gas",2027,14600
"Canada Net-zero","Alberta","Natural Gas",2028,14700
"Canada Net-zero","Alberta","Natural Gas",2029,14900
"Canada Net-zero","Alberta","Natural Gas",2030,14000
"Canada Net-zero","Alberta","Natural Gas",2031,14000
"Canada Net-zero","Alberta","Natural Gas",2032,13900
"Canada Net-zero","Alberta","Natural Gas",2033,13500
"Canada Net-zero","Alberta","Natural Gas",2034,12500
"Canada Net-zero","Alberta","Natural Gas",2035,8660
"Canada Net-zero","Alberta","Natural Gas",2036,7670
"Canada Net-zero","Alberta","Natural Gas",2037,7250
"Canada Net-zero","Alberta","Natural Gas",2038,6180
"Canada Net-zero","Alberta","Natural Gas",2039,6100
"Canada Net-zero","Alberta","Natural Gas",2040,4540
"Canada Net-zero","Alberta","Natural Gas",2041,4400
"Canada Net-zero","Alberta","Natural Gas",2042,4260
"Canada Net-zero","Alberta","Natural Gas",2043,4260
"Canada Net-zero","Alberta","Natural Gas",2044,4130
"Canada Net-zero","Alberta","Natural Gas",2045,3930
"Canada Net-zero","Alberta","Natural Gas",2046,3790
"Canada Net-zero","Alberta","Natural Gas",2047,3740
"Canada Net-zero","Alberta","Natural Gas",2048,3710
"Canada Net-zero","Alberta","Natural Gas",2049,3700
"Canada Net-zero","Alberta","Natural Gas",2050,3660
"Canada Net-zero","Alberta","Natural Gas with CCUS",2020,0
"Canada Net-zero","Alberta","Natural Gas with CCUS",2021,0
"Canada Net-zero","Alberta","Natural Gas with CCUS",2022,0
"Canada Net-zero","Alberta","Natural Gas with CCUS",2023,0
"Canada Net-zero","Alberta","Natural Gas with CCUS",2024,0
"Canada Net-zero","Alberta","Natural Gas with CCUS",2025,0
"Canada Net-zero","Alberta","Natural Gas with CCUS",2026,216
"Canada Net-zero","Alberta","Natural Gas with CCUS",2027,433
"Canada Net-zero","Alberta","Natural Gas with CCUS",2028,649
"Canada Net-zero","Alberta","Natural Gas with CCUS",2029,865
"Canada Net-zero","Alberta","Natural Gas with CCUS",2030,2090
"Canada Net-zero","Alberta","Natural Gas with CCUS",2031,2090
"Canada Net-zero","Alberta","Natural Gas with CCUS",2032,2090
"Canada Net-zero","Alberta","Natural Gas with CCUS",2033,2090
"Canada Net-zero","Alberta","Natural Gas with CCUS",2034,2090
"Canada Net-zero","Alberta","Natural Gas with CCUS",2035,4290
"Canada Net-zero","Alberta","Natural Gas with CCUS",2036,4480
"Canada Net-zero","Alberta","Natural Gas with CCUS",2037,4680
"Canada Net-zero","Alberta","Natural Gas with CCUS",2038,4870
"Canada Net-zero","Alberta","Natural Gas with CCUS",2039,5060
"Canada Net-zero","Alberta","Natural Gas with CCUS",2040,5250
"Canada Net-zero","Alberta","Natural Gas with CCUS",2041,5400
"Canada Net-zero","Alberta","Natural Gas with CCUS",2042,5550
"Canada Net-zero","Alberta","Natural Gas with CCUS",2043,5690
"Canada Net-zero","Alberta","Natural Gas with CCUS",2044,5840
"Canada Net-zero","Alberta","Natural Gas with CCUS",2045,5990
"Canada Net-zero","Alberta","Natural Gas with CCUS",2046,5990
"Canada Net-zero","Alberta","Natural Gas with CCUS",2047,5990
"Canada Net-zero","Alberta","Natural Gas with CCUS",2048,5990
"Canada Net-zero","Alberta","Natural Gas with CCUS",2049,5990
"Canada Net-zero","Alberta","Natural Gas with CCUS",2050,5990
"Canada Net-zero","Alberta","Oil",2020,7.15
"Canada Net-zero","Alberta","Oil",2021,7.15
"Canada Net-zero","Alberta","Oil",2022,7.15
"Canada Net-zero","Alberta","Oil",2023,7.15
"Canada Net-zero","Alberta","Oil",2024,7.15
"Canada Net-zero","Alberta","Oil",2025,7.15
"Canada Net-zero","Alberta","Oil",2026,7.15
"Canada Net-zero","Alberta","Oil",2027,7.15
"Canada Net-zero","Alberta","Oil",2028,7.15
"Canada Net-zero","Alberta","Oil",2029,7.15
"Canada Net-zero","Alberta","Oil",2030,7.15
"Canada Net-zero","Alberta","Oil",2031,7.15
"Canada Net-zero","Alberta","Oil",2032,7.15
"Canada Net-zero","Alberta","Oil",2033,7.15
"Canada Net-zero","Alberta","Oil",2034,7.15
"Canada Net-zero","Alberta","Oil",2035,7.15
"Canada Net-zero","Alberta","Oil",2036,7.15
"Canada Net-zero","Alberta","Oil",2037,7.15
"Canada Net-zero","Alberta","Oil",2038,7.15
"Canada Net-zero","Alberta","Oil",2039,7.15
"Canada Net-zero","Alberta","Oil",2040,7.15
"Canada Net-zero","Alberta","Oil",2041,7.15
"Canada Net-zero","Alberta","Oil",2042,7.15
"Canada Net-zero","Alberta","Oil",2043,7.15
"Canada Net-zero","Alberta","Oil",2044,7.15
"Canada Net-zero","Alberta","Oil",2045,7.15
"Canada Net-zero","Alberta","Oil",2046,7.15
"Canada Net-zero","Alberta","Oil",2047,7.15
"Canada Net-zero","Alberta","Oil",2048,7.15
"Canada Net-zero","Alberta","Oil",2049,7.15
"Canada Net-zero","Alberta","Oil",2050,7.15
"Canada Net-zero","Alberta","Onshore Wind",2020,1530
"Canada Net-zero","Alberta","Onshore Wind",2021,1530
"Canada Net-zero","Alberta","Onshore Wind",2022,2850
"Canada Net-zero","Alberta","Onshore Wind",2023,3750
"Canada Net-zero","Alberta","Onshore Wind",2024,3750
"Canada Net-zero","Alberta","Onshore Wind",2025,4500
"Canada Net-zero","Alberta","Onshore Wind",2026,4810
"Canada Net-zero","Alberta","Onshore Wind",2027,5120
"Canada Net-zero","Alberta","Onshore Wind",2028,5440
"Canada Net-zero","Alberta","Onshore Wind",2029,5750
"Canada Net-zero","Alberta","Onshore Wind",2030,6060
"Canada Net-zero","Alberta","Onshore Wind",2031,8350
"Canada Net-zero","Alberta","Onshore Wind",2032,10600
"Canada Net-zero","Alberta","Onshore Wind",2033,12900
"Canada Net-zero","Alberta","Onshore Wind",2034,15200
"Canada Net-zero","Alberta","Onshore Wind",2035,17500
"Canada Net-zero","Alberta","Onshore Wind",2036,17500
"Canada Net-zero","Alberta","Onshore Wind",2037,17500
"Canada Net-zero","Alberta","Onshore Wind",2038,17500
"Canada Net-zero","Alberta","Onshore Wind",2039,17500
"Canada Net-zero","Alberta","Onshore Wind",2040,17500
"Canada Net-zero","Alberta","Onshore Wind",2041,17600
"Canada Net-zero","Alberta","Onshore Wind",2042,17800
"Canada Net-zero","Alberta","Onshore Wind",2043,18000
"Canada Net-zero","Alberta","Onshore Wind",2044,18100
"Canada Net-zero","Alberta","Onshore Wind",2045,18300
"Canada Net-zero","Alberta","Onshore Wind",2046,18300
"Canada Net-zero","Alberta","Onshore Wind",2047,18300
"Canada Net-zero","Alberta","Onshore Wind",2048,18300
"Canada Net-zero","Alberta","Onshore Wind",2049,18400
"Canada Net-zero","Alberta","Onshore Wind",2050,18400
"Canada Net-zero","Alberta","Solar (Distributed)",2020,100
"Canada Net-zero","Alberta","Solar (Distributed)",2021,100
"Canada Net-zero","Alberta","Solar (Distributed)",2022,100
"Canada Net-zero","Alberta","Solar (Distributed)",2023,165
"Canada Net-zero","Alberta","Solar (Distributed)",2024,165
"Canada Net-zero","Alberta","Solar (Distributed)",2025,220.8333333
"Canada Net-zero","Alberta","Solar (Distributed)",2026,276.6666667
"Canada Net-zero","Alberta","Solar (Distributed)",2027,332.5
"Canada Net-zero","Alberta","Solar (Distributed)",2028,388.3333333
"Canada Net-zero","Alberta","Solar (Distributed)",2029,444.1666667
"Canada Net-zero","Alberta","Solar (Distributed)",2030,500
"Canada Net-zero","Alberta","Solar (Distributed)",2031,600
"Canada Net-zero","Alberta","Solar (Distributed)",2032,700
"Canada Net-zero","Alberta","Solar (Distributed)",2033,800
"Canada Net-zero","Alberta","Solar (Distributed)",2034,900
"Canada Net-zero","Alberta","Solar (Distributed)",2035,1000
"Canada Net-zero","Alberta","Solar (Distributed)",2036,1100
"Canada Net-zero","Alberta","Solar (Distributed)",2037,1200
"Canada Net-zero","Alberta","Solar (Distributed)",2038,1300
"Canada Net-zero","Alberta","Solar (Distributed)",2039,1400
"Canada Net-zero","Alberta","Solar (Distributed)",2040,1500
"Canada Net-zero","Alberta","Solar (Distributed)",2041,1550
"Canada Net-zero","Alberta","Solar (Distributed)",2042,1600
"Canada Net-zero","Alberta","Solar (Distributed)",2043,1650
"Canada Net-zero","Alberta","Solar (Distributed)",2044,1700
"Canada Net-zero","Alberta","Solar (Distributed)",2045,1750
"Canada Net-zero","Alberta","Solar (Distributed)",2046,1800
"Canada Net-zero","Alberta","Solar (Distributed)",2047,1850
"Canada Net-zero","Alberta","Solar (Distributed)",2048,1900
"Canada Net-zero","Alberta","Solar (Distributed)",2049,1950
"Canada Net-zero","Alberta","Solar (Distributed)",2050,2000
"Canada Net-zero","Alberta","Solar (Utility scale)",2020,71
"Canada Net-zero","Alberta","Solar (Utility scale)",2021,305
"Canada Net-zero","Alberta","Solar (Utility scale)",2022,949
"Canada Net-zero","Alberta","Solar (Utility scale)",2023,1180
"Canada Net-zero","Alberta","Solar (Utility scale)",2024,1180
"Canada Net-zero","Alberta","Solar (Utility scale)",2025,1180
"Canada Net-zero","Alberta","Solar (Utility scale)",2026,1330
"Canada Net-zero","Alberta","Solar (Utility scale)",2027,1480
"Canada Net-zero","Alberta","Solar (Utility scale)",2028,1630
"Canada Net-zero","Alberta","Solar (Utility scale)",2029,1780
"Canada Net-zero","Alberta","Solar (Utility scale)",2030,1930
"Canada Net-zero","Alberta","Solar (Utility scale)",2031,4150
"Canada Net-zero","Alberta","Solar (Utility scale)",2032,6360
"Canada Net-zero","Alberta","Solar (Utility scale)",2033,8580
"Canada Net-zero","Alberta","Solar (Utility scale)",2034,10800
"Canada Net-zero","Alberta","Solar (Utility scale)",2035,13000
"Canada Net-zero","Alberta","Solar (Utility scale)",2036,13000
"Canada Net-zero","Alberta","Solar (Utility scale)",2037,13000
"Canada Net-zero","Alberta","Solar (Utility scale)",2038,13000
"Canada Net-zero","Alberta","Solar (Utility scale)",2039,13000
"Canada Net-zero","Alberta","Solar (Utility scale)",2040,13000
"Canada Net-zero","Alberta","Solar (Utility scale)",2041,13100
"Canada Net-zero","Alberta","Solar (Utility scale)",2042,13200
"Canada Net-zero","Alberta","Solar (Utility scale)",2043,13300
"Canada Net-zero","Alberta","Solar (Utility scale)",2044,13400
"Canada Net-zero","Alberta","Solar (Utility scale)",2045,13500
"Canada Net-zero","Alberta","Solar (Utility scale)",2046,13500
"Canada Net-zero","Alberta","Solar (Utility scale)",2047,13600
"Canada Net-zero","Alberta","Solar (Utility scale)",2048,13700
"Canada Net-zero","Alberta","Solar (Utility scale)",2049,13800
"Canada Net-zero","Alberta","Solar (Utility scale)",2050,13800
"Canada Net-zero","Alberta","Total",2020,17223.15
"Canada Net-zero","Alberta","Total",2021,16177.15
"Canada Net-zero","Alberta","Total",2022,16686.15
"Canada Net-zero","Alberta","Total",2023,19502.15
"Canada Net-zero","Alberta","Total",2024,18672.15
"Canada Net-zero","Alberta","Total",2025,21477.9833333
"Canada Net-zero","Alberta","Total",2026,22409.8166667
"Canada Net-zero","Alberta","Total",2027,23242.65
"Canada Net-zero","Alberta","Total",2028,24084.4833333
"Canada Net-zero","Alberta","Total",2029,25016.3166667
"Canada Net-zero","Alberta","Total",2030,25857.15
"Canada Net-zero","Alberta","Total",2031,30704.95
"Canada Net-zero","Alberta","Total",2032,35402.15
"Canada Net-zero","Alberta","Total",2033,39859.15
"Canada Net-zero","Alberta","Total",2034,43716.15
"Canada Net-zero","Alberta","Total",2035,46914.15
"Canada Net-zero","Alberta","Total",2036,46694.15
"Canada Net-zero","Alberta","Total",2037,47057.15
"Canada Net-zero","Alberta","Total",2038,46757.15
"Canada Net-zero","Alberta","Total",2039,47447.15
"Canada Net-zero","Alberta","Total",2040,46612.15
"Canada Net-zero","Alberta","Total",2041,47099.55
"Canada Net-zero","Alberta","Total",2042,47832.15
"Canada Net-zero","Alberta","Total",2043,48549.15
"Canada Net-zero","Alberta","Total",2044,49047.15
"Canada Net-zero","Alberta","Total",2045,49564.15
"Canada Net-zero","Alberta","Total",2046,50810.15
"Canada Net-zero","Alberta","Total",2047,52487.15
"Canada Net-zero","Alberta","Total",2048,54057.15
"Canada Net-zero","Alberta","Total",2049,54857.15
"Canada Net-zero","Alberta","Total",2050,55427.15
"Canada Net-zero","Alberta","Uranium SMR",2020,0
"Canada Net-zero","Alberta","Uranium SMR",2021,0
"Canada Net-zero","Alberta","Uranium SMR",2022,0
"Canada Net-zero","Alberta","Uranium SMR",2023,0
"Canada Net-zero","Alberta","Uranium SMR",2024,0
"Canada Net-zero","Alberta","Uranium SMR",2025,0
"Canada Net-zero","Alberta","Uranium SMR",2026,0
"Canada Net-zero","Alberta","Uranium SMR",2027,0
"Canada Net-zero","Alberta","Uranium SMR",2028,0
"Canada Net-zero","Alberta","Uranium SMR",2029,0
"Canada Net-zero","Alberta","Uranium SMR",2030,0
"Canada Net-zero","Alberta","Uranium SMR",2031,91.8
"Canada Net-zero","Alberta","Uranium SMR",2032,184
"Canada Net-zero","Alberta","Uranium SMR",2033,275
"Canada Net-zero","Alberta","Uranium SMR",2034,367
"Canada Net-zero","Alberta","Uranium SMR",2035,459
"Canada Net-zero","Alberta","Uranium SMR",2036,795
"Canada Net-zero","Alberta","Uranium SMR",2037,1130
"Canada Net-zero","Alberta","Uranium SMR",2038,1470
"Canada Net-zero","Alberta","Uranium SMR",2039,1800
"Canada Net-zero","Alberta","Uranium SMR",2040,2140
"Canada Net-zero","Alberta","Uranium SMR",2041,2140
"Canada Net-zero","Alberta","Uranium SMR",2042,2140
"Canada Net-zero","Alberta","Uranium SMR",2043,2140
"Canada Net-zero","Alberta","Uranium SMR",2044,2140
"Canada Net-zero","Alberta","Uranium SMR",2045,2140
"Canada Net-zero","Alberta","Uranium SMR",2046,2140
"Canada Net-zero","Alberta","Uranium SMR",2047,2140
"Canada Net-zero","Alberta","Uranium SMR",2048,2140
"Canada Net-zero","Alberta","Uranium SMR",2049,2140
"Canada Net-zero","Alberta","Uranium SMR",2050,2140
"Canada Net-zero","British Columbia","Bioenergy",2020,979
"Canada Net-zero","British Columbia","Bioenergy",2021,979
"Canada Net-zero","British Columbia","Bioenergy",2022,979
"Canada Net-zero","British Columbia","Bioenergy",2023,979
"Canada Net-zero","British Columbia","Bioenergy",2024,979
"Canada Net-zero","British Columbia","Bioenergy",2025,1079
"Canada Net-zero","British Columbia","Bioenergy",2026,1079
"Canada Net-zero","British Columbia","Bioenergy",2027,1079
"Canada Net-zero","British Columbia","Bioenergy",2028,1079
"Canada Net-zero","British Columbia","Bioenergy",2029,1079
"Canada Net-zero","British Columbia","Bioenergy",2030,1079
"Canada Net-zero","British Columbia","Bioenergy",2031,1079
"Canada Net-zero","British Columbia","Bioenergy",2032,1079
"Canada Net-zero","British Columbia","Bioenergy",2033,1079
"Canada Net-zero","British Columbia","Bioenergy",2034,1079
"Canada Net-zero","British Columbia","Bioenergy",2035,1079
"Canada Net-zero","British Columbia","Bioenergy",2036,1079
"Canada Net-zero","British Columbia","Bioenergy",2037,1079
"Canada Net-zero","British Columbia","Bioenergy",2038,1079
"Canada Net-zero","British Columbia","Bioenergy",2039,1079
"Canada Net-zero","British Columbia","Bioenergy",2040,1079
"Canada Net-zero","British Columbia","Bioenergy",2041,1079
"Canada Net-zero","British Columbia","Bioenergy",2042,1079
"Canada Net-zero","British Columbia","Bioenergy",2043,1079
"Canada Net-zero","British Columbia","Bioenergy",2044,1079
"Canada Net-zero","British Columbia","Bioenergy",2045,1079
"Canada Net-zero","British Columbia","Bioenergy",2046,1079
"Canada Net-zero","British Columbia","Bioenergy",2047,1079
"Canada Net-zero","British Columbia","Bioenergy",2048,1079
"Canada Net-zero","British Columbia","Bioenergy",2049,1079
"Canada Net-zero","British Columbia","Bioenergy",2050,1079
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2020,0
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2021,0
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2022,0
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2023,0
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2024,0
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2025,0
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2026,0
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2027,0
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2028,0
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2029,0
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2030,0
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2031,16.7
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2032,33.3
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2033,50
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2034,66.7
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2035,83.3
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2036,100
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2037,117
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2038,133
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2039,150
