"Scenario","Region","Variable","Year","Value"
"Canada Net-zero","Alberta","Interprovincial In-Flows",2005,1740.06
"Canada Net-zero","Alberta","Interprovincial In-Flows",2006,2025.42
"Canada Net-zero","Alberta","Interprovincial In-Flows",2007,1781.5
"Canada Net-zero","Alberta","Interprovincial In-Flows",2008,2298.93
"Canada Net-zero","Alberta","Interprovincial In-Flows",2009,4449.73
"Canada Net-zero","Alberta","Interprovincial In-Flows",2010,5024.25
"Canada Net-zero","Alberta","Interprovincial In-Flows",2011,9094.89
"Canada Net-zero","Alberta","Interprovincial In-Flows",2012,6585.95
"Canada Net-zero","Alberta","Interprovincial In-Flows",2013,4398.96
"Canada Net-zero","Alberta","Interprovincial In-Flows",2014,1368.56
"Canada Net-zero","Alberta","Interprovincial In-Flows",2015,1056.758
"Canada Net-zero","Alberta","Interprovincial In-Flows",2016,1298.568
"Canada Net-zero","Alberta","Interprovincial In-Flows",2017,1286.289
"Canada Net-zero","Alberta","Interprovincial In-Flows",2018,2274.671
"Canada Net-zero","Alberta","Interprovincial In-Flows",2019,909.5008
"Canada Net-zero","Alberta","Interprovincial In-Flows",2020,5483.165
"Canada Net-zero","Alberta","Interprovincial In-Flows",2021,4867.463
"Canada Net-zero","Alberta","Interprovincial In-Flows",2022,3365.95983117575
"Canada Net-zero","Alberta","Interprovincial In-Flows",2023,1481.27571337661
"Canada Net-zero","Alberta","Interprovincial In-Flows",2024,1901.27108938254
"Canada Net-zero","Alberta","Interprovincial In-Flows",2025,1659.40029835285
"Canada Net-zero","Alberta","Interprovincial In-Flows",2026,1451.76311656751
"Canada Net-zero","Alberta","Interprovincial In-Flows",2027,1428.35716080102
"Canada Net-zero","Alberta","Interprovincial In-Flows",2028,996.420033247341
"Canada Net-zero","Alberta","Interprovincial In-Flows",2029,857.279262877532
"Canada Net-zero","Alberta","Interprovincial In-Flows",2030,853.584431239327
"Canada Net-zero","Alberta","Interprovincial In-Flows",2031,1059.41075649208
"Canada Net-zero","Alberta","Interprovincial In-Flows",2032,1339.20156814893
"Canada Net-zero","Alberta","Interprovincial In-Flows",2033,1896.10380416785
"Canada Net-zero","Alberta","Interprovincial In-Flows",2034,2411.76427747993
"Canada Net-zero","Alberta","Interprovincial In-Flows",2035,7758.41971949159
"Canada Net-zero","Alberta","Interprovincial In-Flows",2036,7867.59651638737
"Canada Net-zero","Alberta","Interprovincial In-Flows",2037,7749.7018008306
"Canada Net-zero","Alberta","Interprovincial In-Flows",2038,7743.6321622997
"Canada Net-zero","Alberta","Interprovincial In-Flows",2039,7633.3961153096
"Canada Net-zero","Alberta","Interprovincial In-Flows",2040,7425.99458479458
"Canada Net-zero","Alberta","Interprovincial In-Flows",2041,7550.41235014903
"Canada Net-zero","Alberta","Interprovincial In-Flows",2042,7628.21411760057
"Canada Net-zero","Alberta","Interprovincial In-Flows",2043,7809.87317216296
"Canada Net-zero","Alberta","Interprovincial In-Flows",2044,8001.13922301079
"Canada Net-zero","Alberta","Interprovincial In-Flows",2045,8434.29221812708
"Canada Net-zero","Alberta","Interprovincial In-Flows",2046,8485.68722838444
"Canada Net-zero","Alberta","Interprovincial In-Flows",2047,8497.26533882179
"Canada Net-zero","Alberta","Interprovincial In-Flows",2048,8538.08509407782
"Canada Net-zero","Alberta","Interprovincial In-Flows",2049,8598.78012735389
"Canada Net-zero","Alberta","Interprovincial In-Flows",2050,8741.59276858762
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2005,953
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2006,421
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2007,1101
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2008,439
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2009,602
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2010,467
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2011,410
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2012,1678
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2013,1864
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2014,384.16
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2015,630.582
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2016,0
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2017,0
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2018,441.579
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2019,201.5676
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2020,918.003
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2021,1409.3
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2022,3405.7838682669
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2023,4879.2177516675
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2024,5591.43083740241
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2025,5577.13545329986
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2026,5850.76911582504
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2027,5866.81221572312
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2028,6653.70276257315
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2029,6838.52105648461
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2030,7103.88342406732
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2031,6337.21816101616
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2032,6121.64394482579
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2033,5618.86913313633
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2034,5120.25461408059
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2035,11388.9912320898
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2036,11389.8205062822
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2037,11655.8410385987
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2038,11965.6887081897
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2039,12344.8258645964
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2040,12569.7706691665
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2041,12478.4061092711
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2042,12183.7445063156
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2043,11857.1383747238
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2044,11788.6777128607
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2045,11423.1299613481
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2046,11353.4257489003
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2047,11359.4485673371
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2048,11345.5477952839
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2049,11308.2750802927
"Canada Net-zero","British Columbia","Interprovincial In-Flows",2050,11336.5123486996
"Canada Net-zero","Canada","Interprovincial In-Flows",2005,47302.96
"Canada Net-zero","Canada","Interprovincial In-Flows",2006,47099.68
"Canada Net-zero","Canada","Interprovincial In-Flows",2007,46149.38
"Canada Net-zero","Canada","Interprovincial In-Flows",2008,47999.26
"Canada Net-zero","Canada","Interprovincial In-Flows",2009,45240.37
"Canada Net-zero","Canada","Interprovincial In-Flows",2010,52316.89
"Canada Net-zero","Canada","Interprovincial In-Flows",2011,54500.26
"Canada Net-zero","Canada","Interprovincial In-Flows",2012,54648.3
"Canada Net-zero","Canada","Interprovincial In-Flows",2013,57773.2
"Canada Net-zero","Canada","Interprovincial In-Flows",2014,43214.46
"Canada Net-zero","Canada","Interprovincial In-Flows",2015,50026.326
"Canada Net-zero","Canada","Interprovincial In-Flows",2016,41370.49
"Canada Net-zero","Canada","Interprovincial In-Flows",2017,39973.71
"Canada Net-zero","Canada","Interprovincial In-Flows",2018,50361.7
"Canada Net-zero","Canada","Interprovincial In-Flows",2019,50825.56
"Canada Net-zero","Canada","Interprovincial In-Flows",2020,50520.6743085883
"Canada Net-zero","Canada","Interprovincial In-Flows",2021,56900.1186565702
"Canada Net-zero","Canada","Interprovincial In-Flows",2022,65158.0372328659
"Canada Net-zero","Canada","Interprovincial In-Flows",2023,63186.1443604093
"Canada Net-zero","Canada","Interprovincial In-Flows",2024,64336.7329365431
"Canada Net-zero","Canada","Interprovincial In-Flows",2025,63925.4391962601
"Canada Net-zero","Canada","Interprovincial In-Flows",2026,63395.6765644896
"Canada Net-zero","Canada","Interprovincial In-Flows",2027,64331.5334913964
"Canada Net-zero","Canada","Interprovincial In-Flows",2028,68277.4331117119
"Canada Net-zero","Canada","Interprovincial In-Flows",2029,69839.7134477556
"Canada Net-zero","Canada","Interprovincial In-Flows",2030,71145.7885251117
"Canada Net-zero","Canada","Interprovincial In-Flows",2031,69921.1330244939
"Canada Net-zero","Canada","Interprovincial In-Flows",2032,70294.4418313386
"Canada Net-zero","Canada","Interprovincial In-Flows",2033,71118.0551653461
"Canada Net-zero","Canada","Interprovincial In-Flows",2034,71442.4699293947
"Canada Net-zero","Canada","Interprovincial In-Flows",2035,108253.786243575
"Canada Net-zero","Canada","Interprovincial In-Flows",2036,107490.924806476
"Canada Net-zero","Canada","Interprovincial In-Flows",2037,107121.220247153
"Canada Net-zero","Canada","Interprovincial In-Flows",2038,106889.037000204
"Canada Net-zero","Canada","Interprovincial In-Flows",2039,106881.895764426
"Canada Net-zero","Canada","Interprovincial In-Flows",2040,106321.201212863
"Canada Net-zero","Canada","Interprovincial In-Flows",2041,105595.432790781
"Canada Net-zero","Canada","Interprovincial In-Flows",2042,106950.744996438
"Canada Net-zero","Canada","Interprovincial In-Flows",2043,106495.457398187
"Canada Net-zero","Canada","Interprovincial In-Flows",2044,104050.140464338
"Canada Net-zero","Canada","Interprovincial In-Flows",2045,103425.980993876
"Canada Net-zero","Canada","Interprovincial In-Flows",2046,102717.385418744
"Canada Net-zero","Canada","Interprovincial In-Flows",2047,102025.953696832
"Canada Net-zero","Canada","Interprovincial In-Flows",2048,101396.339023131
"Canada Net-zero","Canada","Interprovincial In-Flows",2049,100954.683991298
"Canada Net-zero","Canada","Interprovincial In-Flows",2050,100925.26278642
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2005,65.91
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2006,302.47
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2007,173.57
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2008,172.8
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2009,136.2
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2010,37.05
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2011,19.05
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2012,47.04
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2013,92.65
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2014,198.69
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2015,789
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2016,1095.761
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2017,1194.336
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2018,39.604
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2019,0
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2020,0.428
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2021,8.264
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2022,557.506031626389
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2023,537.13304835622
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2024,498.856666066355
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2025,634.673690441307
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2026,492.966387472355
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2027,431.792275311336
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2028,325.130538867237
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2029,274.774866555478
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2030,150.649564828728
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2031,195.54933076541
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2032,188.799013936568
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2033,225.585161616233
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2034,279.993500376403
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2035,4298.14413481101
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2036,4365.14438359395
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2037,4439.15985064065
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2038,4497.64774760892
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2039,4566.4329666496
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2040,4584.30833169445
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2041,4612.7178065669
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2042,4695.61976087465
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2043,4801.63530191061
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2044,4975.25718914381
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2045,5086.53612233387
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2046,5253.4309066896
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2047,5428.92836544675
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2048,5592.82990234359
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2049,5702.43611160661
"Canada Net-zero","Manitoba","Interprovincial In-Flows",2050,5867.44266092413
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2005,83.15
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2006,171.94
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2007,1466.01
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2008,1779.26
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2009,3403.79
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2010,4648.9
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2011,4470.48
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2012,5305.98
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2013,3164.59
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2014,1802.4
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2015,6342.609
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2016,3847.729
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2017,3992.165
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2018,2943.688
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2019,1074.651
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2020,4762.013
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2021,5102.333
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2022,6362.63255851102
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2023,5490.31533252836
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2024,5603.76622209964
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2025,6530.20261577708
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2026,6106.69744207526
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2027,6428.28466885151
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2028,7781.11568359568
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2029,8713.29796717117
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2030,9471.73707559972
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2031,8537.25117869495
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2032,7956.08651310968
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2033,7733.29521883801
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2034,7323.56271549867
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2035,6531.82770695093
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2036,6280.40873516631
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2037,6011.7544245082
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2038,5766.2825732105
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2039,5834.52767529008
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2040,5674.21179665304
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2041,5272.27257249084
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2042,8684.93573124979
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2043,8890.41639638173
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2044,6341.6479972903
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2045,6489.21995128274
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2046,6521.83756731182
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2047,6565.41647118141
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2048,6600.31873387744
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2049,6563.21843108755
"Canada Net-zero","New Brunswick","Interprovincial In-Flows",2050,6507.73345066171
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2005,15.69
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2006,15.66
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2007,16.95
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2008,17.11
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2009,19.6
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2010,21.33
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2011,22.66
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2012,22.03
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2013,23.05
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2014,22.48
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2015,24.579
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2016,0
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2017,0
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2018,0
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2019,0
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2020,205.241
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2021,36.261
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2022,17.737998357457
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2023,17.3254960062573
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2024,27.0258801584679
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2025,0.3995438472756
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2026,2.3910407542316
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2027,4.24860231159601
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2028,3.7561223052983
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2029,3.03924941368173
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2030,4.01194519939157
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2031,90.2895086039016
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2032,414.89531001753
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2033,957.67858629124
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2034,1392.92538172402
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2035,1810.9028631066
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2036,1673.32813109983
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2037,1582.23763323714
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2038,1481.73140013628
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2039,1339.67552027554
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2040,1267.12728959763
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2041,1250.08375823307
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2042,860.797925308902
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2043,759.456852093775
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2044,817.319948039389
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2045,711.497910451104
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2046,676.579618953862
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2047,636.376189495945
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2048,591.98523373197
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2049,567.674764701049
"Canada Net-zero","Newfoundland and Labrador","Interprovincial In-Flows",2050,526.372529910959
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2005,185.86
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2006,106.31
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2007,280.6
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2008,300.22
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2009,299.26
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2010,265.11
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2011,381.83
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2012,178.68
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2013,559.51
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2014,230.31
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2015,623.468
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2016,1132.515
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2017,1224.524
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2018,526.513
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2019,3416.4
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2020,633.126
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2021,1006.642
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2022,4459.0825576638
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2023,4501.9400690505
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2024,4617.67519739456
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2025,5301.30819992633
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2026,4576.83768526139
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2027,4316.14377089409
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2028,4179.30215073912
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2029,4051.39391094102
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2030,4099.09139126196
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2031,3431.2320895293
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2032,2786.3461042266
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2033,2364.74626968588
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2034,2064.35408050146
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2035,1865.60209459815
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2036,1908.07597470338
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2037,1971.09653958198
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2038,2041.0952633225
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2039,2115.50648165295
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2040,2178.66122573778
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2041,2238.62137934997
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2042,2548.38249138031
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2043,2663.68420384269
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2044,2679.87364951202
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2045,2807.84323897312
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2046,2845.05291952337
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2047,2880.1027816929
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2048,2920.07075355173
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2049,2982.46559801816
"Canada Net-zero","Nova Scotia","Interprovincial In-Flows",2050,3074.64184980339
"Canada Net-zero","Ontario","Interprovincial In-Flows",2005,5795
"Canada Net-zero","Ontario","Interprovincial In-Flows",2006,4889
"Canada Net-zero","Ontario","Interprovincial In-Flows",2007,4198
"Canada Net-zero","Ontario","Interprovincial In-Flows",2008,3639
"Canada Net-zero","Ontario","Interprovincial In-Flows",2009,5483
"Canada Net-zero","Ontario","Interprovincial In-Flows",2010,3929
"Canada Net-zero","Ontario","Interprovincial In-Flows",2011,4165
"Canada Net-zero","Ontario","Interprovincial In-Flows",2012,5026
"Canada Net-zero","Ontario","Interprovincial In-Flows",2013,6056
"Canada Net-zero","Ontario","Interprovincial In-Flows",2014,3900.14
"Canada Net-zero","Ontario","Interprovincial In-Flows",2015,5839.745
"Canada Net-zero","Ontario","Interprovincial In-Flows",2016,824.7177
"Canada Net-zero","Ontario","Interprovincial In-Flows",2017,770.796
"Canada Net-zero","Ontario","Interprovincial In-Flows",2018,8528.492
"Canada Net-zero","Ontario","Interprovincial In-Flows",2019,5978.7
"Canada Net-zero","Ontario","Interprovincial In-Flows",2020,6087.786
"Canada Net-zero","Ontario","Interprovincial In-Flows",2021,9120.345
"Canada Net-zero","Ontario","Interprovincial In-Flows",2022,2459.50918025299
"Canada Net-zero","Ontario","Interprovincial In-Flows",2023,2968.20077760722
"Canada Net-zero","Ontario","Interprovincial In-Flows",2024,3158.39076582809
"Canada Net-zero","Ontario","Interprovincial In-Flows",2025,8229.87857818029
"Canada Net-zero","Ontario","Interprovincial In-Flows",2026,11314.1222693718
"Canada Net-zero","Ontario","Interprovincial In-Flows",2027,13010.1176571191
"Canada Net-zero","Ontario","Interprovincial In-Flows",2028,15478.7393862862
"Canada Net-zero","Ontario","Interprovincial In-Flows",2029,16011.8887398906
"Canada Net-zero","Ontario","Interprovincial In-Flows",2030,16283.1219837529
"Canada Net-zero","Ontario","Interprovincial In-Flows",2031,16093.7704731559
"Canada Net-zero","Ontario","Interprovincial In-Flows",2032,16450.2875947994
"Canada Net-zero","Ontario","Interprovincial In-Flows",2033,16328.6008033977
"Canada Net-zero","Ontario","Interprovincial In-Flows",2034,16310.6804077864
"Canada Net-zero","Ontario","Interprovincial In-Flows",2035,26373.7745582028
"Canada Net-zero","Ontario","Interprovincial In-Flows",2036,26426.019634562
"Canada Net-zero","Ontario","Interprovincial In-Flows",2037,26754.7754816405
"Canada Net-zero","Ontario","Interprovincial In-Flows",2038,27066.1124190535
"Canada Net-zero","Ontario","Interprovincial In-Flows",2039,27174.5544418693
"Canada Net-zero","Ontario","Interprovincial In-Flows",2040,27214.7800568933
"Canada Net-zero","Ontario","Interprovincial In-Flows",2041,26648.8246667862
"Canada Net-zero","Ontario","Interprovincial In-Flows",2042,24067.4508136572
"Canada Net-zero","Ontario","Interprovincial In-Flows",2043,23022.6975763092
"Canada Net-zero","Ontario","Interprovincial In-Flows",2044,23026.6020267609
"Canada Net-zero","Ontario","Interprovincial In-Flows",2045,21788.1440562971
"Canada Net-zero","Ontario","Interprovincial In-Flows",2046,20538.6163457078
"Canada Net-zero","Ontario","Interprovincial In-Flows",2047,19316.1702777708
"Canada Net-zero","Ontario","Interprovincial In-Flows",2048,18226.0067545749
