Country,Scenario,Year,Technology,Mode,Powertrain,Metal,Metal_demand_t
Canada,Current Measures,2024,Vehicle battery,2 and 3 wheelers,BEV,Aluminum,0.023664039894334216
Canada,Current Measures,2024,Vehicle battery,2 and 3 wheelers,BEV,Cobalt,0.7837937962471425
Canada,Current Measures,2024,Vehicle battery,2 and 3 wheelers,BEV,Copper,0.25154466557419214
Canada,Current Measures,2024,Vehicle battery,2 and 3 wheelers,BEV,Lithium,0.06554209720510158
Canada,Current Measures,2024,Vehicle battery,2 and 3 wheelers,BEV,Manganese,0.7611499018784831
Canada,Current Measures,2024,Vehicle battery,2 and 3 wheelers,BEV,Nickel,0.0714
Canada,Current Measures,2024,Vehicle battery,Buses,BEV,Cobalt,13.61158510772057
Canada,Current Measures,2024,Vehicle battery,Buses,BEV,Copper,19.97560851705846
Canada,Current Measures,2024,Vehicle battery,Buses,BEV,Lithium,23.553297845589395
Canada,Current Measures,2024,Vehicle battery,Buses,BEV,Manganese,9.987804258529223
Canada,Current Measures,2024,Vehicle battery,Buses,BEV,Nickel,35.51219715259817
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Aluminum,57.30409660686816
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Cobalt,1898.0104673827864
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Copper,609.1326705571123
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Lithium,158.7146863692166
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Manganese,1843.176723176327
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Nickel,172.9
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Cobalt,61.75
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Copper,54.38684469630227
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Lithium,43.96081833542767
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Manganese,157.7218819845018
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Cobalt,535.6623322819055
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Copper,1737.0199981763792
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Graphite,233.71265412211625
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Lithium,641.0884999999998
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Manganese,212.81089223231095
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Nickel,2834.6467760830483
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Cobalt,1414.200481310873
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Copper,2075.402310292161
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Lithium,2447.1128737826252
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Manganese,1037.7011551460798
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Nickel,3689.6045470211325
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Manganese,411.1646086427881
Canada,Current Measures,2024,Vehicle battery,Cars,BEV,Nickel,248.00414924285693
Canada,Current Measures,2024,Vehicle battery,Trucks,BEV,Cobalt,151.23983453022856
Canada,Current Measures,2024,Vehicle battery,Trucks,BEV,Copper,221.951205745094
Canada,Current Measures,2024,Vehicle battery,Trucks,BEV,Lithium,261.7033093954377
Canada,Current Measures,2024,Vehicle battery,Trucks,BEV,Manganese,110.97560287254693
Canada,Current Measures,2024,Vehicle battery,Trucks,BEV,Nickel,394.57996836220195
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Aluminum,3.8280064534952407
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Cobalt,126.79017292233186
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Copper,40.69104884288403
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Lithium,10.602398077295845
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Manganese,123.12719000975463
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Nickel,11.55
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Cobalt,4.125
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Copper,3.6331293015748485
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Lithium,2.9366538564152083
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Manganese,10.53607713661652
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Cobalt,35.783111265795306
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Copper,116.03574886603342
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Graphite,15.612383777388333
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Lithium,42.82574999999999
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Manganese,14.216112234142228
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Nickel,189.3589951634425
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Cobalt,94.47088235477493
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Copper,138.64023530291766
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Lithium,163.47110290450738
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Manganese,69.32011765145877
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Nickel,246.47155880910395
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Manganese,27.46646171095548
Canada,Current Measures,2024,Vehicle battery,Vans,BEV,Nickel,16.567078795575462
Canada,Current Measures,2024,Vehicle battery,Buses,FCEV,Cobalt,0.09830589244464857
Canada,Current Measures,2024,Vehicle battery,Buses,FCEV,Copper,0.1442682837343111
Canada,Current Measures,2024,Vehicle battery,Buses,FCEV,Lithium,0.17010715110703453
Canada,Current Measures,2024,Vehicle battery,Buses,FCEV,Manganese,0.0721341418671555
Canada,Current Measures,2024,Vehicle battery,Buses,FCEV,Nickel,0.25647697943543124
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Aluminum,0.00016240027378464658
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Cobalt,0.005378977033068625
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Copper,0.001726286920607201
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Lithium,0.0004497987063095207
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Manganese,0.0052235777579895904
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Nickel,0.00049
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Cobalt,0.00017500000000000003
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Copper,0.00015413275824862995
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Lithium,0.0001245853151206452
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Manganese,0.00044698509064433715
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Cobalt,0.00151807138703374
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Copper,0.004922728739771115
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Graphite,0.0006623435541922323
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Lithium,0.0018168499999999996
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Manganese,0.0006031077917514886
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Nickel,0.008033411916024833
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Cobalt,0.004007855615051057
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Copper,0.005881706952244992
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Lithium,0.0069351376989790995
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Manganese,0.0029408534761224936
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Nickel,0.010456369161598351
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Manganese,0.0011652438301617476
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Nickel,0.0007028457670850195
Canada,Current Measures,2024,Vehicle battery,Trucks,FCEV,Cobalt,0.45371950359068575
Canada,Current Measures,2024,Vehicle battery,Trucks,FCEV,Copper,0.6658536172352821
Canada,Current Measures,2024,Vehicle battery,Trucks,FCEV,Lithium,0.7851099281863132
Canada,Current Measures,2024,Vehicle battery,Trucks,FCEV,Manganese,0.33292680861764073
Canada,Current Measures,2024,Vehicle battery,Trucks,FCEV,Nickel,1.1837399050866058
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Aluminum,4.315207274849181
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Cobalt,142.92710402153776
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Copper,45.869909604705626
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Lithium,11.951794196224407
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Manganese,138.7979232837234
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Nickel,13.02
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Cobalt,4.65
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Copper,4.095527576320738
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Lithium,3.310409801777144
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Manganese,11.877032408549528
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Cobalt,40.337325426896534
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Copper,130.80393508534678
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Graphite,17.59941443996503
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Lithium,48.2763
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Manganese,16.0254356093967
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Nickel,213.459230911517
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Cobalt,106.49444919992808
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Copper,156.28535615965262
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Lithium,184.27651600144466
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Manganese,78.14267807982625
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Nickel,277.840666293899
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Manganese,30.962193201440723
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Nickel,18.67561609683052
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Aluminum,0.6473738913838255
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Cobalt,21.442139304392416
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Copper,6.881472890374762
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Lithium,1.793026157265838
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Manganese,20.822673394134505
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Nickel,1.95328
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Cobalt,0.6976
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Copper,0.6144172123099672
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Lithium,0.496632661875212
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Manganese,1.7818102813342263
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Cobalt,6.051466283398499
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Copper,19.62340325065331
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Graphite,2.6402906480257213
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Lithium,7.2424832
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Manganese,2.4041599744333624
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Nickel,32.023475157822425
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Cobalt,15.976457583197815
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Copper,23.44616439934918
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Lithium,27.645440336044686
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Manganese,11.72308219967458
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Nickel,41.6820750121772
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Manganese,4.644994833833343
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Nickel,2.801744040677198
Canada,Current Measures,2025,Vehicle battery,2 and 3 wheelers,BEV,Aluminum,0.033862934327410436
Canada,Current Measures,2025,Vehicle battery,2 and 3 wheelers,BEV,Cobalt,1.1215987619638623
Canada,Current Measures,2025,Vehicle battery,2 and 3 wheelers,BEV,Copper,0.3599571556160505
Canada,Current Measures,2025,Vehicle battery,2 and 3 wheelers,BEV,Lithium,0.09378989146601716
Canada,Current Measures,2025,Vehicle battery,2 and 3 wheelers,BEV,Manganese,1.089195642659355
Canada,Current Measures,2025,Vehicle battery,2 and 3 wheelers,BEV,Nickel,0.10217247442842556
Canada,Current Measures,2025,Vehicle battery,Buses,BEV,Cobalt,19.478001839620706
Canada,Current Measures,2025,Vehicle battery,Buses,BEV,Copper,28.584836840355678
Canada,Current Measures,2025,Vehicle battery,Buses,BEV,Lithium,33.704463891226524
Canada,Current Measures,2025,Vehicle battery,Buses,BEV,Manganese,14.29241842017783
Canada,Current Measures,2025,Vehicle battery,Buses,BEV,Nickel,50.81749377410426
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Aluminum,98.40170328082797
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Cobalt,3259.2340494714585
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Copper,1045.993146319582
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Lithium,272.54239049536744
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Manganese,3165.0743969042433
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Nickel,296.90119039789545
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Cobalt,88.36344952318316
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Copper,77.82686973355317
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Lithium,62.90736116567429
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Manganese,225.69796854152193
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Cobalt,740.093927617901
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Copper,2399.940924210141
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Graphite,322.90737223653
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Lithium,885.7552180203882
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Manganese,294.02860641915106
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Nickel,3916.4689011895093
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Cobalt,1909.1533549152039
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Copper,2801.7677379237507
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Lithium,3303.5724528305354
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Manganese,1400.8838689618744
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Nickel,4980.921016747519
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Manganese,686.4330957913214
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Nickel,414.03917641600054
Canada,Current Measures,2025,Vehicle battery,Trucks,BEV,Cobalt,216.42224266245225
Canada,Current Measures,2025,Vehicle battery,Trucks,BEV,Copper,317.6092982261742
Canada,Current Measures,2025,Vehicle battery,Trucks,BEV,Lithium,374.49404323585014
Canada,Current Measures,2025,Vehicle battery,Trucks,BEV,Manganese,158.80464911308698
Canada,Current Measures,2025,Vehicle battery,Trucks,BEV,Nickel,564.6388197122694
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Aluminum,6.573393134144378
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Cobalt,217.72211261651438
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Copper,69.8740360901745
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Lithium,18.20627304928568
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Manganese,211.43209533975713
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Nickel,19.833480330223782
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Cobalt,5.902821526852316
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Copper,5.198960933617925
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Lithium,4.2023136001361365
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Manganese,15.076989801356726
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Cobalt,49.4394728975521
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Copper,160.31994028124424
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Graphite,21.570735392318802
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Lithium,59.169882985167625
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Manganese,19.6415870684858
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Nickel,261.6264650592183
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Cobalt,127.53453585465937
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Copper,187.1626221689955
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Lithium,220.68398976398313
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Manganese,93.58131108449767
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Nickel,332.7335901875873
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Manganese,45.85484243140406
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Nickel,27.65848749337656
Canada,Current Measures,2025,Vehicle battery,Buses,FCEV,Cobalt,0.14067445773059398
Canada,Current Measures,2025,Vehicle battery,Buses,FCEV,Copper,0.20644604384701323
Canada,Current Measures,2025,Vehicle battery,Buses,FCEV,Lithium,0.24342112810330266
Canada,Current Measures,2025,Vehicle battery,Buses,FCEV,Manganese,0.10322302192350655
Canada,Current Measures,2025,Vehicle battery,Buses,FCEV,Nickel,0.3670152328129752
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Aluminum,0.0002788712238727918
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Cobalt,0.009236695686761217
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Copper,0.0029643530462498276
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Lithium,0.000772387341484847
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Manganese,0.008969846468959392
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Nickel,0.0008414203776458575
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Cobalt,0.0002504227314422195
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Copper,0.00022056197900197254
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Lithium,0.00017827997091486643
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Manganese,0.0006396298703605884
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Cobalt,0.0020974321835325136
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Copper,0.006801452011931575
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Graphite,0.0009151221075529191
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Lithium,0.0025102374599768086
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Manganese,0.0008332794513903068
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Nickel,0.011099304578269867
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Cobalt,0.005410556066561306
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Copper,0.007940232455654355
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Lithium,0.009362351080896255
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Manganese,0.003970116227827175
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Nickel,0.014115970492806737
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Manganese,0.001945356951635324
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Nickel,0.0011733903785068843
Canada,Current Measures,2025,Vehicle battery,Trucks,FCEV,Cobalt,0.6492667279873569
Canada,Current Measures,2025,Vehicle battery,Trucks,FCEV,Copper,0.9528278946785226
Canada,Current Measures,2025,Vehicle battery,Trucks,FCEV,Lithium,1.1234821297075506
Canada,Current Measures,2025,Vehicle battery,Trucks,FCEV,Manganese,0.47641394733926096
Canada,Current Measures,2025,Vehicle battery,Trucks,FCEV,Nickel,1.6939164591368085
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Aluminum,7.4100068057627535
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Cobalt,245.43219967679806
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Copper,78.76709522892399
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Lithium,20.52343507374022
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Manganese,238.34163474663532
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Nickel,22.357741463161357
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Cobalt,6.654089721178976
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Copper,5.860646870623842
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Lithium,4.737153512880737
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Manganese,16.995879412438494
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Cobalt,55.73176944814965
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Copper,180.72429631703898
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Graphite,24.316101714977567
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Lithium,66.70059536509807
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Manganese,22.141425422656727
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Nickel,294.9243787940279
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Cobalt,143.7662040543433
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Copper,210.9833195359586
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Lithium,248.77104300667193
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Manganese,105.49165976797921
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Nickel,375.08150166600757
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Manganese,51.69091328631004
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Nickel,31.178658628897217
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Aluminum,1.1116603758494834
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Cobalt,36.82010806334072
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Copper,11.816758200365028
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Lithium,3.0789566252561675
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Manganese,35.75637083854899
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Nickel,3.3541420311185726
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Cobalt,0.9982565568805276
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Copper,0.879223066010149
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Lithium,0.7106749012012048
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Manganese,2.5497474146488375
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Cobalt,8.360963949898752
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Copper,27.112530991562664
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Graphite,3.6479381841652367
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Lithium,10.006523726170409
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Manganese,3.321689973085017
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Nickel,44.24499927886319
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Cobalt,21.568022354475247
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Copper,31.652035206082736
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Lithium,37.32100636590416
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Manganese,15.826017603041354
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Nickel,56.27029151875417
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Manganese,7.754748625490298
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Nickel,4.6774693031223
Canada,Current Measures,2026,Vehicle battery,2 and 3 wheelers,BEV,Aluminum,0.045646830826826905
Canada,Current Measures,2026,Vehicle battery,2 and 3 wheelers,BEV,Cobalt,1.5119017285368865
Canada,Current Measures,2026,Vehicle battery,2 and 3 wheelers,BEV,Copper,0.48521794444764427
Canada,Current Measures,2026,Vehicle battery,2 and 3 wheelers,BEV,Lithium,0.126427652950037
Canada,Current Measures,2026,Vehicle battery,2 and 3 wheelers,BEV,Manganese,1.468222710916814
Canada,Current Measures,2026,Vehicle battery,2 and 3 wheelers,BEV,Nickel,0.13772727461534467
Canada,Current Measures,2026,Vehicle battery,Buses,BEV,Cobalt,26.256113726626992
Canada,Current Measures,2026,Vehicle battery,Buses,BEV,Copper,38.53201848511945
Canada,Current Measures,2026,Vehicle battery,Buses,BEV,Lithium,45.43321457249996
Canada,Current Measures,2026,Vehicle battery,Buses,BEV,Manganese,19.26600924255971
Canada,Current Measures,2026,Vehicle battery,Buses,BEV,Nickel,68.50137436176682
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Aluminum,154.75170686192888
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Cobalt,5125.643311059367
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Copper,1644.9839724509354
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Lithium,428.61453323649806
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Manganese,4977.562876814062
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Nickel,466.9224662939823
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Cobalt,0.0
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Copper,0.0
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Lithium,0.0
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Manganese,0.0
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Cobalt,926.3779298857512
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Copper,3004.013709954012
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Graphite,404.18418780995955
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Lithium,1108.7026317000987
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Manganese,368.03654452140273
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Nickel,4902.256616026456
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Cobalt,2470.5752725626157
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Copper,3625.6794536474304
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Lithium,4275.049142631425
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Manganese,1812.8397268237138
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Nickel,6445.653130421486
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Manganese,1189.676070728067
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Nickel,717.5826800108379
Canada,Current Measures,2026,Vehicle battery,Trucks,BEV,Cobalt,291.73459696252206
Canada,Current Measures,2026,Vehicle battery,Trucks,BEV,Copper,428.1335387235494
Canada,Current Measures,2026,Vehicle battery,Trucks,BEV,Lithium,504.81349524999945
Canada,Current Measures,2026,Vehicle battery,Trucks,BEV,Manganese,214.06676936177456
Canada,Current Measures,2026,Vehicle battery,Trucks,BEV,Nickel,761.126381797409
Canada,Current Measures,2026,Vehicle battery,Vans,BEV,Aluminum,10.337664628428447
