Country,Mode,Battery_type,Powertrain,Year,EV_sales,Scenario,Associated_battery_cap,Installed_battery_cap
Canada,Trucks,All,BEV,2049,88627.6535522219,Global Net-zero,350.0,31019678.743277665
Canada,Vans,All,BEV,2049,487452.09453722043,Global Net-zero,75.0,36558907.09029153
Canada,Buses,All,FCEV,2049,576.0797480894423,Global Net-zero,35.0,20162.79118313048
Canada,Cars,All,FCEV,2049,886.276535522219,Global Net-zero,1.75,1550.9839371638832
Canada,Trucks,All,FCEV,2049,265.8829606566657,Global Net-zero,350.0,93059.036229833
Canada,Cars,All,PHEV,2049,2747457.260118879,Global Net-zero,15.0,41211858.90178318
Canada,Vans,All,PHEV,2049,283608.4913671101,Global Net-zero,21.8,6182665.111803001
Canada,2 and 3 wheelers,All,BEV,2050,7730.068933389943,Global Net-zero,3.0,23190.206800169828
Canada,Buses,All,BEV,2050,9548.90868242287,Global Net-zero,300.0,2864672.604726861
Canada,Cars,All,BEV,2050,8639488.807906406,Global Net-zero,65.0,561566772.5139164
Canada,Trucks,All,BEV,2050,90941.98745164639,Global Net-zero,350.0,31829695.608076237
Canada,Vans,All,BEV,2050,500180.9309840551,Global Net-zero,75.0,37513569.82380413
Canada,Buses,All,FCEV,2050,591.1229184357015,Global Net-zero,35.0,20689.302145249552
Canada,Cars,All,FCEV,2050,909.4198745164638,Global Net-zero,1.75,1591.4847804038116
Canada,Trucks,All,FCEV,2050,272.8259623549392,Global Net-zero,350.0,95489.08682422871
Canada,Cars,All,PHEV,2050,2819201.611001038,Global Net-zero,15.0,42288024.16501557
Canada,Vans,All,PHEV,2050,291014.3598452684,Global Net-zero,21.8,6344113.044626852
Canada,2 and 3 wheelers,LFP,BEV,2024,170.0,Current Measures,3.0,510.0
Canada,Buses,NMC,BEV,2024,210.0,Current Measures,300.0,63000.0
Canada,Cars,LFP,BEV,2024,190000.0,Current Measures,65.0,5126361.5
Canada,Cars,LMFP,BEV,2024,190000.0,Current Measures,65.0,745692.9999999997
Canada,Cars,LMO,BEV,2024,190000.0,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2024,190000.0,Current Measures,65.0,1025296.9999999991
Canada,Cars,NMC,BEV,2024,190000.0,Current Measures,65.0,5219604.000000002
Canada,Cars,Na-ion,BEV,2024,190000.0,Current Measures,65.0,233044.50000000006
Canada,Trucks,NMC,BEV,2024,2000.0,Current Measures,350.0,700000.0
Canada,Vans,LFP,BEV,2024,11000.0,Current Measures,75.0,342449.25
Canada,Vans,LMFP,BEV,2024,11000.0,Current Measures,75.0,49813.49999999997
Canada,Vans,LMO,BEV,2024,11000.0,Current Measures,75.0,0.0
Canada,Vans,NCA,BEV,2024,11000.0,Current Measures,75.0,68491.49999999994
Canada,Vans,NMC,BEV,2024,11000.0,Current Measures,75.0,348678.0000000001
Canada,Vans,Na-ion,BEV,2024,11000.0,Current Measures,75.0,15567.750000000004
Canada,Buses,NMC,FCEV,2024,13.0,Current Measures,35.0,455.0
Canada,Cars,LFP,FCEV,2024,20.0,Current Measures,1.75,14.52815
Canada,Cars,LMFP,FCEV,2024,20.0,Current Measures,1.75,2.113299999999999
Canada,Cars,LMO,FCEV,2024,20.0,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2024,20.0,Current Measures,1.75,2.9056999999999973
Canada,Cars,NMC,FCEV,2024,20.0,Current Measures,1.75,14.792400000000004
Canada,Cars,Na-ion,FCEV,2024,20.0,Current Measures,1.75,0.6604500000000002
Canada,Trucks,NMC,FCEV,2024,6.0,Current Measures,350.0,2100.0
Canada,Cars,LFP,PHEV,2024,62000.0,Current Measures,15.0,386033.7
Canada,Cars,LMFP,PHEV,2024,62000.0,Current Measures,15.0,56153.39999999997
Canada,Cars,LMO,PHEV,2024,62000.0,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2024,62000.0,Current Measures,15.0,77208.59999999993
Canada,Cars,NMC,PHEV,2024,62000.0,Current Measures,15.0,393055.2000000001
Canada,Cars,Na-ion,PHEV,2024,62000.0,Current Measures,15.0,17549.100000000006
Canada,Vans,LFP,PHEV,2024,6400.0,Current Measures,21.8,57913.3568
Canada,Vans,LMFP,PHEV,2024,6400.0,Current Measures,21.8,8424.217599999996
Canada,Vans,LMO,PHEV,2024,6400.0,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2024,6400.0,Current Measures,21.8,11582.95039999999
Canada,Vans,NMC,PHEV,2024,6400.0,Current Measures,21.8,58966.73280000002
Canada,Vans,Na-ion,PHEV,2024,6400.0,Current Measures,21.8,2632.7424000000005
Canada,2 and 3 wheelers,LFP,BEV,2025,243.2677962581561,Current Measures,3.0,729.8033887744683
Canada,Buses,NMC,BEV,2025,300.5072777306634,Current Measures,300.0,90152.18331919903
Canada,Cars,LFP,BEV,2025,271887.53699440975,Current Measures,65.0,7535988.429135153
Canada,Cars,LMFP,BEV,2025,271887.53699440975,Current Measures,65.0,1600438.797763893
Canada,Cars,LMO,BEV,2025,271887.53699440975,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2025,271887.53699440975,Current Measures,65.0,1467186.715882932
Canada,Cars,NMC,BEV,2025,271887.53699440975,Current Measures,65.0,6735592.303354161
Canada,Cars,Na-ion,BEV,2025,271887.53699440975,Current Measures,65.0,333483.65850049333
Canada,Trucks,NMC,BEV,2025,2861.9740736253657,Current Measures,350.0,1001690.925768878
Canada,Vans,LFP,BEV,2025,15740.857404939512,Current Measures,75.0,503416.231096073
Canada,Vans,LMFP,BEV,2025,15740.857404939512,Current Measures,75.0,106911.90349434913
Canada,Vans,LMO,BEV,2025,15740.857404939512,Current Measures,75.0,0.0
Canada,Vans,NCA,BEV,2025,15740.857404939512,Current Measures,75.0,98010.44863185578
Canada,Vans,NMC,BEV,2025,15740.857404939512,Current Measures,75.0,449948.4737058448
Canada,Vans,Na-ion,BEV,2025,15740.857404939512,Current Measures,75.0,22277.24844234065
Canada,Buses,NMC,FCEV,2025,18.602831478564877,Current Measures,35.0,651.0991017497707
Canada,Cars,LFP,FCEV,2025,28.619740736253657,Current Measures,1.75,21.35705222831825
Canada,Cars,LMFP,FCEV,2025,28.619740736253657,Current Measures,1.75,4.535656511881479
Canada,Cars,LMO,FCEV,2025,28.619740736253657,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2025,28.619740736253657,Current Measures,1.75,4.158019032866609
Canada,Cars,NMC,FCEV,2025,28.619740736253657,Current Measures,1.75,19.08872312691463
Canada,Cars,Na-ion,FCEV,2025,28.619740736253657,Current Measures,1.75,0.9450953884629367
Canada,Trucks,NMC,FCEV,2025,8.585922220876098,Current Measures,350.0,3005.072777306634
Canada,Cars,LFP,PHEV,2025,88721.19628238634,Current Measures,15.0,567487.3877810278
Canada,Cars,LMFP,PHEV,2025,88721.19628238634,Current Measures,15.0,120518.87302999357
Canada,Cars,LMO,PHEV,2025,88721.19628238634,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2025,88721.19628238634,Current Measures,15.0,110484.50573045562
Canada,Cars,NMC,PHEV,2025,88721.19628238634,Current Measures,15.0,507214.6430865887
Canada,Cars,Na-ion,PHEV,2025,88721.19628238634,Current Measures,15.0,25112.53460772946
Canada,Vans,LFP,PHEV,2025,9158.31703560117,Current Measures,21.8,85135.31219699893
Canada,Vans,LMFP,PHEV,2025,9158.31703560117,Current Measures,21.8,18080.422758220113
Canada,Vans,LMO,PHEV,2025,9158.31703560117,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2025,9158.31703560117,Current Measures,21.8,16575.051870444266
Canada,Vans,NMC,PHEV,2025,9158.31703560117,Current Measures,21.8,76093.10430477512
Canada,Vans,Na-ion,PHEV,2025,9158.31703560117,Current Measures,21.8,3767.4202456671123
Canada,2 and 3 wheelers,LFP,BEV,2026,327.92208241748733,Current Measures,3.0,983.766247252462
Canada,Buses,NMC,BEV,2026,405.08021945689615,Current Measures,300.0,121524.06583706885
Canada,Cars,LFP,BEV,2026,366501.15093719173,Current Measures,65.0,10517905.004768169
Canada,Cars,LMFP,BEV,2026,366501.15093719173,Current Measures,65.0,2696953.6943439655
Canada,Cars,LMO,BEV,2026,366501.15093719173,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2026,366501.15093719173,Current Measures,65.0,1707840.3881946756
Canada,Cars,NMC,BEV,2026,366501.15093719173,Current Measures,65.0,8270483.297106214
Canada,Cars,Na-ion,BEV,2026,366501.15093719173,Current Measures,65.0,629392.4265044384
Canada,Trucks,NMC,BEV,2026,3857.906851970439,Current Measures,350.0,1350267.3981896536
Canada,Vans,LFP,BEV,2026,21218.487685837415,Current Measures,75.0,702613.0873630559
Canada,Vans,LMFP,BEV,2026,21218.487685837415,Current Measures,75.0,180160.874318524
Canada,Vans,LMO,BEV,2026,21218.487685837415,Current Measures,75.0,0.0
Canada,Vans,NCA,BEV,2026,21218.487685837415,Current Measures,75.0,114086.50366482651
Canada,Vans,NMC,BEV,2026,21218.487685837415,Current Measures,75.0,552481.6777419131
Canada,Vans,Na-ion,BEV,2026,21218.487685837415,Current Measures,75.0,42044.433349486775
Canada,Buses,NMC,FCEV,2026,25.076394537807857,Current Measures,35.0,877.6738088232751
Canada,Cars,LFP,FCEV,2026,38.57906851970439,Current Measures,1.75,29.807827948735703
Canada,Cars,LMFP,FCEV,2026,38.57906851970439,Current Measures,1.75,7.643188607452534
Canada,Cars,LMO,FCEV,2026,38.57906851970439,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2026,38.57906851970439,Current Measures,1.75,4.840033488810822
Canada,Cars,NMC,FCEV,2026,38.57906851970439,Current Measures,1.75,23.4386166314751
Canada,Cars,Na-ion,FCEV,2026,38.57906851970439,Current Measures,1.75,1.7837032330085298
Canada,Trucks,NMC,FCEV,2026,11.573720555911319,Current Measures,350.0,4050.8021945689616
Canada,Cars,LFP,PHEV,2026,119595.11241108362,Current Measures,15.0,792036.5712092629
Canada,Cars,LMFP,PHEV,2026,119595.11241108362,Current Measures,15.0,203090.4401408816
Canada,Cars,LMO,PHEV,2026,119595.11241108362,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2026,119595.11241108362,Current Measures,15.0,128606.60413125898
Canada,Cars,NMC,PHEV,2026,119595.11241108362,Current Measures,15.0,622797.5276363384
Canada,Cars,Na-ion,PHEV,2026,119595.11241108362,Current Measures,15.0,47395.543048512365
Canada,Vans,LFP,PHEV,2026,12345.301926305407,Current Measures,21.8,118822.51872593159
Canada,Vans,LMFP,PHEV,2026,12345.301926305407,Current Measures,21.8,30467.93355747936
Canada,Vans,LMO,PHEV,2026,12345.301926305407,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2026,12345.301926305407,Current Measures,21.8,19293.756353111025
Canada,Vans,NMC,PHEV,2026,12345.301926305407,Current Measures,21.8,93433.02264066874
Canada,Vans,Na-ion,PHEV,2026,12345.301926305407,Current Measures,21.8,7110.350716267145
Canada,2 and 3 wheelers,LFP,BEV,2027,416.5631111649561,Current Measures,3.0,1249.6893334948684
Canada,Buses,NMC,BEV,2027,514.5779608508282,Current Measures,300.0,154373.38825524846
Canada,Cars,LFP,BEV,2027,465570.53600789217,Current Measures,65.0,13703579.878329499
Canada,Cars,LMFP,BEV,2027,465570.53600789217,Current Measures,65.0,4111104.2255836898
Canada,Cars,LMO,BEV,2027,465570.53600789217,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2027,465570.53600789217,Current Measures,65.0,2055400.802367643
Canada,Cars,NMC,BEV,2027,465570.53600789217,Current Measures,65.0,9249908.852351198
Canada,Cars,Na-ion,BEV,2027,465570.53600789217,Current Measures,65.0,1142091.0818809606
Canada,Trucks,NMC,BEV,2027,4900.742484293602,Current Measures,350.0,1715259.8695027605
Canada,Vans,LFP,BEV,2027,26954.08366361481,Current Measures,75.0,915421.327904602
Canada,Vans,LMFP,BEV,2027,26954.08366361481,Current Measures,75.0,274628.41992765537
Canada,Vans,LMO,BEV,2027,26954.08366361481,Current Measures,75.0,0.0
Canada,Vans,NCA,BEV,2027,26954.08366361481,Current Measures,75.0,137304.10218245388
Canada,Vans,NMC,BEV,2027,26954.08366361481,Current Measures,75.0,617908.8909465375
Canada,Vans,Na-ion,BEV,2027,26954.08366361481,Current Measures,75.0,76293.53380986174
Canada,Buses,NMC,FCEV,2027,31.854826147908412,Current Measures,35.0,1114.9189151767944
Canada,Cars,LFP,FCEV,2027,49.00742484293602,Current Measures,1.75,38.836056335346754
Canada,Cars,LMFP,FCEV,2027,49.00742484293602,Current Measures,1.75,11.6509026635975
Canada,Cars,LMO,FCEV,2027,49.00742484293602,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2027,49.00742484293602,Current Measures,1.75,5.825022516831377
Canada,Cars,NMC,FCEV,2027,49.00742484293602,Current Measures,1.75,26.214316585610685
Canada,Cars,Na-ion,FCEV,2027,49.00742484293602,Current Measures,1.75,3.23669537375171
Canada,Trucks,NMC,FCEV,2027,14.702227452880805,Current Measures,350.0,5145.779608508282
Canada,Cars,LFP,PHEV,2027,151923.01701310166,Current Measures,15.0,1031929.4969106424
Canada,Cars,LMFP,PHEV,2027,151923.01701310166,Current Measures,15.0,309581.1279184479
Canada,Cars,LMO,PHEV,2027,151923.01701310166,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2027,151923.01701310166,Current Measures,15.0,154779.169732948
Canada,Cars,NMC,PHEV,2027,151923.01701310166,Current Measures,15.0,696551.8407033696
Canada,Cars,Na-ion,PHEV,2027,151923.01701310166,Current Measures,15.0,86003.61993111686
Canada,Vans,LFP,PHEV,2027,15682.375949739526,Current Measures,21.8,154811.616568788
Canada,Vans,LMFP,PHEV,2027,15682.375949739526,Current Measures,21.8,46443.8268464321
Canada,Vans,LMO,PHEV,2027,15682.375949739526,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2027,15682.375949739526,Current Measures,21.8,23220.204044237536
Canada,Vans,NMC,PHEV,2027,15682.375949739526,Current Measures,21.8,104497.75571498295
Canada,Vans,Na-ion,PHEV,2027,15682.375949739526,Current Measures,21.8,12902.392529881105
Canada,2 and 3 wheelers,LFP,BEV,2028,512.018380380415,Current Measures,3.0,1536.055141141245
Canada,Buses,NMC,BEV,2028,632.4932934111009,Current Measures,300.0,189747.98802333028
Canada,Cars,LFP,BEV,2028,572255.836895758,Current Measures,65.0,17264815.535185795
Canada,Cars,LMFP,BEV,2028,572255.836895758,Current Measures,65.0,6176128.345281158
Canada,Cars,LMO,BEV,2028,572255.836895758,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2028,572255.836895758,Current Measures,65.0,2105329.223939498
Canada,Cars,NMC,BEV,2028,572255.836895758,Current Measures,65.0,10106324.207497533
Canada,Cars,Na-ion,BEV,2028,572255.836895758,Current Measures,65.0,1544032.0863202882
Canada,Trucks,NMC,BEV,2028,6023.745651534295,Current Measures,350.0,2108310.978037003
Canada,Vans,LFP,BEV,2028,33130.601083438625,Current Measures,75.0,1153317.636965853
Canada,Vans,LMFP,BEV,2028,33130.601083438625,Current Measures,75.0,412575.3752920612
Canada,Vans,LMO,BEV,2028,33130.601083438625,Current Measures,75.0,0.0
Canada,Vans,NCA,BEV,2028,33130.601083438625,Current Measures,75.0,140639.40159919724
Canada,Vans,NMC,BEV,2028,33130.601083438625,Current Measures,75.0,675118.8235777705
Canada,Vans,Na-ion,BEV,2028,33130.601083438625,Current Measures,75.0,103143.84382301521
Canada,Buses,NMC,FCEV,2028,39.15434673497292,Current Measures,35.0,1370.4021357240522
Canada,Cars,LFP,FCEV,2028,60.23745651534295,Current Measures,1.75,48.928627022793755
Canada,Cars,LMFP,FCEV,2028,60.23745651534295,Current Measures,1.75,17.5031977396632
Canada,Cars,LMO,FCEV,2028,60.23745651534295,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2028,60.23745651534295,Current Measures,1.75,5.966520067844731
Canada,Cars,NMC,FCEV,2028,60.23745651534295,Current Measures,1.75,28.641404636632682
Canada,Cars,Na-ion,FCEV,2028,60.23745651534295,Current Measures,1.75,4.3757994349157965
Canada,Trucks,NMC,FCEV,2028,18.071236954602885,Current Measures,350.0,6324.93293411101
Canada,Cars,LFP,PHEV,2028,186736.11519756314,Current Measures,15.0,1300103.518034234
Canada,Cars,LMFP,PHEV,2028,186736.11519756314,Current Measures,15.0,465084.96851105074
Canada,Cars,LMO,PHEV,2028,186736.11519756314,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2028,186736.11519756314,Current Measures,15.0,158538.9618027314
Canada,Cars,NMC,PHEV,2028,186736.11519756314,Current Measures,15.0,761043.0374876685
Canada,Cars,Na-ion,PHEV,2028,186736.11519756314,Current Measures,15.0,116271.24212776258
Canada,Vans,LFP,PHEV,2028,19275.986084909742,Current Measures,21.8,195043.4869205767
Canada,Vans,LMFP,PHEV,2028,19275.986084909742,Current Measures,21.8,69772.74710393742
Canada,Vans,LMO,PHEV,2028,19275.986084909742,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2028,19275.986084909742,Current Measures,21.8,23784.25371044848
Canada,Vans,NMC,PHEV,2028,19275.986084909742,Current Measures,21.8,114172.82214008548
Canada,Vans,Na-ion,PHEV,2028,19275.986084909742,Current Measures,21.8,17443.18677598434
Canada,2 and 3 wheelers,LFP,BEV,2029,615.5692379584278,Current Measures,3.0,1846.7077138752834
Canada,Buses,NMC,BEV,2029,760.4090586545285,Current Measures,300.0,228122.71759635856
Canada,Cars,LFP,BEV,2029,687989.1483064782,Current Measures,65.0,21431721.956182178
Canada,Cars,LMFP,BEV,2029,687989.1483064782,Current Measures,65.0,8437189.319713913
Canada,Cars,LMO,BEV,2029,687989.1483064782,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2029,687989.1483064782,Current Measures,65.0,2700151.0103584337
Canada,Cars,NMC,BEV,2029,687989.1483064782,Current Measures,65.0,10125342.69237093
Canada,Cars,Na-ion,BEV,2029,687989.1483064782,Current Measures,65.0,2024889.661295629
Canada,Trucks,NMC,BEV,2029,7241.991034805033,Current Measures,350.0,2534696.862181762
Canada,Vans,LFP,BEV,2029,39830.95069142768,Current Measures,75.0,1431673.7339150035
Canada,Vans,LMFP,BEV,2029,39830.95069142768,Current Measures,75.0,563617.9100213747
Canada,Vans,LMO,BEV,2029,39830.95069142768,Current Measures,75.0,0.0
Canada,Vans,NCA,BEV,2029,39830.95069142768,Current Measures,75.0,180374.46020613017
Canada,Vans,NMC,BEV,2029,39830.95069142768,Current Measures,75.0,676389.289166479
Canada,Vans,Na-ion,BEV,2029,39830.95069142768,Current Measures,75.0,135265.90854808857
Canada,Buses,NMC,FCEV,2029,47.07294172623271,Current Measures,35.0,1647.552960418145
Canada,Cars,LFP,FCEV,2029,72.41991034805034,Current Measures,1.75,60.73767356003046
Canada,Cars,LMFP,FCEV,2029,72.41991034805034,Current Measures,1.75,23.911062849391655
Canada,Cars,LMO,FCEV,2029,72.41991034805034,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2029,72.41991034805034,Current Measures,1.75,7.6522498269267345
Canada,Cars,NMC,FCEV,2029,72.41991034805034,Current Measures,1.75,28.69530317675972
Canada,Cars,Na-ion,FCEV,2029,72.41991034805034,Current Measures,1.75,5.738553695979516
Canada,Trucks,NMC,FCEV,2029,21.7259731044151,Current Measures,350.0,7604.090586545285
Canada,Cars,LFP,PHEV,2029,224501.72207895602,Current Measures,15.0,1613886.7545950948
Canada,Cars,LMFP,PHEV,2029,224501.72207895602,Current Measures,15.0,635351.0985695496
Canada,Cars,LMO,PHEV,2029,224501.72207895602,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2029,224501.72207895602,Current Measures,15.0,203331.20968691036
Canada,Cars,NMC,PHEV,2029,224501.72207895602,Current Measures,15.0,762475.1986967581
Canada,Cars,Na-ion,PHEV,2029,224501.72207895602,Current Measures,15.0,152481.56963602712
Canada,Vans,LFP,PHEV,2029,23174.371311376108,Current Measures,21.8,242117.72043129857
Canada,Vans,LMFP,PHEV,2029,23174.371311376108,Current Measures,21.8,95316.32824991782
Canada,Vans,LMO,PHEV,2029,23174.371311376108,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2029,23174.371311376108,Current Measures,21.8,30504.054167223374
Canada,Vans,NMC,PHEV,2029,23174.371311376108,Current Measures,21.8,114387.67712061475
Canada,Vans,Na-ion,PHEV,2029,23174.371311376108,Current Measures,21.8,22875.51461894463
Canada,2 and 3 wheelers,LFP,BEV,2030,725.7048408591357,Current Measures,3.0,2177.114522577407
Canada,Buses,NMC,BEV,2030,896.4589210612853,Current Measures,300.0,268937.6763183856
Canada,Cars,LFP,BEV,2030,811081.8809602105,Current Measures,65.0,25863008.49227228
Canada,Cars,LMFP,BEV,2030,811081.8809602105,Current Measures,65.0,11339614.115422558
Canada,Cars,LMO,BEV,2030,811081.8809602105,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2030,811081.8809602105,Current Measures,65.0,2387703.3952647136
Canada,Cars,NMC,BEV,2030,811081.8809602105,Current Measures,65.0,10146026.019401515
Canada,Cars,Na-ion,BEV,2030,811081.8809602105,Current Measures,65.0,2983970.2400526125
Canada,Trucks,NMC,BEV,2030,8537.70401010748,Current Measures,350.0,2988196.403537618
Canada,Vans,LFP,BEV,2030,46957.372055591135,Current Measures,75.0,1727690.8506983507
Canada,Vans,LMFP,BEV,2030,46957.372055591135,Current Measures,75.0,757504.5866577823
Canada,Vans,LMO,BEV,2030,46957.372055591135,Current Measures,75.0,0.0
Canada,Vans,NCA,BEV,2030,46957.372055591135,Current Measures,75.0,159502.45352982904
Canada,Vans,NMC,BEV,2030,46957.372055591135,Current Measures,75.0,677770.9689073886
Canada,Vans,Na-ion,BEV,2030,46957.372055591135,Current Measures,75.0,199334.04437598423
Canada,Buses,NMC,FCEV,2030,55.49507606569861,Current Measures,35.0,1942.3276622994515
Canada,Cars,LFP,FCEV,2030,85.37704010107478,Current Measures,1.75,73.29597548417246
Canada,Cars,LMFP,FCEV,2030,85.37704010107478,Current Measures,1.75,32.13655822184531
Canada,Cars,LMO,FCEV,2030,85.37704010107478,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2030,85.37704010107478,Current Measures,1.75,6.76677075581093
Canada,Cars,NMC,FCEV,2030,85.37704010107478,Current Measures,1.75,28.75391989304073
Canada,Cars,Na-ion,FCEV,2030,85.37704010107478,Current Measures,1.75,8.456595822011453
Canada,Trucks,NMC,FCEV,2030,25.613112030322437,Current Measures,350.0,8964.589210612852
Canada,Cars,LFP,PHEV,2030,264668.82431333186,Current Measures,15.0,1947578.7771508682
Canada,Cars,LMFP,PHEV,2030,264668.82431333186,Current Measures,15.0,853914.2613233182
Canada,Cars,LMO,PHEV,2030,264668.82431333186,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2030,264668.82431333186,Current Measures,15.0,179802.76579726185
Canada,Cars,NMC,PHEV,2030,264668.82431333186,Current Measures,15.0,764032.7285865109
Canada,Cars,Na-ion,PHEV,2030,264668.82431333186,Current Measures,15.0,224703.8318420186
Canada,Vans,LFP,PHEV,2030,27320.652832343934,Current Measures,21.8,292178.69998719264
Canada,Vans,LMFP,PHEV,2030,27320.652832343934,Current Measures,21.8,128105.50294605308
Canada,Vans,LMO,PHEV,2030,27320.652832343934,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2030,27320.652832343934,Current Measures,21.8,26974.281595735458
Canada,Vans,NMC,PHEV,2030,27320.652832343934,Current Measures,21.8,114621.34009934409
Canada,Vans,Na-ion,PHEV,2030,27320.652832343934,Current Measures,21.8,33710.40711677251
Canada,2 and 3 wheelers,LFP,BEV,2031,826.3031551255646,Current Measures,3.0,2478.909465376694
Canada,Buses,NMC,BEV,2031,1020.7274269198151,Current Measures,300.0,306218.2280759445
Canada,Cars,LFP,BEV,2031,923515.2910226899,Current Measures,65.0,29621924.15209925
Canada,Cars,LMFP,BEV,2031,923515.2910226899,Current Measures,65.0,13944314.644781841
Canada,Cars,LMO,BEV,2031,923515.2910226899,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2031,923515.2910226899,Current Measures,65.0,2446821.440529429
Canada,Cars,NMC,BEV,2031,923515.2910226899,Current Measures,65.0,10397235.288803026
Canada,Cars,Na-ion,BEV,2031,923515.2910226899,Current Measures,65.0,3618198.3902612925
Canada,Trucks,NMC,BEV,2031,9721.213589712524,Current Measures,350.0,3402424.756399384
Canada,Vans,LFP,BEV,2031,53466.67474341889,Current Measures,75.0,1978792.5040876018
Canada,Vans,LMFP,BEV,2031,53466.67474341889,Current Measures,75.0,931502.8001574914
Canada,Vans,LMO,BEV,2031,53466.67474341889,Current Measures,75.0,0.0
Canada,Vans,NCA,BEV,2031,53466.67474341889,Current Measures,75.0,163451.63469123715
Canada,Vans,NMC,BEV,2031,53466.67474341889,Current Measures,75.0,694552.1549200402
Canada,Vans,Na-ion,BEV,2031,53466.67474341889,Current Measures,75.0,241701.51190004585
Canada,Buses,NMC,FCEV,2031,63.18788833313141,Current Measures,35.0,2211.5760916595996
Canada,Cars,LFP,FCEV,2031,97.21213589712525,Current Measures,1.75,83.94877290068614
Canada,Cars,LMFP,FCEV,2031,97.21213589712525,Current Measures,1.75,39.51830061274206
Canada,Cars,LMO,FCEV,2031,97.21213589712525,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2031,97.21213589712525,Current Measures,1.75,6.934311774779758
Canada,Cars,NMC,FCEV,2031,97.21213589712525,Current Measures,1.75,29.465848996607768
Canada,Cars,Na-ion,FCEV,2031,97.21213589712525,Current Measures,1.75,10.254003535153462
Canada,Trucks,NMC,FCEV,2031,29.163640769137572,Current Measures,350.0,10207.274269198151
Canada,Cars,LFP,PHEV,2031,301357.6212810883,Current Measures,15.0,2230638.82278966
Canada,Cars,LMFP,PHEV,2031,301357.6212810883,Current Measures,15.0,1050057.7019957176
Canada,Cars,LMO,PHEV,2031,301357.6212810883,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2031,301357.6212810883,Current Measures,15.0,184254.5700155764
Canada,Cars,NMC,PHEV,2031,301357.6212810883,Current Measures,15.0,782949.7019098635
Canada,Cars,Na-ion,PHEV,2031,301357.6212810883,Current Measures,15.0,272463.52250550623
Canada,Vans,LFP,PHEV,2031,31107.88348708008,Current Measures,21.8,334643.7941458209
Canada,Vans,LMFP,PHEV,2031,31107.88348708008,Current Measures,21.8,157531.23718542207
Canada,Vans,LMO,PHEV,2031,31107.88348708008,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2031,31107.88348708008,Current Measures,21.8,27642.147966207765
Canada,Vans,NMC,PHEV,2031,31107.88348708008,Current Measures,21.8,117459.2929144776
Canada,Vans,Na-ion,PHEV,2031,31107.88348708008,Current Measures,21.8,40875.38780641746
Canada,2 and 3 wheelers,LFP,BEV,2032,936.853614635075,Current Measures,3.0,2810.560843905225
Canada,Buses,NMC,BEV,2032,1157.2897592550928,Current Measures,300.0,347186.9277765278
Canada,Cars,LFP,BEV,2032,1047071.6869450839,Current Measures,65.0,33782009.6748544
Canada,Cars,LMFP,BEV,2032,1047071.6869450839,Current Measures,65.0,16980875.220095832
Canada,Cars,LMO,BEV,2032,1047071.6869450839,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2032,1047071.6869450839,Current Measures,65.0,2465937.5884906263
Canada,Cars,NMC,BEV,2032,1047071.6869450839,Current Measures,65.0,10478465.199934237
Canada,Cars,Na-ion,BEV,2032,1047071.6869450839,Current Measures,65.0,4352371.968055362
Canada,Trucks,NMC,BEV,2032,11021.807231000883,Current Measures,350.0,3857632.530850309
Canada,Vans,LFP,BEV,2032,60619.939770504854,Current Measures,75.0,2256692.953988249
