Scenario,Region,Variable,Year,Value,Unit,Associated_MI
Global Net-zero,Canada,Hydro,2039,92.082,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2040,92.082,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2041,92.082,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2042,92.082,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2043,92.082,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2044,92.082,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2045,92.082,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2046,92.182,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2047,92.382,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2048,92.482,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2049,92.682,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2050,92.782,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2020,3.116936,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Natural Gas,2021,22.9816,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2022,23.4816,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2023,25.9116,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2024,26.176599999999997,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2025,31.540599999999998,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2026,33.1216,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2027,34.8416,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2028,36.1916,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2029,37.6216,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2030,38.1616,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2031,39.361599999999996,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2032,40.5116,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2033,41.1396,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2034,41.5396,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2035,31.671799999999998,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2036,31.0228,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2037,30.212799999999998,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2038,28.5798,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2039,27.7498,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2040,25.9898,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2041,25.7398,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2042,25.3098,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2043,25.3098,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2044,25.189799999999998,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2045,24.799799999999998,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2046,24.369799999999998,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2047,24.5798,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2048,24.3198,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2049,24.5698,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Natural Gas,2050,20.2238,GW,"Fossil energy, Natural gas"
Canada Net-zero,Canada,Total,2020,152.84425682977,GW,"Grid, Transmission grid"
Canada Net-zero,Canada,Total,2020,152.84425682977,GW,"Grid, Distribution grid"
Canada Net-zero,Canada,Total,2020,152.84425682977,GW,"Grid, Transmission transformers"
Canada Net-zero,Canada,Total,2020,152.84425682977,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Natural Gas with CCUS,2021,0.0,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2022,0.0,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2023,0.0,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2024,0.0,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2025,0.0,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2026,0.111,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2027,0.221,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2028,0.332,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2029,0.442,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2030,1.553,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2031,2.153,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2032,2.743,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2033,3.333,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2034,3.92,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2035,6.72,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2036,8.3371,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2037,9.9541,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2038,11.571200000000001,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2039,13.198,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2040,14.815,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2041,16.514,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2042,18.323,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2043,20.03,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2044,21.84,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2045,23.55,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2046,24.27,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2047,24.97,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2048,25.57,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2049,26.28,GW,"Fossil energy, Natural gas with CCS"
Global Net-zero,Canada,Natural Gas with CCUS,2050,26.98,GW,"Fossil energy, Natural gas with CCS"
Current Measures,Canada,Total,2020,154.24325682977,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2020,154.24325682977,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2020,154.24325682977,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2020,154.24325682977,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Offshore Wind,2021,0.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2022,0.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2023,0.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2024,0.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2025,0.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2026,0.4,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2027,0.8,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2028,1.2,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2029,1.6,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2030,2.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2031,2.6,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2032,3.2,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2033,3.8,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2034,4.4,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2035,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2036,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2037,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2038,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2039,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2040,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2041,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2042,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2043,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2044,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2045,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2046,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2047,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2048,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2049,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Offshore Wind,2050,5.0,GW,"Wind, Offshore"
Global Net-zero,Canada,Total,2020,152.84425682977,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2020,152.84425682977,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2020,152.84425682977,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2020,152.84425682977,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Oil,2021,3.66085,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2022,3.66085,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2023,3.66085,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2024,3.66485,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2025,3.6748499999999997,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2026,3.55085,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2027,3.51885,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2028,3.51885,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2029,3.51885,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2030,3.49305,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2031,3.00605,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2032,2.99005,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2033,2.99005,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2034,2.99005,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2035,2.99005,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2036,1.8650499999999999,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2037,1.8650499999999999,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2038,1.8650499999999999,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2039,1.8650499999999999,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2040,1.8650499999999999,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2041,1.81005,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2042,1.81005,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2043,1.81005,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2044,1.81005,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2045,1.81005,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2046,1.81005,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2047,1.81005,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2048,1.81005,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2049,1.81005,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Oil,2050,1.81005,GW,"Fossil energy, Natural gas"
Canada Net-zero,Canada,Uranium,2020,14.805,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Onshore Wind,2021,13.88131,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2022,15.24031,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2023,16.14031,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2024,17.80931,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2025,18.24081,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2026,19.23081,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2027,20.22181,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2028,21.222810000000003,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2029,22.21181,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2030,23.21224,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2031,27.696240000000003,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2032,32.16324,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2033,36.68324,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2034,41.17324,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2035,45.7067,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2036,47.4967,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2037,49.1667,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2038,51.0667,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2039,52.7467,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2040,54.571,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2041,58.711,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2042,62.941,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2043,67.181,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2044,71.411,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2045,75.58760000000001,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2046,78.67460000000001,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2047,81.67060000000001,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2048,84.6576,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2049,87.7446,GW,"Wind, Onshore"
Global Net-zero,Canada,Onshore Wind,2050,90.7676,GW,"Wind, Onshore"
Current Measures,Canada,Uranium,2020,14.805,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Solar (Distributed),2021,2.420077124844,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2022,2.482693419916,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2023,2.61030971499,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2024,2.755783152964,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2025,2.9570899241379998,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2026,3.204429568662,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2027,3.451769213987,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2028,3.69910885941299,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2029,3.94644850483599,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2030,4.193788150262001,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2031,4.4595196725,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2032,4.72525119574,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2033,4.990982717978,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2034,5.256714240216,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2035,5.522445763456,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2036,5.788177285494,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2037,6.053908808031999,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2038,6.3196403305699995,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2039,6.585371853110001,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2040,6.851103375648,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2041,6.986759175773,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2042,7.122414976787001,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2043,7.2580707769210004,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2044,7.3937265770459994,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2045,7.529382379171,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2046,7.665038179174999,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2047,7.8006939793,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2048,7.936349779434,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2049,8.072005580448,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2050,8.207661380572999,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Uranium,2020,14.805,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2021,3.3509360000000004,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2022,3.994936,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2023,4.225936,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2024,4.225936,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2025,4.348967,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2026,4.529967,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2027,4.709967,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2028,4.8899669999999995,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2029,5.070967,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2030,5.302267,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2031,8.126305,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2032,10.947305,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2033,13.777004999999999,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2034,16.597805,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2035,19.523335,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2036,19.633335,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2037,19.743335,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2038,19.853334999999998,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2039,19.963335,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2040,20.094015,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2041,21.485015,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2042,22.876015,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2043,24.257015,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2044,25.648015,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2045,26.977215,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2046,27.312615,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2047,27.657115,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2048,28.002915,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2049,28.337915000000002,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Solar (Utility scale),2050,28.592015,GW,"Solar CSP, Aggregated"
Canada Net-zero,Canada,Uranium SMR,2020,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Canada Net-zero,Canada,Uranium SMR,2020,0.0,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Total,2021,152.06987312484398,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2021,152.06987312484398,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2021,152.06987312484398,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2021,152.06987312484398,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2022,153.085489419916,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2022,153.085489419916,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2022,153.085489419916,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2022,153.085489419916,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2023,154.82410571499,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2023,154.82410571499,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2023,154.82410571499,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2023,154.82410571499,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2024,156.137079152964,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2024,156.137079152964,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2024,156.137079152964,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2024,156.137079152964,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2025,163.43511692413801,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2025,163.43511692413801,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2025,163.43511692413801,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2025,163.43511692413801,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2026,166.571456568662,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2026,166.571456568662,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2026,166.571456568662,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2026,166.571456568662,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2027,170.058796213987,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2027,170.058796213987,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2027,170.058796213987,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2027,170.058796213987,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2028,173.998135859412,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2028,173.998135859412,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2028,173.998135859412,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2028,173.998135859412,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2029,177.43497550483602,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2029,177.43497550483602,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2029,177.43497550483602,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2029,177.43497550483602,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2030,183.838245150262,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2030,183.838245150262,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2030,183.838245150262,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2030,183.838245150262,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2031,193.7435146725,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2031,193.7435146725,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2031,193.7435146725,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2031,193.7435146725,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2032,206.02254619574,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2032,206.02254619574,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2032,206.02254619574,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2032,206.02254619574,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2033,217.824577717977,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2033,217.824577717977,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2033,217.824577717977,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2033,217.824577717977,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2034,230.28460924021599,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2034,230.28460924021599,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2034,230.28460924021599,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2034,230.28460924021599,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2035,234.301930763455,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2035,234.301930763455,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2035,234.301930763455,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2035,234.301930763455,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2036,238.921462285494,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2036,238.921462285494,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2036,238.921462285494,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2036,238.921462285494,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2037,244.395193808032,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2037,244.395193808032,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2037,244.395193808032,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2037,244.395193808032,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2038,249.27902533057,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2038,249.27902533057,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2038,249.27902533057,GW,"Grid, Transmission transformers"
