material,stage,country,year,value,unit,note
antimony,mine,Tajikistan,2014,4700,t,
antimony,mine,Tajikistan,2015,8000,t,
antimony,mine,Tajikistan,2016,14000,t,
antimony,mine,Tajikistan,2017,14000,t,
antimony,mine,Tajikistan,2018,15200,t,
antimony,mine,Tajikistan,2019,28000,t,
antimony,mine,Tajikistan,2020,13000,t,
antimony,mine,Tajikistan,2021,16800,t,
antimony,mine,Tajikistan,2022,17000,t,
antimony,mine,Thailand,2006,940,t,
antimony,mine,Turkey,2014,4500,t,
antimony,mine,Turkey,2015,2500,t,
antimony,mine,Turkey,2016,4000,t,
antimony,mine,Turkey,2017,2000,t,
antimony,mine,Turkey,2018,2400,t,
antimony,mine,Turkey,2019,2400,t,
antimony,mine,Turkey,2020,1330,t,
antimony,mine,Turkey,2021,1300,t,
antimony,mine,Turkey,2022,1300,t,
antimony,mine,United States,1996,242,t,
antimony,mine,United States,1997,356,t,
antimony,mine,United States,1998,242,t,
antimony,mine,United States,1999,449,t,
antimony,mine,Vietnam,2015,1000,t,
antimony,mine,Vietnam,2016,643,t,
antimony,mine,Vietnam,2017,380,t,
antimony,mine,Vietnam,2018,240,t,
antimony,mine,Vietnam,2019,310,t,
antimony,mine,Vietnam,2020,390,t,
antimony,mine,Vietnam,2021,310,t,
antimony,mine,Vietnam,2022,300,t,
antimony,mine,World,1994,106000,t,
antimony,mine,World,1995,103000,t,
antimony,mine,World,1996,126000,t,
antimony,mine,World,1997,149000,t,
antimony,mine,World,1998,140000,t,
antimony,mine,World,1999,122000,t,
antimony,mine,World,2000,118000,t,
antimony,mine,World,2001,151000,t,
antimony,mine,World,2002,148000,t,
antimony,mine,World,2003,81600,t,
antimony,mine,World,2004,113000,t,
antimony,mine,World,2005,137000,t,
antimony,mine,World,2006,134000,t,
antimony,mine,World,2007,170000,t,
antimony,mine,World,2008,197000,t,
antimony,mine,World,2009,155000,t,
antimony,mine,World,2010,167000,t,
antimony,mine,World,2011,178000,t,
antimony,mine,World,2012,174000,t,
antimony,mine,World,2013,154000,t,
antimony,mine,World,2014,158000,t,
antimony,mine,World,2015,142000,t,
antimony,mine,World,2016,148000,t,
antimony,mine,World,2017,137000,t,
antimony,mine,World,2018,147000,t,
antimony,mine,World,2019,162000,t,
antimony,mine,World,2020,111000,t,
antimony,mine,World,2021,112000,t,
antimony,mine,World,2022,110000,t,
arsenic,production,Belgium,1997,2000,t,
arsenic,production,Belgium,1998,1500,t,
arsenic,production,Belgium,1999,1500,t,
arsenic,production,Belgium,2000,1500,t,
arsenic,production,Belgium,2001,1000,t,
arsenic,production,Belgium,2002,1000,t,
arsenic,production,Belgium,2003,1000,t,
arsenic,production,Belgium,2004,1000,t,
arsenic,production,Belgium,2005,1000,t,
arsenic,production,Belgium,2006,1000,t,
arsenic,production,Belgium,2007,1000,t,
arsenic,production,Belgium,2008,1000,t,
arsenic,production,Belgium,2009,1000,t,
arsenic,production,Belgium,2010,1000,t,
arsenic,production,Belgium,2011,1000,t,
arsenic,production,Belgium,2012,1000,t,
arsenic,production,Belgium,2013,1000,t,
arsenic,production,Belgium,2014,1000,t,
arsenic,production,Belgium,2015,1000,t,
arsenic,production,Belgium,2016,1000,t,
arsenic,production,Belgium,2017,1000,t,
arsenic,production,Belgium,2018,1000,t,
arsenic,production,Belgium,2019,1000,t,
arsenic,production,Belgium,2020,1000,t,
arsenic,production,Belgium,2021,1000,t,
arsenic,production,Belgium,2022,1000,t,
arsenic,production,Bolivia,2014,52,t,
arsenic,production,Bolivia,2015,50,t,
arsenic,production,Bolivia,2016,40,t,
arsenic,production,Bolivia,2017,40,t,
arsenic,production,Bolivia,2018,40,t,
arsenic,production,Bolivia,2019,120,t,
arsenic,production,Bolivia,2020,100,t,
arsenic,production,Bolivia,2021,120,t,
arsenic,production,Bolivia,2022,140,t,
arsenic,production,Chile,1997,6000,t,
arsenic,production,Chile,1998,8400,t,
arsenic,production,Chile,1999,8000,t,
arsenic,production,Chile,2000,8200,t,
arsenic,production,Chile,2001,8000,t,
arsenic,production,Chile,2002,8000,t,
arsenic,production,Chile,2003,8000,t,
arsenic,production,Chile,2004,8000,t,
arsenic,production,Chile,2005,11500,t,
arsenic,production,Chile,2006,11800,t,
arsenic,production,Chile,2007,11400,t,
arsenic,production,Chile,2008,10000,t,
arsenic,production,Chile,2009,11000,t,
arsenic,production,Chile,2010,11000,t,
arsenic,production,Chile,2011,10000,t,
arsenic,production,Chile,2012,10000,t,
arsenic,production,Chile,2013,10000,t,
arsenic,production,China,1997,15000,t,
arsenic,production,China,1998,15500,t,
arsenic,production,China,1999,16000,t,
arsenic,production,China,2000,16000,t,
arsenic,production,China,2001,16000,t,
arsenic,production,China,2002,16000,t,
arsenic,production,China,2003,16000,t,
arsenic,production,China,2004,30000,t,
arsenic,production,China,2005,30000,t,
arsenic,production,China,2006,30000,t,
arsenic,production,China,2007,25000,t,
arsenic,production,China,2008,25000,t,
arsenic,production,China,2009,25000,t,
arsenic,production,China,2010,25000,t,
arsenic,production,China,2011,25000,t,
arsenic,production,China,2012,26000,t,
arsenic,production,China,2013,25000,t,
arsenic,production,China,2014,25000,t,
arsenic,production,China,2015,25000,t,
arsenic,production,China,2016,25000,t,
arsenic,production,China,2017,24000,t,
arsenic,production,China,2018,24000,t,
arsenic,production,China,2019,24000,t,
arsenic,production,China,2020,24000,t,
arsenic,production,China,2021,24000,t,
arsenic,production,China,2022,24000,t,
arsenic,production,France,1997,2500,t,
arsenic,production,France,1998,2000,t,
arsenic,production,France,1999,1000,t,
arsenic,production,France,2000,1000,t,
arsenic,production,France,2001,1000,t,
arsenic,production,France,2002,1000,t,
arsenic,production,France,2003,1000,t,
arsenic,production,France,2004,1000,t,
arsenic,production,France,2005,1000,t,
arsenic,production,France,2006,1000,t,
arsenic,production,Ghana,1997,4600,t,
arsenic,production,Ghana,1998,5000,t,
arsenic,production,Ghana,1999,5000,t,
arsenic,production,Iran,2017,110,t,
arsenic,production,Iran,2018,110,t,
arsenic,production,Iran,2019,110,t,
arsenic,production,Japan,2014,45,t,
arsenic,production,Japan,2015,45,t,
arsenic,production,Japan,2016,45,t,
arsenic,production,Japan,2017,45,t,
arsenic,production,Japan,2018,45,t,
arsenic,production,Japan,2019,45,t,
arsenic,production,Japan,2020,40,t,
arsenic,production,Japan,2021,40,t,
arsenic,production,Japan,2022,45,t,
arsenic,production,Kazakhstan,1997,1500,t,
arsenic,production,Kazakhstan,1998,1500,t,
arsenic,production,Kazakhstan,1999,1500,t,
arsenic,production,Kazakhstan,2000,1500,t,
arsenic,production,Kazakhstan,2001,1500,t,
arsenic,production,Kazakhstan,2002,1500,t,
arsenic,production,Kazakhstan,2003,1500,t,
arsenic,production,Kazakhstan,2004,1500,t,
arsenic,production,Kazakhstan,2005,1500,t,
arsenic,production,Kazakhstan,2006,1500,t,
arsenic,production,Kazakhstan,2007,1500,t,
arsenic,production,Kazakhstan,2008,1500,t,
arsenic,production,Kazakhstan,2009,1500,t,
arsenic,production,Kazakhstan,2010,1500,t,
arsenic,production,Mexico,1997,3000,t,
arsenic,production,Mexico,1998,3000,t,
arsenic,production,Mexico,1999,2500,t,
arsenic,production,Mexico,2000,2400,t,
arsenic,production,Mexico,2001,2500,t,
arsenic,production,Mexico,2002,2300,t,
arsenic,production,Mexico,2003,2000,t,
arsenic,production,Mexico,2004,1800,t,
arsenic,production,Mexico,2005,1650,t,
arsenic,production,Mexico,2006,1750,t,
arsenic,production,Mexico,2007,1600,t,
arsenic,production,Mexico,2008,513,t,
arsenic,production,Mexico,2009,500,t,
arsenic,production,Morocco,2005,6900,t,
arsenic,production,Morocco,2006,6900,t,
arsenic,production,Morocco,2007,8950,t,
arsenic,production,Morocco,2008,8800,t,
arsenic,production,Morocco,2009,8500,t,
arsenic,production,Morocco,2010,8000,t,
arsenic,production,Morocco,2011,8000,t,
arsenic,production,Morocco,2012,8000,t,
arsenic,production,Morocco,2013,7500,t,
arsenic,production,Morocco,2014,8800,t,
arsenic,production,Morocco,2015,6900,t,
arsenic,production,Morocco,2016,7600,t,
arsenic,production,Morocco,2017,6000,t,
arsenic,production,Morocco,2018,6000,t,
arsenic,production,Morocco,2019,5500,t,
arsenic,production,Morocco,2020,7700,t,
arsenic,production,Morocco,2021,6880,t,
arsenic,production,Morocco,2022,6900,t,
arsenic,production,Namibia,2015,1960,t,
arsenic,production,Namibia,2016,1900,t,
arsenic,production,Namibia,2017,1900,t,
arsenic,production,Namibia,2018,700,t,
arsenic,production,Other countries,1997,2500,t,
arsenic,production,Other countries,1998,2400,t,
arsenic,production,Other countries,1999,1800,t,
arsenic,production,Other countries,2000,1800,t,
arsenic,production,Other countries,2001,1500,t,
arsenic,production,Other countries,2002,1700,t,
arsenic,production,Other countries,2003,1100,t,
arsenic,production,Other countries,2004,1200,t,
arsenic,production,Other countries,2005,790,t,
arsenic,production,Other countries,2006,800,t,
arsenic,production,Other countries,2007,630,t,
arsenic,production,Other countries,2008,400,t,
arsenic,production,Other countries,2009,505,t,
arsenic,production,Other countries,2010,310,t,
arsenic,production,Other countries,2011,300,t,
arsenic,production,Other countries,2012,200,t,
arsenic,production,Other countries,2013,200,t,
arsenic,production,Peru,2001,2500,t,
arsenic,production,Peru,2002,2000,t,
arsenic,production,Peru,2003,3000,t,
arsenic,production,Peru,2004,3500,t,
arsenic,production,Peru,2005,3600,t,
arsenic,production,Peru,2006,3500,t,
arsenic,production,Peru,2007,4320,t,
arsenic,production,Peru,2008,4000,t,
arsenic,production,Peru,2009,4850,t,
arsenic,production,Peru,2010,4500,t,
arsenic,production,Peru,2020,27000,t,
arsenic,production,Peru,2021,27000,t,
arsenic,production,Peru,2022,28000,t,
arsenic,production,Philippines,1997,2000,t,
arsenic,production,Russia,1997,1500,t,
arsenic,production,Russia,1998,1500,t,
arsenic,production,Russia,1999,1500,t,
arsenic,production,Russia,2000,1500,t,
arsenic,production,Russia,2001,1500,t,
arsenic,production,Russia,2002,1500,t,
arsenic,production,Russia,2003,1500,t,
arsenic,production,Russia,2004,1500,t,
arsenic,production,Russia,2005,1500,t,
arsenic,production,Russia,2006,1500,t,
arsenic,production,Russia,2007,1500,t,
arsenic,production,Russia,2008,1500,t,
arsenic,production,Russia,2009,1500,t,
arsenic,production,Russia,2010,1500,t,
arsenic,production,Russia,2011,1500,t,
arsenic,production,Russia,2012,1500,t,
arsenic,production,Russia,2013,1500,t,
arsenic,production,Russia,2014,1500,t,
arsenic,production,Russia,2015,1500,t,
arsenic,production,Russia,2016,1500,t,
arsenic,production,Russia,2017,1500,t,
arsenic,production,Russia,2018,1500,t,
arsenic,production,Russia,2019,1500,t,
arsenic,production,Russia,2020,120,t,
arsenic,production,Russia,2021,1000,t,
arsenic,production,Russia,2022,1000,t,
arsenic,production,World,1997,41000,t,
arsenic,production,World,1998,40800,t,
arsenic,production,World,1999,38800,t,
arsenic,production,World,2000,33900,t,
arsenic,production,World,2001,35500,t,
arsenic,production,World,2002,35000,t,
arsenic,production,World,2003,35100,t,
arsenic,production,World,2004,49500,t,
arsenic,production,World,2005,59400,t,
arsenic,production,World,2006,59800,t,
arsenic,production,World,2007,55900,t,
arsenic,production,World,2008,52700,t,
arsenic,production,World,2009,54400,t,
arsenic,production,World,2010,52800,t,
arsenic,production,World,2011,45800,t,
arsenic,production,World,2012,46700,t,
arsenic,production,World,2013,45200,t,
arsenic,production,World,2014,36400,t,
arsenic,production,World,2015,36500,t,
arsenic,production,World,2016,37000,t,
arsenic,production,World,2017,34600,t,
arsenic,production,World,2018,33400,t,
arsenic,production,World,2019,32300,t,
arsenic,production,World,2020,60000,t,
arsenic,production,World,2021,60000,t,
arsenic,production,World,2022,61000,t,
asbestos,mine,Brazil,1994,175000,t,
asbestos,mine,Brazil,1995,190000,t,
asbestos,mine,Brazil,1996,170000,t,
asbestos,mine,Brazil,1997,170000,t,
asbestos,mine,Brazil,1998,170000,t,
asbestos,mine,Brazil,1999,170000,t,
asbestos,mine,Brazil,2000,170000,t,
asbestos,mine,Brazil,2001,170000,t,
asbestos,mine,Brazil,2002,209000,t,
asbestos,mine,Brazil,2003,195000,t,
asbestos,mine,Brazil,2004,195000,t,
asbestos,mine,Brazil,2005,195000,t,
asbestos,mine,Brazil,2006,236000,t,
asbestos,mine,Brazil,2007,230000,t,
asbestos,mine,Brazil,2008,255000,t,
asbestos,mine,Brazil,2009,288000,t,
asbestos,mine,Brazil,2010,270000,t,
asbestos,mine,Brazil,2011,302000,t,
asbestos,mine,Brazil,2012,307000,t,
asbestos,mine,Brazil,2013,307000,t,
asbestos,mine,Brazil,2014,284000,t,
asbestos,mine,Brazil,2015,311000,t,
asbestos,mine,Brazil,2016,200000,t,
asbestos,mine,Brazil,2017,160000,t,
asbestos,mine,Brazil,2018,110000,t,
asbestos,mine,Brazil,2019,15000,t,
asbestos,mine,Brazil,2020,71200,t,
asbestos,mine,Brazil,2021,154000,t,
asbestos,mine,Brazil,2022,190000,t,
asbestos,mine,Canada,1994,518000,t,
asbestos,mine,Canada,1995,511000,t,
asbestos,mine,Canada,1996,521000,t,
asbestos,mine,Canada,1997,447000,t,
asbestos,mine,Canada,1998,330000,t,
asbestos,mine,Canada,1999,337000,t,
asbestos,mine,Canada,2000,340000,t,
asbestos,mine,Canada,2001,340000,t,
asbestos,mine,Canada,2002,272000,t,
asbestos,mine,Canada,2003,241000,t,
asbestos,mine,Canada,2004,200000,t,
asbestos,mine,Canada,2005,200000,t,
asbestos,mine,Canada,2006,244000,t,
asbestos,mine,Canada,2007,185000,t,
asbestos,mine,Canada,2008,180000,t,
asbestos,mine,Canada,2009,150000,t,
asbestos,mine,Canada,2010,100000,t,
asbestos,mine,Canada,2011,50000,t,
asbestos,mine,China,1994,240000,t,
asbestos,mine,China,1995,240000,t,
asbestos,mine,China,1996,250000,t,
asbestos,mine,China,1997,245000,t,
asbestos,mine,China,1998,250000,t,
asbestos,mine,China,1999,300000,t,
asbestos,mine,China,2000,260000,t,
asbestos,mine,China,2001,360000,t,
asbestos,mine,China,2002,360000,t,
asbestos,mine,China,2003,260000,t,
asbestos,mine,China,2004,355000,t,
asbestos,mine,China,2005,520000,t,
asbestos,mine,China,2006,350000,t,
asbestos,mine,China,2007,380000,t,
asbestos,mine,China,2008,280000,t,
asbestos,mine,China,2009,380000,t,
asbestos,mine,China,2010,400000,t,
asbestos,mine,China,2011,440000,t,
asbestos,mine,China,2012,420000,t,
asbestos,mine,China,2013,420000,t,
asbestos,mine,China,2014,400000,t,
asbestos,mine,China,2015,400000,t,
asbestos,mine,China,2016,200000,t,
asbestos,mine,China,2017,125000,t,
asbestos,mine,China,2018,125000,t,
asbestos,mine,China,2019,150000,t,
asbestos,mine,China,2020,120000,t,
asbestos,mine,China,2021,130000,t,
asbestos,mine,China,2022,130000,t,
asbestos,mine,India,2015,200,t,
asbestos,mine,Kazakhstan,1994,300000,t,
asbestos,mine,Kazakhstan,1995,250000,t,
asbestos,mine,Kazakhstan,1996,225000,t,
asbestos,mine,Kazakhstan,1997,125000,t,
asbestos,mine,Kazakhstan,1998,125000,t,
asbestos,mine,Kazakhstan,1999,125000,t,
asbestos,mine,Kazakhstan,2000,125000,t,
asbestos,mine,Kazakhstan,2001,235000,t,
asbestos,mine,Kazakhstan,2002,291000,t,
asbestos,mine,Kazakhstan,2003,353000,t,
asbestos,mine,Kazakhstan,2004,347000,t,
asbestos,mine,Kazakhstan,2005,355000,t,
asbestos,mine,Kazakhstan,2006,355000,t,
asbestos,mine,Kazakhstan,2007,300000,t,
asbestos,mine,Kazakhstan,2008,230000,t,
asbestos,mine,Kazakhstan,2009,230000,t,
asbestos,mine,Kazakhstan,2010,214000,t,
asbestos,mine,Kazakhstan,2011,223000,t,
asbestos,mine,Kazakhstan,2012,241000,t,
asbestos,mine,Kazakhstan,2013,242000,t,
asbestos,mine,Kazakhstan,2014,240000,t,
asbestos,mine,Kazakhstan,2015,215000,t,
asbestos,mine,Kazakhstan,2016,193000,t,
asbestos,mine,Kazakhstan,2017,193000,t,
asbestos,mine,Kazakhstan,2018,203000,t,
asbestos,mine,Kazakhstan,2019,211000,t,
asbestos,mine,Kazakhstan,2020,227000,t,
asbestos,mine,Kazakhstan,2021,250000,t,
asbestos,mine,Kazakhstan,2022,230000,t,
asbestos,mine,Other countries,1994,122000,t,
asbestos,mine,Other countries,1995,155000,t,
asbestos,mine,Other countries,1996,139000,t,
asbestos,mine,Other countries,1997,156000,t,
asbestos,mine,Other countries,1998,149000,t,
asbestos,mine,Other countries,1999,136000,t,
asbestos,mine,Other countries,2000,121000,t,
asbestos,mine,Other countries,2001,54000,t,
asbestos,mine,Other countries,2002,120000,t,
asbestos,mine,Other countries,2003,93000,t,
asbestos,mine,Other countries,2004,110000,t,
asbestos,mine,Other countries,2005,84000,t,
asbestos,mine,Other countries,2006,90000,t,
asbestos,mine,Other countries,2007,80000,t,
asbestos,mine,Other countries,2008,75000,t,
asbestos,mine,Other countries,2009,19000,t,
asbestos,mine,Other countries,2010,21000,t,
asbestos,mine,Other countries,2011,19000,t,
asbestos,mine,Other countries,2012,300,t,
asbestos,mine,Other countries,2013,340,t,
asbestos,mine,Other countries,2014,370,t,
asbestos,mine,Russia,1994,800000,t,
asbestos,mine,Russia,1995,800000,t,
asbestos,mine,Russia,1996,720000,t,
asbestos,mine,Russia,1997,700000,t,
asbestos,mine,Russia,1998,650000,t,
asbestos,mine,Russia,1999,700000,t,
asbestos,mine,Russia,2000,750000,t,
asbestos,mine,Russia,2001,750000,t,
asbestos,mine,Russia,2002,750000,t,
asbestos,mine,Russia,2003,878000,t,
asbestos,mine,Russia,2004,875000,t,
asbestos,mine,Russia,2005,925000,t,
asbestos,mine,Russia,2006,925000,t,
asbestos,mine,Russia,2007,925000,t,
asbestos,mine,Russia,2008,1020000,t,
asbestos,mine,Russia,2009,1000000,t,
asbestos,mine,Russia,2010,1000000,t,
asbestos,mine,Russia,2011,1000000,t,
asbestos,mine,Russia,2012,1000000,t,
asbestos,mine,Russia,2013,1050000,t,
asbestos,mine,Russia,2014,1100000,t,
asbestos,mine,Russia,2015,1100000,t,
asbestos,mine,Russia,2016,692000,t,
asbestos,mine,Russia,2017,690000,t,
asbestos,mine,Russia,2018,710000,t,
asbestos,mine,Russia,2019,790000,t,
asbestos,mine,Russia,2020,720000,t,
asbestos,mine,Russia,2021,699000,t,
asbestos,mine,Russia,2022,700000,t,
asbestos,mine,South Africa,1994,95000,t,
asbestos,mine,South Africa,1995,95000,t,
asbestos,mine,South Africa,1996,90000,t,
asbestos,mine,South Africa,1997,60000,t,
asbestos,mine,South Africa,1998,20000,t,
asbestos,mine,South Africa,1999,20000,t,
asbestos,mine,South Africa,2000,19000,t,
asbestos,mine,South Africa,2001,16000,t,
asbestos,mine,United States,1994,10000,t,
asbestos,mine,United States,1995,9000,t,
asbestos,mine,United States,1996,10000,t,
asbestos,mine,United States,1997,7000,t,
asbestos,mine,United States,1998,6000,t,
asbestos,mine,United States,1999,7000,t,
asbestos,mine,United States,2000,5000,t,
asbestos,mine,United States,2001,5000,t,
asbestos,mine,United States,2002,3000,t,
asbestos,mine,World,1994,2410000,t,
asbestos,mine,World,1995,2400000,t,
asbestos,mine,World,1996,2290000,t,
asbestos,mine,World,1997,2070000,t,
asbestos,mine,World,1998,1840000,t,
asbestos,mine,World,1999,1930000,t,
asbestos,mine,World,2000,1900000,t,
asbestos,mine,World,2001,2050000,t,
asbestos,mine,World,2002,2130000,t,
asbestos,mine,World,2003,2150000,t,
asbestos,mine,World,2004,2230000,t,
asbestos,mine,World,2005,2400000,t,
asbestos,mine,World,2006,2300000,t,
asbestos,mine,World,2007,2200000,t,
asbestos,mine,World,2008,2090000,t,
asbestos,mine,World,2009,2070000,t,
asbestos,mine,World,2010,2010000,t,
asbestos,mine,World,2011,2030000,t,
asbestos,mine,World,2012,1970000,t,
asbestos,mine,World,2013,2020000,t,
asbestos,mine,World,2014,2020000,t,
asbestos,mine,World,2015,2000000,t,
asbestos,mine,World,2016,1280000,t,
asbestos,mine,World,2017,1170000,t,
asbestos,mine,World,2018,1150000,t,
asbestos,mine,World,2019,1170000,t,
asbestos,mine,World,2020,1100000,t,
asbestos,mine,World,2021,1240000,t,
asbestos,mine,World,2022,1300000,t,
asbestos,mine,Zimbabwe,1994,150000,t,
asbestos,mine,Zimbabwe,1995,150000,t,
asbestos,mine,Zimbabwe,1996,165000,t,
asbestos,mine,Zimbabwe,1997,160000,t,
asbestos,mine,Zimbabwe,1998,140000,t,
asbestos,mine,Zimbabwe,1999,135000,t,
asbestos,mine,Zimbabwe,2000,110000,t,
asbestos,mine,Zimbabwe,2001,120000,t,
asbestos,mine,Zimbabwe,2002,130000,t,
asbestos,mine,Zimbabwe,2003,130000,t,
asbestos,mine,Zimbabwe,2004,150000,t,
asbestos,mine,Zimbabwe,2005,122000,t,
asbestos,mine,Zimbabwe,2006,100000,t,
asbestos,mine,Zimbabwe,2007,100000,t,
asbestos,mine,Zimbabwe,2008,50000,t,
asbestos,mine,Zimbabwe,2019,2500,t,
asbestos,mine,Zimbabwe,2020,8000,t,
