Country,Mode,Powertrain,Year,EV_sales,Mass_vehicule,Scenario,Technology,Sub-technology,Metal,Metal intensity (g/vehicle),Metal_demand_t,Fiability_used,Comment
Canada,Buses,BEV,2041,2672.308970387165,5.6752374182090595,Current Measures,Vehicle body,BEV,Iron,902171.34,13682.319591665015,No comparison,
Canada,Buses,BEV,2041,2672.308970387165,5.6752374182090595,Current Measures,Vehicle body,BEV,Lead,310.0,4.701456237144659,No comparison,
Canada,Buses,BEV,2041,2672.308970387165,5.6752374182090595,Current Measures,Vehicle body,BEV,Zinc,100.0,1.5165987861756964,No comparison,
Canada,Cars,BEV,2041,2417803.354159816,1.0,Current Measures,Vehicle body,BEV,Aluminum,127302.0,307791.2025912529,No comparison,
Canada,Cars,BEV,2041,2417803.354159816,1.0,Current Measures,Vehicle body,BEV,Chromium,11850.0,28650.969746793824,No comparison,
Canada,Cars,BEV,2041,2417803.354159816,1.0,Current Measures,Vehicle body,BEV,Iron,902171.34,2181272.891878856,No comparison,
Canada,Cars,BEV,2041,2417803.354159816,1.0,Current Measures,Vehicle body,BEV,Lead,310.0,749.5190397895431,No comparison,
Canada,Cars,BEV,2041,2417803.354159816,1.0,Current Measures,Vehicle body,BEV,Zinc,100.0,241.78033541598163,No comparison,
Canada,Trucks,BEV,2041,25450.561622734906,3.6892781241792854,Current Measures,Vehicle body,BEV,Aluminum,127302.0,11952.919479313094,No comparison,
Canada,Trucks,BEV,2041,25450.561622734906,3.6892781241792854,Current Measures,Vehicle body,BEV,Chromium,11850.0,1112.646272877568,No comparison,
Canada,Trucks,BEV,2041,25450.561622734906,3.6892781241792854,Current Measures,Vehicle body,BEV,Iron,902171.34,84708.65645130473,No comparison,
Canada,Trucks,BEV,2041,25450.561622734906,3.6892781241792854,Current Measures,Vehicle body,BEV,Lead,310.0,29.10720207527815,No comparison,
Canada,Trucks,BEV,2041,25450.561622734906,3.6892781241792854,Current Measures,Vehicle body,BEV,Zinc,100.0,9.389420024283273,No comparison,
Canada,Vans,BEV,2041,139978.088925042,1.9577507575642077,Current Measures,Vehicle body,BEV,Aluminum,127302.0,34886.12137100454,No comparison,
Canada,Vans,BEV,2041,139978.088925042,1.9577507575642077,Current Measures,Vehicle body,BEV,Chromium,11850.0,3247.400184179383,No comparison,
Canada,Vans,BEV,2041,139978.088925042,1.9577507575642077,Current Measures,Vehicle body,BEV,Iron,902171.34,247233.02748332155,No comparison,
Canada,Vans,BEV,2041,139978.088925042,1.9577507575642077,Current Measures,Vehicle body,BEV,Lead,310.0,84.9530849869712,No comparison,
Canada,Vans,BEV,2041,139978.088925042,1.9577507575642077,Current Measures,Vehicle body,BEV,Zinc,100.0,27.404220963539096,No comparison,
Canada,Buses,FCEV,2041,165.4286505477769,5.6752374182090595,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,66.93978166220253,No comparison,
Canada,Buses,FCEV,2041,165.4286505477769,5.6752374182090595,Current Measures,Vehicle body,ICEV,Iron,902171.34,847.0007366268819,No comparison,
Canada,Buses,FCEV,2041,165.4286505477769,5.6752374182090595,Current Measures,Vehicle body,ICEV,Lead,300.0,0.28165406028977225,No comparison,
Canada,Buses,FCEV,2041,165.4286505477769,5.6752374182090595,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.09388468676325741,No comparison,
Canada,Cars,FCEV,2041,254.50561622734907,1.0,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,18.14625043700999,No comparison,
Canada,Cars,FCEV,2041,254.50561622734907,1.0,Current Measures,Vehicle body,ICEV,Iron,902171.34,229.60767282935325,No comparison,
Canada,Cars,FCEV,2041,254.50561622734907,1.0,Current Measures,Vehicle body,ICEV,Lead,300.0,0.07635168486820472,No comparison,
Canada,Cars,FCEV,2041,254.50561622734907,1.0,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.025450561622734905,No comparison,
Canada,Trucks,FCEV,2041,76.35168486820471,3.6892781241792854,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,20.08396943194192,No comparison,
Canada,Trucks,FCEV,2041,76.35168486820471,3.6892781241792854,Current Measures,Vehicle body,ICEV,Iron,902171.34,254.12596935391417,No comparison,
Canada,Trucks,FCEV,2041,76.35168486820471,3.6892781241792854,Current Measures,Vehicle body,ICEV,Lead,300.0,0.08450478021854946,No comparison,
Canada,Trucks,FCEV,2041,76.35168486820471,3.6892781241792854,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.028168260072849817,No comparison,
Canada,Cars,PHEV,2041,788967.4103047821,1.0,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,87305.55568950658,No comparison,
Canada,Cars,PHEV,2041,788967.4103047821,1.0,Current Measures,Vehicle body,PHEV,Chromium,12789.0,10090.104210387857,No comparison,
Canada,Cars,PHEV,2041,788967.4103047821,1.0,Current Measures,Vehicle body,PHEV,Iron,902171.34,711783.785770995,No comparison,
Canada,Cars,PHEV,2041,788967.4103047821,1.0,Current Measures,Vehicle body,PHEV,Lead,320.0,252.46957129753025,No comparison,
Canada,Cars,PHEV,2041,788967.4103047821,1.0,Current Measures,Vehicle body,PHEV,Zinc,100.0,78.89674103047821,No comparison,
Canada,Vans,PHEV,2041,81441.79719275169,1.9577507575642077,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,17643.61473968471,No comparison,
Canada,Vans,PHEV,2041,81441.79719275169,1.9577507575642077,Current Measures,Vehicle body,PHEV,Chromium,12789.0,2039.1132037975358,No comparison,
Canada,Vans,PHEV,2041,81441.79719275169,1.9577507575642077,Current Measures,Vehicle body,PHEV,Iron,902171.34,143844.67053575075,No comparison,
Canada,Vans,PHEV,2041,81441.79719275169,1.9577507575642077,Current Measures,Vehicle body,PHEV,Lead,320.0,51.02167684848006,No comparison,
Canada,Vans,PHEV,2041,81441.79719275169,1.9577507575642077,Current Measures,Vehicle body,PHEV,Zinc,100.0,15.944274015150018,No comparison,
Canada,2 and 3 wheelers,BEV,2042,2288.4888108136174,0.09808569078889517,Current Measures,Vehicle body,BEV,Aluminum,127302.0,28.57522608342962,No comparison,
Canada,2 and 3 wheelers,BEV,2042,2288.4888108136174,0.09808569078889517,Current Measures,Vehicle body,BEV,Chromium,11850.0,2.659945869575034,No comparison,
Canada,2 and 3 wheelers,BEV,2042,2288.4888108136174,0.09808569078889517,Current Measures,Vehicle body,BEV,Iron,902171.34,202.5086016440484,No comparison,
Canada,2 and 3 wheelers,BEV,2042,2288.4888108136174,0.09808569078889517,Current Measures,Vehicle body,BEV,Lead,310.0,0.06958508182010638,No comparison,
Canada,2 and 3 wheelers,BEV,2042,2288.4888108136174,0.09808569078889517,Current Measures,Vehicle body,BEV,Zinc,100.0,0.022446800587131093,No comparison,
Canada,Buses,BEV,2042,2826.9567662991744,5.6752374182090595,Current Measures,Vehicle body,BEV,Aluminum,127302.0,2042.3888366571332,No comparison,
Canada,Buses,BEV,2042,2826.9567662991744,5.6752374182090595,Current Measures,Vehicle body,BEV,Chromium,11850.0,190.11726221416023,No comparison,
Canada,Buses,BEV,2042,2826.9567662991744,5.6752374182090595,Current Measures,Vehicle body,BEV,Iron,902171.34,14474.121958555299,No comparison,
Canada,Buses,BEV,2042,2826.9567662991744,5.6752374182090595,Current Measures,Vehicle body,BEV,Lead,310.0,4.973531754125711,No comparison,
Canada,Buses,BEV,2042,2826.9567662991744,5.6752374182090595,Current Measures,Vehicle body,BEV,Zinc,100.0,1.6043650819760358,No comparison,
Canada,Cars,BEV,2042,2557722.788556396,1.0,Current Measures,Vehicle body,BEV,Aluminum,127302.0,325603.2264288063,No comparison,
Canada,Cars,BEV,2042,2557722.788556396,1.0,Current Measures,Vehicle body,BEV,Chromium,11850.0,30309.01504439329,No comparison,
Canada,Cars,BEV,2042,2557722.788556396,1.0,Current Measures,Vehicle body,BEV,Iron,902171.34,2307504.1955004605,No comparison,
Canada,Cars,BEV,2042,2557722.788556396,1.0,Current Measures,Vehicle body,BEV,Lead,310.0,792.8940644524828,No comparison,
Canada,Cars,BEV,2042,2557722.788556396,1.0,Current Measures,Vehicle body,BEV,Zinc,100.0,255.7722788556396,No comparison,
Canada,Trucks,BEV,2042,26923.39777427785,3.6892781241792854,Current Measures,Vehicle body,BEV,Aluminum,127302.0,12644.64063606305,No comparison,
Canada,Trucks,BEV,2042,26923.39777427785,3.6892781241792854,Current Measures,Vehicle body,BEV,Chromium,11850.0,1177.0356438810634,No comparison,
Canada,Trucks,BEV,2042,26923.39777427785,3.6892781241792854,Current Measures,Vehicle body,BEV,Iron,902171.34,89610.78684117652,No comparison,
Canada,Trucks,BEV,2042,26923.39777427785,3.6892781241792854,Current Measures,Vehicle body,BEV,Lead,310.0,30.79164975553837,No comparison,
Canada,Trucks,BEV,2042,26923.39777427785,3.6892781241792854,Current Measures,Vehicle body,BEV,Zinc,100.0,9.932790243722055,No comparison,
Canada,Vans,BEV,2042,148078.6877585282,1.9577507575642077,Current Measures,Vehicle body,BEV,Aluminum,127302.0,36904.99786984108,No comparison,
Canada,Vans,BEV,2042,148078.6877585282,1.9577507575642077,Current Measures,Vehicle body,BEV,Chromium,11850.0,3435.3287831897123,No comparison,
Canada,Vans,BEV,2042,148078.6877585282,1.9577507575642077,Current Measures,Vehicle body,BEV,Iron,902171.34,261540.52081610396,No comparison,
Canada,Vans,BEV,2042,148078.6877585282,1.9577507575642077,Current Measures,Vehicle body,BEV,Lead,310.0,89.86936057289543,No comparison,
Canada,Vans,BEV,2042,148078.6877585282,1.9577507575642077,Current Measures,Vehicle body,BEV,Zinc,100.0,28.990116313837238,No comparison,
Canada,Buses,FCEV,2042,175.00208553280603,5.6752374182090595,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,70.81361878493274,No comparison,
Canada,Buses,FCEV,2042,175.00208553280603,5.6752374182090595,Current Measures,Vehicle body,ICEV,Iron,902171.34,896.017073624852,No comparison,
Canada,Buses,FCEV,2042,175.00208553280603,5.6752374182090595,Current Measures,Vehicle body,ICEV,Lead,300.0,0.29795351522412095,No comparison,
Canada,Buses,FCEV,2042,175.00208553280603,5.6752374182090595,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.09931783840804032,No comparison,
Canada,Cars,FCEV,2042,269.2339777427785,1.0,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,19.19638261306011,No comparison,
Canada,Cars,FCEV,2042,269.2339777427785,1.0,Current Measures,Vehicle body,ICEV,Iron,902171.34,242.89517847373264,No comparison,
Canada,Cars,FCEV,2042,269.2339777427785,1.0,Current Measures,Vehicle body,ICEV,Lead,300.0,0.08077019332283356,No comparison,
Canada,Cars,FCEV,2042,269.2339777427785,1.0,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.026923397774277852,No comparison,
Canada,Trucks,FCEV,2042,80.77019332283356,3.6892781241792854,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,21.246238331321475,No comparison,
Canada,Trucks,FCEV,2042,80.77019332283356,3.6892781241792854,Current Measures,Vehicle body,ICEV,Iron,902171.34,268.8323605235296,No comparison,
Canada,Trucks,FCEV,2042,80.77019332283356,3.6892781241792854,Current Measures,Vehicle body,ICEV,Lead,300.0,0.0893951121934985,No comparison,
Canada,Trucks,FCEV,2042,80.77019332283356,3.6892781241792854,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.029798370731166163,No comparison,
Canada,Cars,PHEV,2042,834625.3310026134,1.0,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,92357.96987808718,No comparison,
Canada,Cars,PHEV,2042,834625.3310026134,1.0,Current Measures,Vehicle body,PHEV,Chromium,12789.0,10674.023358192422,No comparison,
Canada,Cars,PHEV,2042,834625.3310026134,1.0,Current Measures,Vehicle body,PHEV,Iron,902171.34,752975.0532685713,No comparison,
Canada,Cars,PHEV,2042,834625.3310026134,1.0,Current Measures,Vehicle body,PHEV,Lead,320.0,267.0801059208363,No comparison,
Canada,Cars,PHEV,2042,834625.3310026134,1.0,Current Measures,Vehicle body,PHEV,Zinc,100.0,83.46253310026134,No comparison,
Canada,Vans,PHEV,2042,86154.87287768912,1.9577507575642077,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,18664.659147965674,No comparison,
Canada,Vans,PHEV,2042,86154.87287768912,1.9577507575642077,Current Measures,Vehicle body,PHEV,Chromium,12789.0,2157.1176584009563,No comparison,
Canada,Vans,PHEV,2042,86154.87287768912,1.9577507575642077,Current Measures,Vehicle body,PHEV,Iron,902171.34,152169.03029300596,No comparison,
Canada,Vans,PHEV,2042,86154.87287768912,1.9577507575642077,Current Measures,Vehicle body,PHEV,Lead,320.0,53.97432564612605,No comparison,
Canada,Vans,PHEV,2042,86154.87287768912,1.9577507575642077,Current Measures,Vehicle body,PHEV,Zinc,100.0,16.86697676441439,No comparison,
Canada,2 and 3 wheelers,BEV,2043,2405.3091953824055,0.09808569078889517,Current Measures,Vehicle body,BEV,Aluminum,127302.0,30.033904353750508,No comparison,
Canada,2 and 3 wheelers,BEV,2043,2405.3091953824055,0.09808569078889517,Current Measures,Vehicle body,BEV,Chromium,11850.0,2.795728005781084,No comparison,
Canada,2 and 3 wheelers,BEV,2043,2405.3091953824055,0.09808569078889517,Current Measures,Vehicle body,BEV,Iron,902171.34,212.84604905072135,No comparison,
Canada,2 and 3 wheelers,BEV,2043,2405.3091953824055,0.09808569078889517,Current Measures,Vehicle body,BEV,Lead,310.0,0.07313718833688912,No comparison,
Canada,2 and 3 wheelers,BEV,2043,2405.3091953824055,0.09808569078889517,Current Measures,Vehicle body,BEV,Zinc,100.0,0.02359264139899649,No comparison,
Canada,Buses,BEV,2043,2971.264300178266,5.6752374182090595,Current Measures,Vehicle body,BEV,Aluminum,127302.0,2146.6465670029766,No comparison,
Canada,Buses,BEV,2043,2971.264300178266,5.6752374182090595,Current Measures,Vehicle body,BEV,Chromium,11850.0,199.8221694787613,No comparison,
Canada,Buses,BEV,2043,2971.264300178266,5.6752374182090595,Current Measures,Vehicle body,BEV,Iron,902171.34,15212.981805937652,No comparison,
Canada,Buses,BEV,2043,2971.264300178266,5.6752374182090595,Current Measures,Vehicle body,BEV,Lead,310.0,5.227415404085739,No comparison,
Canada,Buses,BEV,2043,2971.264300178266,5.6752374182090595,Current Measures,Vehicle body,BEV,Zinc,100.0,1.6862630335760447,No comparison,
Canada,Cars,BEV,2043,2688286.7477803356,1.0,Current Measures,Vehicle body,BEV,Aluminum,127302.0,342224.2795659323,No comparison,
Canada,Cars,BEV,2043,2688286.7477803356,1.0,Current Measures,Vehicle body,BEV,Chromium,11850.0,31856.197961196976,No comparison,
Canada,Cars,BEV,2043,2688286.7477803356,1.0,Current Measures,Vehicle body,BEV,Iron,902171.34,2425295.2575492277,No comparison,
Canada,Cars,BEV,2043,2688286.7477803356,1.0,Current Measures,Vehicle body,BEV,Lead,310.0,833.3688918119041,No comparison,
Canada,Cars,BEV,2043,2688286.7477803356,1.0,Current Measures,Vehicle body,BEV,Zinc,100.0,268.82867477803353,No comparison,
Canada,Trucks,BEV,2043,28297.755239793005,3.6892781241792854,Current Measures,Vehicle body,BEV,Aluminum,127302.0,13290.111033322208,No comparison,
Canada,Trucks,BEV,2043,28297.755239793005,3.6892781241792854,Current Measures,Vehicle body,BEV,Chromium,11850.0,1237.1197290291448,No comparison,
Canada,Trucks,BEV,2043,28297.755239793005,3.6892781241792854,Current Measures,Vehicle body,BEV,Iron,902171.34,94185.14461423294,No comparison,
Canada,Trucks,BEV,2043,28297.755239793005,3.6892781241792854,Current Measures,Vehicle body,BEV,Lead,310.0,32.363469704559904,No comparison,
Canada,Trucks,BEV,2043,28297.755239793005,3.6892781241792854,Current Measures,Vehicle body,BEV,Zinc,100.0,10.439828936954807,No comparison,
Canada,Vans,BEV,2043,155637.65381886152,1.9577507575642077,Current Measures,Vehicle body,BEV,Aluminum,127302.0,38788.885622882946,No comparison,
Canada,Vans,BEV,2043,155637.65381886152,1.9577507575642077,Current Measures,Vehicle body,BEV,Chromium,11850.0,3610.691855832296,No comparison,
Canada,Vans,BEV,2043,155637.65381886152,1.9577507575642077,Current Measures,Vehicle body,BEV,Iron,902171.34,274891.3679243299,No comparison,
Canada,Vans,BEV,2043,155637.65381886152,1.9577507575642077,Current Measures,Vehicle body,BEV,Lead,310.0,94.45691774751154,No comparison,
Canada,Vans,BEV,2043,155637.65381886152,1.9577507575642077,Current Measures,Vehicle body,BEV,Zinc,100.0,30.46997346693921,No comparison,
Canada,Buses,FCEV,2043,183.93540905865453,5.6752374182090595,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,74.42843837245884,No comparison,
Canada,Buses,FCEV,2043,183.93540905865453,5.6752374182090595,Current Measures,Vehicle body,ICEV,Iron,902171.34,941.7560165580451,No comparison,
Canada,Buses,FCEV,2043,183.93540905865453,5.6752374182090595,Current Measures,Vehicle body,ICEV,Lead,300.0,0.31316313480697966,No comparison,
Canada,Buses,FCEV,2043,183.93540905865453,5.6752374182090595,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.10438771160232657,No comparison,
Canada,Cars,FCEV,2043,282.97755239793,1.0,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,20.17629948597241,No comparison,
Canada,Cars,FCEV,2043,282.97755239793,1.0,Current Measures,Vehicle body,ICEV,Iron,902171.34,255.29423763676076,No comparison,
Canada,Cars,FCEV,2043,282.97755239793,1.0,Current Measures,Vehicle body,ICEV,Lead,300.0,0.08489326571937901,No comparison,
Canada,Cars,FCEV,2043,282.97755239793,1.0,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.028297755239793002,No comparison,
Canada,Trucks,FCEV,2043,84.89326571937902,3.6892781241792854,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,22.330794096146334,No comparison,
Canada,Trucks,FCEV,2043,84.89326571937902,3.6892781241792854,Current Measures,Vehicle body,ICEV,Iron,902171.34,282.5554338426988,No comparison,
Canada,Trucks,FCEV,2043,84.89326571937902,3.6892781241792854,Current Measures,Vehicle body,ICEV,Lead,300.0,0.09395846043259327,No comparison,
Canada,Trucks,FCEV,2043,84.89326571937902,3.6892781241792854,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.031319486810864425,No comparison,
Canada,Cars,PHEV,2043,877230.4124335832,1.0,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,97072.56297907545,No comparison,
Canada,Cars,PHEV,2043,877230.4124335832,1.0,Current Measures,Vehicle body,PHEV,Chromium,12789.0,11218.899744613094,No comparison,
Canada,Cars,PHEV,2043,877230.4124335832,1.0,Current Measures,Vehicle body,PHEV,Iron,902171.34,791412.1366739584,No comparison,
Canada,Cars,PHEV,2043,877230.4124335832,1.0,Current Measures,Vehicle body,PHEV,Lead,320.0,280.7137319787466,No comparison,
Canada,Cars,PHEV,2043,877230.4124335832,1.0,Current Measures,Vehicle body,PHEV,Zinc,100.0,87.72304124335831,No comparison,
Canada,Vans,PHEV,2043,90552.81676733762,1.9577507575642077,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,19617.433157262887,No comparison,
Canada,Vans,PHEV,2043,90552.81676733762,1.9577507575642077,Current Measures,Vehicle body,PHEV,Chromium,12789.0,2267.2319457087156,No comparison,
Canada,Vans,PHEV,2043,90552.81676733762,1.9577507575642077,Current Measures,Vehicle body,PHEV,Iron,902171.34,159936.7958832465,No comparison,
Canada,Vans,PHEV,2043,90552.81676733762,1.9577507575642077,Current Measures,Vehicle body,PHEV,Lead,320.0,56.72955060026499,No comparison,
Canada,Vans,PHEV,2043,90552.81676733762,1.9577507575642077,Current Measures,Vehicle body,PHEV,Zinc,100.0,17.727984562582808,No comparison,
Canada,2 and 3 wheelers,BEV,2044,2514.531231070112,0.09808569078889517,Current Measures,Vehicle body,BEV,Aluminum,127302.0,31.39770580574844,No comparison,
Canada,2 and 3 wheelers,BEV,2044,2514.531231070112,0.09808569078889517,Current Measures,Vehicle body,BEV,Chromium,11850.0,2.9226784637956906,No comparison,
Canada,2 and 3 wheelers,BEV,2044,2514.531231070112,0.09808569078889517,Current Measures,Vehicle body,BEV,Iron,902171.34,222.51111781195777,No comparison,
Canada,2 and 3 wheelers,BEV,2044,2514.531231070112,0.09808569078889517,Current Measures,Vehicle body,BEV,Lead,310.0,0.07645825517102652,No comparison,
Canada,2 and 3 wheelers,BEV,2044,2514.531231070112,0.09808569078889517,Current Measures,Vehicle body,BEV,Zinc,100.0,0.024663953280976293,No comparison,
Canada,Buses,BEV,2044,3106.1856383807267,5.6752374182090595,Current Measures,Vehicle body,BEV,Aluminum,127302.0,2244.123061251699,No comparison,
Canada,Buses,BEV,2044,3106.1856383807267,5.6752374182090595,Current Measures,Vehicle body,BEV,Chromium,11850.0,208.89584040967645,No comparison,
Canada,Buses,BEV,2044,3106.1856383807267,5.6752374182090595,Current Measures,Vehicle body,BEV,Iron,902171.34,15903.783988423964,No comparison,
Canada,Buses,BEV,2044,3106.1856383807267,5.6752374182090595,Current Measures,Vehicle body,BEV,Lead,310.0,5.464785698480988,No comparison,
Canada,Buses,BEV,2044,3106.1856383807267,5.6752374182090595,Current Measures,Vehicle body,BEV,Zinc,100.0,1.7628340962841895,No comparison,
Canada,Cars,BEV,2044,2810358.434725419,1.0,Current Measures,Vehicle body,BEV,Aluminum,127302.0,357764.2494574153,No comparison,
Canada,Cars,BEV,2044,2810358.434725419,1.0,Current Measures,Vehicle body,BEV,Chromium,11850.0,33302.747451496216,No comparison,
Canada,Cars,BEV,2044,2810358.434725419,1.0,Current Measures,Vehicle body,BEV,Iron,902171.34,2535424.8349365336,No comparison,
Canada,Cars,BEV,2044,2810358.434725419,1.0,Current Measures,Vehicle body,BEV,Lead,310.0,871.21111476488,No comparison,
Canada,Cars,BEV,2044,2810358.434725419,1.0,Current Measures,Vehicle body,BEV,Zinc,100.0,281.03584347254196,No comparison,
Canada,Trucks,BEV,2044,29582.720365530728,3.6892781241792854,Current Measures,Vehicle body,BEV,Aluminum,127302.0,13893.598096175401,No comparison,
Canada,Trucks,BEV,2044,29582.720365530728,3.6892781241792854,Current Measures,Vehicle body,BEV,Chromium,11850.0,1293.2957647144467,No comparison,
Canada,Trucks,BEV,2044,29582.720365530728,3.6892781241792854,Current Measures,Vehicle body,BEV,Iron,902171.34,98461.97241086558,No comparison,
Canada,Trucks,BEV,2044,29582.720365530728,3.6892781241792854,Current Measures,Vehicle body,BEV,Lead,310.0,33.83305376046232,No comparison,
Canada,Trucks,BEV,2044,29582.720365530728,3.6892781241792854,Current Measures,Vehicle body,BEV,Zinc,100.0,10.913888309826556,No comparison,
Canada,Vans,BEV,2044,162704.96201041903,1.9577507575642077,Current Measures,Vehicle body,BEV,Aluminum,127302.0,40550.23965500577,No comparison,
Canada,Vans,BEV,2044,162704.96201041903,1.9577507575642077,Current Measures,Vehicle body,BEV,Chromium,11850.0,3774.648787228939,No comparison,
Canada,Vans,BEV,2044,162704.96201041903,1.9577507575642077,Current Measures,Vehicle body,BEV,Iron,902171.34,287373.8358146587,No comparison,
Canada,Vans,BEV,2044,162704.96201041903,1.9577507575642077,Current Measures,Vehicle body,BEV,Lead,310.0,98.74608641695959,No comparison,
Canada,Vans,BEV,2044,162704.96201041903,1.9577507575642077,Current Measures,Vehicle body,BEV,Zinc,100.0,31.853576263535352,No comparison,
Canada,Buses,FCEV,2044,192.28768237594974,5.6752374182090595,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,77.8081392307531,No comparison,
Canada,Buses,FCEV,2044,192.28768237594974,5.6752374182090595,Current Measures,Vehicle body,ICEV,Iron,902171.34,984.51996118815,No comparison,
Canada,Buses,FCEV,2044,192.28768237594974,5.6752374182090595,Current Measures,Vehicle body,ICEV,Lead,300.0,0.32738347502420656,No comparison,
Canada,Buses,FCEV,2044,192.28768237594974,5.6752374182090595,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.10912782500806886,No comparison,
Canada,Cars,FCEV,2044,295.8272036553073,1.0,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,21.09247962062341,No comparison,
Canada,Cars,FCEV,2044,295.8272036553073,1.0,Current Measures,Vehicle body,ICEV,Iron,902171.34,266.8868247301615,No comparison,
Canada,Cars,FCEV,2044,295.8272036553073,1.0,Current Measures,Vehicle body,ICEV,Lead,300.0,0.08874816109659218,No comparison,
Canada,Cars,FCEV,2044,295.8272036553073,1.0,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.02958272036553073,No comparison,
Canada,Trucks,FCEV,2044,88.74816109659218,3.6892781241792854,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,23.344807094719002,No comparison,
Canada,Trucks,FCEV,2044,88.74816109659218,3.6892781241792854,Current Measures,Vehicle body,ICEV,Iron,902171.34,295.3859172325967,No comparison,
Canada,Trucks,FCEV,2044,88.74816109659218,3.6892781241792854,Current Measures,Vehicle body,ICEV,Lead,300.0,0.09822499478843899,No comparison,
Canada,Trucks,FCEV,2044,88.74816109659218,3.6892781241792854,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.032741664929479664,No comparison,
Canada,Cars,PHEV,2044,917064.3313314526,1.0,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,101480.50477647588,No comparison,
Canada,Cars,PHEV,2044,917064.3313314526,1.0,Current Measures,Vehicle body,PHEV,Chromium,12789.0,11728.335733397947,No comparison,
Canada,Cars,PHEV,2044,917064.3313314526,1.0,Current Measures,Vehicle body,PHEV,Iron,902171.34,827349.1566635005,No comparison,
Canada,Cars,PHEV,2044,917064.3313314526,1.0,Current Measures,Vehicle body,PHEV,Lead,320.0,293.4605860260648,No comparison,
Canada,Cars,PHEV,2044,917064.3313314526,1.0,Current Measures,Vehicle body,PHEV,Zinc,100.0,91.70643313314525,No comparison,
Canada,Vans,PHEV,2044,94664.70516969834,1.9577507575642077,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,20508.235881718076,No comparison,
Canada,Vans,PHEV,2044,94664.70516969834,1.9577507575642077,Current Measures,Vehicle body,PHEV,Chromium,12789.0,2370.1840688544207,No comparison,
Canada,Vans,PHEV,2044,94664.70516969834,1.9577507575642077,Current Measures,Vehicle body,PHEV,Iron,902171.34,167199.32265580146,No comparison,
Canada,Vans,PHEV,2044,94664.70516969834,1.9577507575642077,Current Measures,Vehicle body,PHEV,Lead,320.0,59.305567443382174,No comparison,
Canada,Vans,PHEV,2044,94664.70516969834,1.9577507575642077,Current Measures,Vehicle body,PHEV,Zinc,100.0,18.532989826056927,No comparison,
Canada,2 and 3 wheelers,BEV,2045,2616.594783571886,0.09808569078889517,Current Measures,Vehicle body,BEV,Aluminum,127302.0,32.672122824453155,No comparison,
Canada,2 and 3 wheelers,BEV,2045,2616.594783571886,0.09808569078889517,Current Measures,Vehicle body,BEV,Chromium,11850.0,3.0413085063060277,No comparison,
Canada,2 and 3 wheelers,BEV,2045,2616.594783571886,0.09808569078889517,Current Measures,Vehicle body,BEV,Iron,902171.34,231.54273168670946,No comparison,
Canada,2 and 3 wheelers,BEV,2045,2616.594783571886,0.09808569078889517,Current Measures,Vehicle body,BEV,Lead,310.0,0.07956165712699312,No comparison,
Canada,2 and 3 wheelers,BEV,2045,2616.594783571886,0.09808569078889517,Current Measures,Vehicle body,BEV,Zinc,100.0,0.02566505068612681,No comparison,
Canada,Buses,BEV,2045,3232.26414441233,5.6752374182090595,Current Measures,Vehicle body,BEV,Aluminum,127302.0,2335.2108827320594,No comparison,
Canada,Buses,BEV,2045,3232.26414441233,5.6752374182090595,Current Measures,Vehicle body,BEV,Chromium,11850.0,217.37481705216652,No comparison,
Canada,Buses,BEV,2045,3232.26414441233,5.6752374182090595,Current Measures,Vehicle body,BEV,Iron,902171.34,16549.310547021763,No comparison,
Canada,Buses,BEV,2045,3232.26414441233,5.6752374182090595,Current Measures,Vehicle body,BEV,Lead,310.0,5.686598589550348,No comparison,
