Country,Mode,Powertrain,Year,EV_sales,Mass_vehicule,Scenario,Technology,Sub-technology,Metal,Metal intensity (g/vehicle),Metal_demand_t,Fiability_used,Comment
Canada,Trucks,BEV,2024,2000.0,3.6892781241792854,Current Measures,Vehicle body,BEV,Chromium,11850.0,87.43589154304907,No comparison,
Canada,Trucks,BEV,2024,2000.0,3.6892781241792854,Current Measures,Vehicle body,BEV,Iron,902171.34,6656.721977847025,No comparison,
Canada,Trucks,BEV,2024,2000.0,3.6892781241792854,Current Measures,Vehicle body,BEV,Lead,310.0,2.287352436991157,No comparison,
Canada,Trucks,BEV,2024,2000.0,3.6892781241792854,Current Measures,Vehicle body,BEV,Zinc,100.0,0.7378556248358571,No comparison,
Canada,Vans,BEV,2024,11000.0,1.9577507575642077,Current Measures,Vehicle body,BEV,Aluminum,127302.0,2741.4814563338264,No comparison,
Canada,Vans,BEV,2024,11000.0,1.9577507575642077,Current Measures,Vehicle body,BEV,Chromium,11850.0,255.19281124849448,No comparison,
Canada,Vans,BEV,2024,11000.0,1.9577507575642077,Current Measures,Vehicle body,BEV,Iron,902171.34,19428.492867714882,No comparison,
Canada,Vans,BEV,2024,11000.0,1.9577507575642077,Current Measures,Vehicle body,BEV,Lead,310.0,6.675930083293948,No comparison,
Canada,Vans,BEV,2024,11000.0,1.9577507575642077,Current Measures,Vehicle body,BEV,Zinc,100.0,2.153525833320628,No comparison,
Canada,Buses,FCEV,2024,13.0,5.6752374182090595,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,5.260377562937977,No comparison,
Canada,Buses,FCEV,2024,13.0,5.6752374182090595,Current Measures,Vehicle body,ICEV,Iron,902171.34,66.5604751032495,No comparison,
Canada,Buses,FCEV,2024,13.0,5.6752374182090595,Current Measures,Vehicle body,ICEV,Lead,300.0,0.022133425931015333,No comparison,
Canada,Buses,FCEV,2024,13.0,5.6752374182090595,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.007377808643671777,No comparison,
Canada,Cars,FCEV,2024,20.0,1.0,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,1.426,No comparison,
Canada,Cars,FCEV,2024,20.0,1.0,Current Measures,Vehicle body,ICEV,Iron,902171.34,18.043426800000002,No comparison,
Canada,Cars,FCEV,2024,20.0,1.0,Current Measures,Vehicle body,ICEV,Lead,300.0,0.006,No comparison,
Canada,Cars,FCEV,2024,20.0,1.0,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.002,No comparison,
Canada,Trucks,FCEV,2024,6.0,3.6892781241792854,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,1.5782731815238984,No comparison,
Canada,Trucks,FCEV,2024,6.0,3.6892781241792854,Current Measures,Vehicle body,ICEV,Iron,902171.34,19.970165933541075,No comparison,
Canada,Trucks,FCEV,2024,6.0,3.6892781241792854,Current Measures,Vehicle body,ICEV,Lead,300.0,0.006640700623522714,No comparison,
Canada,Trucks,FCEV,2024,6.0,3.6892781241792854,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.0022135668745075715,No comparison,
Canada,Cars,PHEV,2024,62000.0,1.0,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,6860.796,No comparison,
Canada,Cars,PHEV,2024,62000.0,1.0,Current Measures,Vehicle body,PHEV,Chromium,12789.0,792.918,No comparison,
Canada,Cars,PHEV,2024,62000.0,1.0,Current Measures,Vehicle body,PHEV,Iron,902171.34,55934.62308,No comparison,
Canada,Cars,PHEV,2024,62000.0,1.0,Current Measures,Vehicle body,PHEV,Lead,320.0,19.84,No comparison,
Canada,Cars,PHEV,2024,62000.0,1.0,Current Measures,Vehicle body,PHEV,Zinc,100.0,6.2,No comparison,
Canada,Vans,PHEV,2024,6400.0,1.9577507575642077,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,1386.5010133154567,No comparison,
Canada,Vans,PHEV,2024,6400.0,1.9577507575642077,Current Measures,Vehicle body,PHEV,Chromium,12789.0,160.24111640632736,No comparison,
Canada,Vans,PHEV,2024,6400.0,1.9577507575642077,Current Measures,Vehicle body,PHEV,Iron,902171.34,11303.850395761385,No comparison,
Canada,Vans,PHEV,2024,6400.0,1.9577507575642077,Current Measures,Vehicle body,PHEV,Lead,320.0,4.009473551491497,No comparison,
Canada,Vans,PHEV,2024,6400.0,1.9577507575642077,Current Measures,Vehicle body,PHEV,Zinc,100.0,1.252960484841093,No comparison,
Canada,2 and 3 wheelers,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,Vehicle body,BEV,Aluminum,127302.0,3.0375644591520157,No comparison,
Canada,2 and 3 wheelers,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,Vehicle body,BEV,Chromium,11850.0,0.2827539146356804,No comparison,
Canada,2 and 3 wheelers,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,Vehicle body,BEV,Iron,902171.34,21.526791397225097,No comparison,
Canada,2 and 3 wheelers,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,Vehicle body,BEV,Lead,310.0,0.007396937851228769,No comparison,
Canada,2 and 3 wheelers,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,Vehicle body,BEV,Zinc,100.0,0.002386108984267345,No comparison,
Canada,Buses,BEV,2025,300.5072777306634,5.6752374182090595,Current Measures,Vehicle body,BEV,Aluminum,127302.0,217.1072146160932,No comparison,
Canada,Buses,BEV,2025,300.5072777306634,5.6752374182090595,Current Measures,Vehicle body,BEV,Chromium,11850.0,20.209584242201256,No comparison,
Canada,Buses,BEV,2025,300.5072777306634,5.6752374182090595,Current Measures,Vehicle body,BEV,Iron,902171.34,1538.6082444413157,No comparison,
Canada,Buses,BEV,2025,300.5072777306634,5.6752374182090595,Current Measures,Vehicle body,BEV,Lead,310.0,0.528689545576573,No comparison,
Canada,Buses,BEV,2025,300.5072777306634,5.6752374182090595,Current Measures,Vehicle body,BEV,Zinc,100.0,0.1705450147021203,No comparison,
Canada,Cars,BEV,2025,271887.53699440975,1.0,Current Measures,Vehicle body,BEV,Aluminum,127302.0,34611.82723446235,No comparison,
Canada,Cars,BEV,2025,271887.53699440975,1.0,Current Measures,Vehicle body,BEV,Chromium,11850.0,3221.8673133837556,No comparison,
Canada,Cars,BEV,2025,271887.53699440975,1.0,Current Measures,Vehicle body,BEV,Iron,902171.34,245289.14357954622,No comparison,
Canada,Cars,BEV,2025,271887.53699440975,1.0,Current Measures,Vehicle body,BEV,Lead,310.0,84.28513646826703,No comparison,
Canada,Cars,BEV,2025,271887.53699440975,1.0,Current Measures,Vehicle body,BEV,Zinc,100.0,27.188753699440976,No comparison,
Canada,Trucks,BEV,2025,2861.9740736253657,3.6892781241792854,Current Measures,Vehicle body,BEV,Aluminum,127302.0,1344.133232147103,No comparison,
Canada,Trucks,BEV,2025,2861.9740736253657,3.6892781241792854,Current Measures,Vehicle body,BEV,Chromium,11850.0,125.11962735026289,No comparison,
Canada,Trucks,BEV,2025,2861.9740736253657,3.6892781241792854,Current Measures,Vehicle body,BEV,Iron,902171.34,9525.682857965176,No comparison,
Canada,Trucks,BEV,2025,2861.9740736253657,3.6892781241792854,Current Measures,Vehicle body,BEV,Lead,310.0,3.2731716859562447,No comparison,
Canada,Trucks,BEV,2025,2861.9740736253657,3.6892781241792854,Current Measures,Vehicle body,BEV,Zinc,100.0,1.0558618341794337,No comparison,
Canada,Vans,BEV,2025,15740.857404939512,1.9577507575642077,Current Measures,Vehicle body,BEV,Aluminum,127302.0,3923.024425676061,No comparison,
Canada,Vans,BEV,2025,15740.857404939512,1.9577507575642077,Current Measures,Vehicle body,BEV,Chromium,11850.0,365.1776047843814,No comparison,
Canada,Vans,BEV,2025,15740.857404939512,1.9577507575642077,Current Measures,Vehicle body,BEV,Iron,902171.34,27801.92143850766,No comparison,
Canada,Vans,BEV,2025,15740.857404939512,1.9577507575642077,Current Measures,Vehicle body,BEV,Lead,310.0,9.553169407861455,No comparison,
Canada,Vans,BEV,2025,15740.857404939512,1.9577507575642077,Current Measures,Vehicle body,BEV,Zinc,100.0,3.08166755092305,No comparison,
Canada,Buses,FCEV,2025,18.602831478564877,5.6752374182090595,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,7.527532101304538,No comparison,
Canada,Buses,FCEV,2025,18.602831478564877,5.6752374182090595,Current Measures,Vehicle body,ICEV,Iron,902171.34,95.24717703684334,No comparison,
Canada,Buses,FCEV,2025,18.602831478564877,5.6752374182090595,Current Measures,Vehicle body,ICEV,Lead,300.0,0.03167264558753663,No comparison,
Canada,Buses,FCEV,2025,18.602831478564877,5.6752374182090595,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.010557548529178876,No comparison,
Canada,Cars,FCEV,2025,28.619740736253657,1.0,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,2.0405875144948857,No comparison,
Canada,Cars,FCEV,2025,28.619740736253657,1.0,Current Measures,Vehicle body,ICEV,Iron,902171.34,25.81990985047855,No comparison,
Canada,Cars,FCEV,2025,28.619740736253657,1.0,Current Measures,Vehicle body,ICEV,Lead,300.0,0.008585922220876096,No comparison,
Canada,Cars,FCEV,2025,28.619740736253657,1.0,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.0028619740736253656,No comparison,
Canada,Trucks,FCEV,2025,8.585922220876098,3.6892781241792854,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,2.258488463309809,No comparison,
Canada,Trucks,FCEV,2025,8.585922220876098,3.6892781241792854,Current Measures,Vehicle body,ICEV,Iron,902171.34,28.577048573895528,No comparison,
Canada,Trucks,FCEV,2025,8.585922220876098,3.6892781241792854,Current Measures,Vehicle body,ICEV,Lead,300.0,0.009502756507614904,No comparison,
Canada,Trucks,FCEV,2025,8.585922220876098,3.6892781241792854,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.0031675855025383014,No comparison,
Canada,Cars,PHEV,2025,88721.19628238634,1.0,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,9817.71013821631,No comparison,
Canada,Cars,PHEV,2025,88721.19628238634,1.0,Current Measures,Vehicle body,PHEV,Chromium,12789.0,1134.6553792554391,No comparison,
Canada,Cars,PHEV,2025,88721.19628238634,1.0,Current Measures,Vehicle body,PHEV,Iron,902171.34,80041.72053648351,No comparison,
Canada,Cars,PHEV,2025,88721.19628238634,1.0,Current Measures,Vehicle body,PHEV,Lead,320.0,28.39078281036363,No comparison,
Canada,Cars,PHEV,2025,88721.19628238634,1.0,Current Measures,Vehicle body,PHEV,Zinc,100.0,8.872119628238636,No comparison,
Canada,Vans,PHEV,2025,9158.31703560117,1.9577507575642077,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,1984.0649765820672,No comparison,
Canada,Vans,PHEV,2025,9158.31703560117,1.9577507575642077,Current Measures,Vehicle body,PHEV,Chromium,12789.0,229.30296034184659,No comparison,
Canada,Vans,PHEV,2025,9158.31703560117,1.9577507575642077,Current Measures,Vehicle body,PHEV,Iron,902171.34,16175.663382404455,No comparison,
Canada,Vans,PHEV,2025,9158.31703560117,1.9577507575642077,Current Measures,Vehicle body,PHEV,Lead,320.0,5.737504676627641,No comparison,
Canada,Vans,PHEV,2025,9158.31703560117,1.9577507575642077,Current Measures,Vehicle body,PHEV,Zinc,100.0,1.7929702114461379,No comparison,
Canada,2 and 3 wheelers,BEV,2026,327.92208241748733,0.09808569078889517,Current Measures,Vehicle body,BEV,Aluminum,127302.0,4.0946005934358505,No comparison,
Canada,2 and 3 wheelers,BEV,2026,327.92208241748733,0.09808569078889517,Current Measures,Vehicle body,BEV,Chromium,11850.0,0.38114889814939934,No comparison,
Canada,2 and 3 wheelers,BEV,2026,327.92208241748733,0.09808569078889517,Current Measures,Vehicle body,BEV,Iron,902171.34,29.017857568182876,No comparison,
Canada,2 and 3 wheelers,BEV,2026,327.92208241748733,0.09808569078889517,Current Measures,Vehicle body,BEV,Lead,310.0,0.009970983833444202,No comparison,
Canada,2 and 3 wheelers,BEV,2026,327.92208241748733,0.09808569078889517,Current Measures,Vehicle body,BEV,Zinc,100.0,0.003216446397885226,No comparison,
Canada,Buses,BEV,2026,405.08021945689615,5.6752374182090595,Current Measures,Vehicle body,BEV,Aluminum,127302.0,292.6579309709296,No comparison,
Canada,Buses,BEV,2026,405.08021945689615,5.6752374182090595,Current Measures,Vehicle body,BEV,Chromium,11850.0,27.242278063231655,No comparison,
Canada,Buses,BEV,2026,405.08021945689615,5.6752374182090595,Current Measures,Vehicle body,BEV,Iron,902171.34,2074.025527844583,No comparison,
Canada,Buses,BEV,2026,405.08021945689615,5.6752374182090595,Current Measures,Vehicle body,BEV,Lead,310.0,0.7126671898398155,No comparison,
Canada,Buses,BEV,2026,405.08021945689615,5.6752374182090595,Current Measures,Vehicle body,BEV,Zinc,100.0,0.22989264188381145,No comparison,
Canada,Cars,BEV,2026,366501.15093719173,1.0,Current Measures,Vehicle body,BEV,Aluminum,127302.0,46656.32951660638,No comparison,
Canada,Cars,BEV,2026,366501.15093719173,1.0,Current Measures,Vehicle body,BEV,Chromium,11850.0,4343.038638605723,No comparison,
Canada,Cars,BEV,2026,366501.15093719173,1.0,Current Measures,Vehicle body,BEV,Iron,902171.34,330646.83445254853,No comparison,
Canada,Cars,BEV,2026,366501.15093719173,1.0,Current Measures,Vehicle body,BEV,Lead,310.0,113.61535679052945,No comparison,
Canada,Cars,BEV,2026,366501.15093719173,1.0,Current Measures,Vehicle body,BEV,Zinc,100.0,36.65011509371918,No comparison,
Canada,Trucks,BEV,2026,3857.906851970439,3.6892781241792854,Current Measures,Vehicle body,BEV,Aluminum,127302.0,1811.8755351591183,No comparison,
Canada,Trucks,BEV,2026,3857.906851970439,3.6892781241792854,Current Measures,Vehicle body,BEV,Chromium,11850.0,168.6597625460366,No comparison,
Canada,Trucks,BEV,2026,3857.906851970439,3.6892781241792854,Current Measures,Vehicle body,BEV,Iron,902171.34,12840.506664999124,No comparison,
Canada,Trucks,BEV,2026,3857.906851970439,3.6892781241792854,Current Measures,Vehicle body,BEV,Lead,310.0,4.412196319769733,No comparison,
Canada,Trucks,BEV,2026,3857.906851970439,3.6892781241792854,Current Measures,Vehicle body,BEV,Zinc,100.0,1.4232891354095916,No comparison,
Canada,Vans,BEV,2026,21218.487685837415,1.9577507575642077,Current Measures,Vehicle body,BEV,Aluminum,127302.0,5288.190047470084,No comparison,
Canada,Vans,BEV,2026,21218.487685837415,1.9577507575642077,Current Measures,Vehicle body,BEV,Chromium,11850.0,492.2550475445829,No comparison,
Canada,Vans,BEV,2026,21218.487685837415,1.9577507575642077,Current Measures,Vehicle body,BEV,Iron,902171.34,37476.65787890802,No comparison,
Canada,Vans,BEV,2026,21218.487685837415,1.9577507575642077,Current Measures,Vehicle body,BEV,Lead,310.0,12.877558205807654,No comparison,
Canada,Vans,BEV,2026,21218.487685837415,1.9577507575642077,Current Measures,Vehicle body,BEV,Zinc,100.0,4.154051034131501,No comparison,
Canada,Buses,FCEV,2026,25.076394537807857,5.6752374182090595,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,10.14702332200499,No comparison,
Canada,Buses,FCEV,2026,25.076394537807857,5.6752374182090595,Current Measures,Vehicle body,ICEV,Iron,902171.34,128.39205648561702,No comparison,
Canada,Buses,FCEV,2026,25.076394537807857,5.6752374182090595,Current Measures,Vehicle body,ICEV,Lead,300.0,0.042694347778422126,No comparison,
Canada,Buses,FCEV,2026,25.076394537807857,5.6752374182090595,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.014231449259474043,No comparison,
Canada,Cars,FCEV,2026,38.57906851970439,1.0,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,2.7506875854549233,No comparison,
Canada,Cars,FCEV,2026,38.57906851970439,1.0,Current Measures,Vehicle body,ICEV,Iron,902171.34,34.804929942373526,No comparison,
Canada,Cars,FCEV,2026,38.57906851970439,1.0,Current Measures,Vehicle body,ICEV,Lead,300.0,0.011573720555911318,No comparison,
Canada,Cars,FCEV,2026,38.57906851970439,1.0,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.0038579068519704394,No comparison,
Canada,Trucks,FCEV,2026,11.573720555911319,3.6892781241792854,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,3.044415460641116,No comparison,
Canada,Trucks,FCEV,2026,11.573720555911319,3.6892781241792854,Current Measures,Vehicle body,ICEV,Iron,902171.34,38.52151999499738,No comparison,
Canada,Trucks,FCEV,2026,11.573720555911319,3.6892781241792854,Current Measures,Vehicle body,ICEV,Lead,300.0,0.012809602218686322,No comparison,
Canada,Trucks,FCEV,2026,11.573720555911319,3.6892781241792854,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.004269867406228775,No comparison,
Canada,Cars,PHEV,2026,119595.11241108362,1.0,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,13234.155949185691,No comparison,
Canada,Cars,PHEV,2026,119595.11241108362,1.0,Current Measures,Vehicle body,PHEV,Chromium,12789.0,1529.5018926253485,No comparison,
Canada,Cars,PHEV,2026,119595.11241108362,1.0,Current Measures,Vehicle body,PHEV,Iron,902171.34,107895.28282135793,No comparison,
Canada,Cars,PHEV,2026,119595.11241108362,1.0,Current Measures,Vehicle body,PHEV,Lead,320.0,38.27043597154676,No comparison,
Canada,Cars,PHEV,2026,119595.11241108362,1.0,Current Measures,Vehicle body,PHEV,Zinc,100.0,11.95951124110836,No comparison,
Canada,Vans,PHEV,2026,12345.301926305407,1.9577507575642077,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,2674.495879766829,No comparison,
Canada,Vans,PHEV,2026,12345.301926305407,1.9577507575642077,Current Measures,Vehicle body,PHEV,Chromium,12789.0,309.0976504756816,No comparison,
Canada,Vans,PHEV,2026,12345.301926305407,1.9577507575642077,Current Measures,Vehicle body,PHEV,Iron,902171.34,21804.600947728304,No comparison,
Canada,Vans,PHEV,2026,12345.301926305407,1.9577507575642077,Current Measures,Vehicle body,PHEV,Lead,320.0,7.734087743546651,No comparison,
Canada,Vans,PHEV,2026,12345.301926305407,1.9577507575642077,Current Measures,Vehicle body,PHEV,Zinc,100.0,2.4169024198583284,No comparison,
Canada,2 and 3 wheelers,BEV,2027,416.5631111649561,0.09808569078889517,Current Measures,Vehicle body,BEV,Aluminum,127302.0,5.2014172074205955,No comparison,
Canada,2 and 3 wheelers,BEV,2027,416.5631111649561,0.09808569078889517,Current Measures,Vehicle body,BEV,Chromium,11850.0,0.4841777341120648,No comparison,
Canada,2 and 3 wheelers,BEV,2027,416.5631111649561,0.09808569078889517,Current Measures,Vehicle body,BEV,Iron,902171.34,36.8617109858266,No comparison,
Canada,2 and 3 wheelers,BEV,2027,416.5631111649561,0.09808569078889517,Current Measures,Vehicle body,BEV,Lead,310.0,0.012666252959893676,No comparison,
Canada,2 and 3 wheelers,BEV,2027,416.5631111649561,0.09808569078889517,Current Measures,Vehicle body,BEV,Zinc,100.0,0.004085888051578605,No comparison,
Canada,Buses,BEV,2027,514.5779608508282,5.6752374182090595,Current Measures,Vehicle body,BEV,Aluminum,127302.0,371.7666627804026,No comparison,
Canada,Buses,BEV,2027,514.5779608508282,5.6752374182090595,Current Measures,Vehicle body,BEV,Chromium,11850.0,34.60617236137509,No comparison,
Canada,Buses,BEV,2027,514.5779608508282,5.6752374182090595,Current Measures,Vehicle body,BEV,Iron,902171.34,2634.6579655301875,No comparison,
Canada,Buses,BEV,2027,514.5779608508282,5.6752374182090595,Current Measures,Vehicle body,BEV,Lead,310.0,0.9053091503819642,No comparison,
Canada,Buses,BEV,2027,514.5779608508282,5.6752374182090595,Current Measures,Vehicle body,BEV,Zinc,100.0,0.2920352098006336,No comparison,
Canada,Cars,BEV,2027,465570.53600789217,1.0,Current Measures,Vehicle body,BEV,Aluminum,127302.0,59268.06037487669,No comparison,
Canada,Cars,BEV,2027,465570.53600789217,1.0,Current Measures,Vehicle body,BEV,Chromium,11850.0,5517.010851693522,No comparison,
Canada,Cars,BEV,2027,465570.53600789217,1.0,Current Measures,Vehicle body,BEV,Iron,902171.34,420024.3943347583,No comparison,
Canada,Cars,BEV,2027,465570.53600789217,1.0,Current Measures,Vehicle body,BEV,Lead,310.0,144.32686616244655,No comparison,
Canada,Cars,BEV,2027,465570.53600789217,1.0,Current Measures,Vehicle body,BEV,Zinc,100.0,46.55705360078922,No comparison,
Canada,Trucks,BEV,2027,4900.742484293602,3.6892781241792854,Current Measures,Vehicle body,BEV,Aluminum,127302.0,2301.645880037576,No comparison,
Canada,Trucks,BEV,2027,4900.742484293602,3.6892781241792854,Current Measures,Vehicle body,BEV,Chromium,11850.0,214.25039416855407,No comparison,
Canada,Trucks,BEV,2027,4900.742484293602,3.6892781241792854,Current Measures,Vehicle body,BEV,Iron,902171.34,16311.440101482922,No comparison,
Canada,Trucks,BEV,2027,4900.742484293602,3.6892781241792854,Current Measures,Vehicle body,BEV,Lead,310.0,5.604862632257533,No comparison,
Canada,Trucks,BEV,2027,4900.742484293602,3.6892781241792854,Current Measures,Vehicle body,BEV,Zinc,100.0,1.808020203954043,No comparison,
Canada,Vans,BEV,2027,26954.08366361481,1.9577507575642077,Current Measures,Vehicle body,BEV,Aluminum,127302.0,6717.647321479139,No comparison,
Canada,Vans,BEV,2027,26954.08366361481,1.9577507575642077,Current Measures,Vehicle body,BEV,Chromium,11850.0,625.3171258859076,No comparison,
Canada,Vans,BEV,2027,26954.08366361481,1.9577507575642077,Current Measures,Vehicle body,BEV,Iron,902171.34,47607.020201302774,No comparison,
Canada,Vans,BEV,2027,26954.08366361481,1.9577507575642077,Current Measures,Vehicle body,BEV,Lead,310.0,16.35850709068619,No comparison,
Canada,Vans,BEV,2027,26954.08366361481,1.9577507575642077,Current Measures,Vehicle body,BEV,Zinc,100.0,5.276937771189092,No comparison,
Canada,Buses,FCEV,2027,31.854826147908412,5.6752374182090595,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,12.889877903057494,No comparison,
Canada,Buses,FCEV,2027,31.854826147908412,5.6752374182090595,Current Measures,Vehicle body,ICEV,Iron,902171.34,163.0978740566307,No comparison,
Canada,Buses,FCEV,2027,31.854826147908412,5.6752374182090595,Current Measures,Vehicle body,ICEV,Lead,300.0,0.05423511039154625,No comparison,
Canada,Buses,FCEV,2027,31.854826147908412,5.6752374182090595,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.018078370130515418,No comparison,
Canada,Cars,FCEV,2027,49.00742484293602,1.0,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,3.4942293913013383,No comparison,
Canada,Cars,FCEV,2027,49.00742484293602,1.0,Current Measures,Vehicle body,ICEV,Iron,902171.34,44.21309414050087,No comparison,
Canada,Cars,FCEV,2027,49.00742484293602,1.0,Current Measures,Vehicle body,ICEV,Lead,300.0,0.014702227452880804,No comparison,
Canada,Cars,FCEV,2027,49.00742484293602,1.0,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.004900742484293601,No comparison,
Canada,Trucks,FCEV,2027,14.702227452880805,3.6892781241792854,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,3.8673552162576983,No comparison,
Canada,Trucks,FCEV,2027,14.702227452880805,3.6892781241792854,Current Measures,Vehicle body,ICEV,Iron,902171.34,48.93432030444877,No comparison,
Canada,Trucks,FCEV,2027,14.702227452880805,3.6892781241792854,Current Measures,Vehicle body,ICEV,Lead,300.0,0.01627218183558639,No comparison,
Canada,Trucks,FCEV,2027,14.702227452880805,3.6892781241792854,Current Measures,Vehicle body,ICEV,Zinc,100.0,0.005424060611862129,No comparison,
Canada,Cars,PHEV,2027,151923.01701310166,1.0,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,16811.497216635802,No comparison,
Canada,Cars,PHEV,2027,151923.01701310166,1.0,Current Measures,Vehicle body,PHEV,Chromium,12789.0,1942.943464580557,No comparison,
Canada,Cars,PHEV,2027,151923.01701310166,1.0,Current Measures,Vehicle body,PHEV,Iron,902171.34,137060.5918355527,No comparison,
Canada,Cars,PHEV,2027,151923.01701310166,1.0,Current Measures,Vehicle body,PHEV,Lead,320.0,48.61536544419253,No comparison,
Canada,Cars,PHEV,2027,151923.01701310166,1.0,Current Measures,Vehicle body,PHEV,Zinc,100.0,15.192301701310168,No comparison,
Canada,Vans,PHEV,2027,15682.375949739526,1.9577507575642077,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,3397.4422102355934,No comparison,
Canada,Vans,PHEV,2027,15682.375949739526,1.9577507575642077,Current Measures,Vehicle body,PHEV,Chromium,12789.0,392.6502234515625,No comparison,
Canada,Vans,PHEV,2027,15682.375949739526,1.9577507575642077,Current Measures,Vehicle body,PHEV,Iron,902171.34,27698.62993530343,No comparison,
Canada,Vans,PHEV,2027,15682.375949739526,1.9577507575642077,Current Measures,Vehicle body,PHEV,Lead,320.0,9.824698686722966,No comparison,
Canada,Vans,PHEV,2027,15682.375949739526,1.9577507575642077,Current Measures,Vehicle body,PHEV,Zinc,100.0,3.0702183396009266,No comparison,
Canada,2 and 3 wheelers,BEV,2028,512.018380380415,0.09808569078889517,Current Measures,Vehicle body,BEV,Aluminum,127302.0,6.3933198664144255,No comparison,
Canada,2 and 3 wheelers,BEV,2028,512.018380380415,0.09808569078889517,Current Measures,Vehicle body,BEV,Chromium,11850.0,0.595126866954258,No comparison,
Canada,2 and 3 wheelers,BEV,2028,512.018380380415,0.09808569078889517,Current Measures,Vehicle body,BEV,Iron,902171.34,45.30855721773204,No comparison,
