x,y,country_iso3_code,erml_commodity,concat_figure_notes_text,pole_of_inaccessibility_longitude,erml_sub_commodity,pole_of_inaccessibility_latitude,cgi_commodity_url,year,yearbook_table_id,quantity,yearbook_table_trans,bgs_commodity_code,units,bgs_statistic_type_trans,bgs_commodity_trans,concat_table_notes_code,country_trans,bgs_sub_commodity_trans,concat_table_notes_text,country_iso2_code,erml_group,concat_figure_notes_code
105.335928,21.894282,VNM,"Copper, smelter",,105.335928,,21.894282,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,41,20000,Smelter production of copper,850,tonnes (metric),Production,"copper, smelter",,Vietnam,,,VN,Copper,
105.335928,21.894282,VNM,"Copper (mine production, metal content)",,105.335928,Ores and concentrates (metal content),21.894282,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,29049,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Vietnam,,,VN,Copper,
26.300237,-14.98326,ZMB,"Copper, refined",,26.300237,,-14.983260,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,202500,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,Zambia,,,ZM,Copper,
29.851884,-19.002536,ZWE,"Copper (mine production, metal content)",,29.851884,Ores and concentrates (metal content),-19.002536,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,12908,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Zimbabwe,,,ZW,Copper,
44.931729999999995,40.288596,ARM,"Copper (mine production, metal content)",,44.931730,Ores and concentrates (metal content),40.288596,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,62266,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Armenia,,,AM,Copper,
14.130671999999999,47.585656,AUT,"Copper, refined",,14.130672,,47.585656,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,100400,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,Austria,,,AT,Copper,
47.659729,40.34583,AZE,"Copper (mine production, metal content)",,47.659729,Ores and concentrates (metal content),40.345830,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,2687,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Azerbaijan,,,AZ,Copper,
-64.684753,-16.706875999999998,BOL,"Copper (mine production, metal content)",,-64.684753,Ores and concentrates (metal content),-16.706876,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,3881,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Bolivia,,,BO,Copper,
23.963964999999998,-21.767426,BWA,"Copper (mine production, metal content)",,23.963965,Ores and concentrates (metal content),-21.767426,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,54808,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Botswana,,,BW,Copper,
-49.028009999999995,-12.408957,BRA,"Copper, smelter",Estimates.,-49.028010,,-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,41,13600,Smelter production of copper,850,tonnes (metric),Production,"copper, smelter",,Brazil,,,BR,Copper,*
-49.028009999999995,-12.408957,BRA,"Copper, refined",Estimates.,-49.028010,,-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,25000,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,Brazil,,,BR,Copper,*
-49.028009999999995,-12.408957,BRA,"Copper (mine production, metal content)",,-49.028010,Ores and concentrates (metal content),-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,376338,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Brazil,,,BR,Copper,
23.840187999999998,42.733269,BGR,"Copper, refined",,23.840188,,42.733269,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,228800,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,Bulgaria,,,BG,Copper,
-119.677633,59.205383999999995,CAN,"Copper, smelter",Estimates.,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,41,280000,Smelter production of copper,850,tonnes (metric),Production,"copper, smelter",,Canada,,,CA,Copper,*
-119.677633,59.205383999999995,CAN,"Copper, refined",,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,314700,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,Canada,,,CA,Copper,
109.537431,32.216659,CHN,"Copper (mine production, metal content)",,109.537431,Ores and concentrates (metal content),32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,1815010,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,China,,,CN,Copper,
-73.327862,3.734623,COL,"Copper (mine production, metal content)",,-73.327862,Ores and concentrates (metal content),3.734623,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,6000,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Colombia,,,CO,Copper,
24.0,-3.0,COD,"Copper, smelter",,24.000000,,-3.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,41,197800,Smelter production of copper,850,tonnes (metric),Production,"copper, smelter",,"Congo, Democratic Republic",,,CD,Copper,
24.0,-3.0,COD,"Copper, refined",,24.000000,,-3.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,2210000,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,"Congo, Democratic Republic",,,CD,Copper,
24.0,-3.0,COD,"Copper (mine production, metal content)",,24.000000,Ores and concentrates (metal content),-3.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,3148567,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,"Congo, Democratic Republic",,,CD,Copper,
33.114833,34.90605,CYP,"Copper, refined",,33.114833,,34.906050,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,0,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,Cyprus,,,CY,Copper,
33.114833,34.90605,CYP,"Copper (mine production, metal content)",,33.114833,Ores and concentrates (metal content),34.906050,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,0,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Cyprus,,,CY,Copper,
-70.500342,18.899231999999998,DOM,"Copper (mine production, metal content)",,-70.500342,Ores and concentrates (metal content),18.899232,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,9673,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Dominican Republic,,,DO,Copper,
-78.38721699999999,-1.4488619999999999,ECU,"Copper (mine production, metal content)",Estimates.,-78.387217,Ores and concentrates (metal content),-1.448862,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,140000,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Ecuador,,,EC,Copper,*
28.915516,26.221542,EGY,"Copper, refined",Estimates.,28.915516,,26.221542,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,4000,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,Egypt,,,EG,Copper,*
38.540448999999995,15.888024999999999,ERI,"Copper (mine production, metal content)",,38.540449,Ores and concentrates (metal content),15.888025,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,17595,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Eritrea,,,ER,Copper,
27.679723,63.018750999999995,FIN,"Copper, smelter",Estimates.,27.679723,,63.018751,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,41,147000,Smelter production of copper,850,tonnes (metric),Production,"copper, smelter",,Finland,,,FI,Copper,*
27.679723,63.018750999999995,FIN,"Copper, refined",,27.679723,,63.018751,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,129092,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,Finland,,,FI,Copper,
27.679723,63.018750999999995,FIN,"Copper (mine production, metal content)",,27.679723,Ores and concentrates (metal content),63.018751,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,20000,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Finland,,,FI,Copper,
43.340388999999995,42.309976,GEO,"Copper (mine production, metal content)",,43.340389,Ores and concentrates (metal content),42.309976,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,4394,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Georgia,,,GE,Copper,
9.669879,51.08851,DEU,"Copper, smelter",,9.669879,,51.088510,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,41,340100,Smelter production of copper,850,tonnes (metric),Production,"copper, smelter",,Germany,,,DE,Copper,
9.669879,51.08851,DEU,"Copper, refined",,9.669879,,51.088510,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,596000,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,Germany,,,DE,Copper,
79.282538,22.642556,IND,"Copper, smelter",Estimates.,79.282538,,22.642556,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,41,390000,Smelter production of copper,850,tonnes (metric),Production,"copper, smelter",,India,,,IN,Copper,*
114.218582,-0.9663149999999999,IDN,"Copper, refined",,114.218582,,-0.966315,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,226300,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,Indonesia,,,ID,Copper,
55.508706,31.955713,IRN,"Copper, smelter",Estimates.,55.508706,,31.955713,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,41,230000,Smelter production of copper,850,tonnes (metric),Production,"copper, smelter",,Iran,,,IR,Copper,*
55.508706,31.955713,IRN,"Copper, refined",Years ended 20 March following that stated.,55.508706,,31.955713,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,288632,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,Iran,,,IR,Copper,a
-97.834383,39.139831,USA,"Copper, smelter",,-97.834383,,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,41,378000,Smelter production of copper,850,tonnes (metric),Production,"copper, smelter",,USA,,,US,Copper,
-97.834383,39.139831,USA,"Copper, refined",Estimates.,-97.834383,,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,850000,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,USA,,,US,Copper,*
-97.834383,39.139831,USA,"Copper (mine production, metal content)",Estimates.,-97.834383,Ores and concentrates (metal content),39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,1100000,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,USA,,,US,Copper,*
63.826062,41.895281,UZB,"Copper, smelter",,63.826062,,41.895281,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,41,153100,Smelter production of copper,850,tonnes (metric),Production,"copper, smelter",,Uzbekistan,,,UZ,Copper,
63.826062,41.895281,UZB,"Copper (mine production, metal content)",,63.826062,Ores and concentrates (metal content),41.895281,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,149000,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Uzbekistan,,,UZ,Copper,
105.335928,21.894282,VNM,"Copper, refined",Estimates.,105.335928,,21.894282,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,42,20000,Production of refined copper,928,tonnes (metric),Production,"copper, refined",,Vietnam,,,VN,Copper,*
26.300237,-14.98326,ZMB,"Copper, smelter",Including leach cathodes.,26.300237,,-14.983260,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,41,648900,Smelter production of copper,850,tonnes (metric),Production,"copper, smelter",,Zambia,,,ZM,Copper,a
26.300237,-14.98326,ZMB,"Copper (mine production, metal content)",,26.300237,Ores and concentrates (metal content),-14.983260,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,2023-01-01 00:00:00,40,698566,Mine production of copper,19941,tonnes (metal content),Production,"copper, mine",,Zambia,,,ZM,Copper,
