Country,Mode,Powertrain,Year,EV_sales,Mass_vehicule,Scenario,Technology,Sub-technology,Metal,Metal intensity (kg/vehicle),Metal_demand_t,Fiability_used,Comment
Canada,2 and 3 wheelers,BEV,2026,327.92208241748733,0.09808569078889517,Current Measures,Vehicle body,BEV,Aluminum,127302.0,4094.6005934358504,No comparison,
Canada,2 and 3 wheelers,BEV,2026,327.92208241748733,0.09808569078889517,Current Measures,Vehicle body,BEV,Chromium,11850.0,381.1488981493993,No comparison,
Canada,2 and 3 wheelers,BEV,2026,327.92208241748733,0.09808569078889517,Current Measures,Vehicle body,BEV,Iron,902171.34,29017.857568182873,No comparison,
Canada,2 and 3 wheelers,BEV,2026,327.92208241748733,0.09808569078889517,Current Measures,Vehicle body,BEV,Lead,310.0,9.970983833444201,No comparison,
Canada,2 and 3 wheelers,BEV,2026,327.92208241748733,0.09808569078889517,Current Measures,Vehicle body,BEV,Zinc,100.0,3.216446397885226,No comparison,
Canada,Buses,BEV,2026,405.08021945689615,5.6752374182090595,Current Measures,Vehicle body,BEV,Aluminum,127302.0,292657.9309709296,No comparison,
Canada,Buses,BEV,2026,405.08021945689615,5.6752374182090595,Current Measures,Vehicle body,BEV,Chromium,11850.0,27242.278063231654,No comparison,
Canada,Buses,BEV,2026,405.08021945689615,5.6752374182090595,Current Measures,Vehicle body,BEV,Iron,902171.34,2074025.5278445827,No comparison,
Canada,Buses,BEV,2026,405.08021945689615,5.6752374182090595,Current Measures,Vehicle body,BEV,Lead,310.0,712.6671898398155,No comparison,
Canada,Buses,BEV,2026,405.08021945689615,5.6752374182090595,Current Measures,Vehicle body,BEV,Zinc,100.0,229.89264188381145,No comparison,
Canada,Cars,BEV,2026,366501.15093719173,1.0,Current Measures,Vehicle body,BEV,Aluminum,127302.0,46656329.51660638,No comparison,
Canada,Cars,BEV,2026,366501.15093719173,1.0,Current Measures,Vehicle body,BEV,Chromium,11850.0,4343038.638605722,No comparison,
Canada,Cars,BEV,2026,366501.15093719173,1.0,Current Measures,Vehicle body,BEV,Iron,902171.34,330646834.4525485,No comparison,
Canada,Cars,BEV,2026,366501.15093719173,1.0,Current Measures,Vehicle body,BEV,Lead,310.0,113615.35679052945,No comparison,
Canada,Cars,BEV,2026,366501.15093719173,1.0,Current Measures,Vehicle body,BEV,Zinc,100.0,36650.11509371918,No comparison,
Canada,Trucks,BEV,2026,3857.906851970439,3.6892781241792854,Current Measures,Vehicle body,BEV,Aluminum,127302.0,1811875.5351591182,No comparison,
Canada,Trucks,BEV,2026,3857.906851970439,3.6892781241792854,Current Measures,Vehicle body,BEV,Chromium,11850.0,168659.7625460366,No comparison,
Canada,Trucks,BEV,2026,3857.906851970439,3.6892781241792854,Current Measures,Vehicle body,BEV,Iron,902171.34,12840506.664999124,No comparison,
Canada,Trucks,BEV,2026,3857.906851970439,3.6892781241792854,Current Measures,Vehicle body,BEV,Lead,310.0,4412.196319769733,No comparison,
Canada,Trucks,BEV,2026,3857.906851970439,3.6892781241792854,Current Measures,Vehicle body,BEV,Zinc,100.0,1423.2891354095914,No comparison,
Canada,Vans,BEV,2026,21218.487685837415,1.9577507575642077,Current Measures,Vehicle body,BEV,Aluminum,127302.0,5288190.047470084,No comparison,
Canada,Vans,BEV,2026,21218.487685837415,1.9577507575642077,Current Measures,Vehicle body,BEV,Chromium,11850.0,492255.0475445829,No comparison,
Canada,Vans,BEV,2026,21218.487685837415,1.9577507575642077,Current Measures,Vehicle body,BEV,Iron,902171.34,37476657.87890802,No comparison,
Canada,Vans,BEV,2026,21218.487685837415,1.9577507575642077,Current Measures,Vehicle body,BEV,Lead,310.0,12877.558205807654,No comparison,
Canada,Vans,BEV,2026,21218.487685837415,1.9577507575642077,Current Measures,Vehicle body,BEV,Zinc,100.0,4154.051034131501,No comparison,
Canada,Buses,FCEV,2026,25.076394537807857,5.6752374182090595,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,10147.02332200499,No comparison,
Canada,Buses,FCEV,2026,25.076394537807857,5.6752374182090595,Current Measures,Vehicle body,ICEV,Iron,902171.34,128392.05648561702,No comparison,
Canada,Buses,FCEV,2026,25.076394537807857,5.6752374182090595,Current Measures,Vehicle body,ICEV,Lead,300.0,42.69434777842213,No comparison,
Canada,Buses,FCEV,2026,25.076394537807857,5.6752374182090595,Current Measures,Vehicle body,ICEV,Zinc,100.0,14.231449259474042,No comparison,
Canada,Cars,FCEV,2026,38.57906851970439,1.0,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,2750.687585454923,No comparison,
Canada,Cars,FCEV,2026,38.57906851970439,1.0,Current Measures,Vehicle body,ICEV,Iron,902171.34,34804.92994237353,No comparison,
Canada,Cars,FCEV,2026,38.57906851970439,1.0,Current Measures,Vehicle body,ICEV,Lead,300.0,11.573720555911317,No comparison,
Canada,Cars,FCEV,2026,38.57906851970439,1.0,Current Measures,Vehicle body,ICEV,Zinc,100.0,3.8579068519704394,No comparison,
Canada,Trucks,FCEV,2026,11.573720555911319,3.6892781241792854,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,3044.4154606411157,No comparison,
Canada,Trucks,FCEV,2026,11.573720555911319,3.6892781241792854,Current Measures,Vehicle body,ICEV,Iron,902171.34,38521.519994997376,No comparison,
Canada,Trucks,FCEV,2026,11.573720555911319,3.6892781241792854,Current Measures,Vehicle body,ICEV,Lead,300.0,12.809602218686322,No comparison,
Canada,Trucks,FCEV,2026,11.573720555911319,3.6892781241792854,Current Measures,Vehicle body,ICEV,Zinc,100.0,4.269867406228775,No comparison,
Canada,Cars,PHEV,2026,119595.11241108362,1.0,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,13234155.949185692,No comparison,
Canada,Cars,PHEV,2026,119595.11241108362,1.0,Current Measures,Vehicle body,PHEV,Chromium,12789.0,1529501.8926253486,No comparison,
Canada,Cars,PHEV,2026,119595.11241108362,1.0,Current Measures,Vehicle body,PHEV,Iron,902171.34,107895282.82135794,No comparison,
Canada,Cars,PHEV,2026,119595.11241108362,1.0,Current Measures,Vehicle body,PHEV,Lead,320.0,38270.43597154676,No comparison,
Canada,Cars,PHEV,2026,119595.11241108362,1.0,Current Measures,Vehicle body,PHEV,Zinc,100.0,11959.511241108361,No comparison,
Canada,Vans,PHEV,2026,12345.301926305407,1.9577507575642077,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,2674495.879766829,No comparison,
Canada,Vans,PHEV,2026,12345.301926305407,1.9577507575642077,Current Measures,Vehicle body,PHEV,Chromium,12789.0,309097.6504756816,No comparison,
Canada,Vans,PHEV,2026,12345.301926305407,1.9577507575642077,Current Measures,Vehicle body,PHEV,Iron,902171.34,21804600.947728306,No comparison,
Canada,Vans,PHEV,2026,12345.301926305407,1.9577507575642077,Current Measures,Vehicle body,PHEV,Lead,320.0,7734.087743546651,No comparison,
Canada,Vans,PHEV,2026,12345.301926305407,1.9577507575642077,Current Measures,Vehicle body,PHEV,Zinc,100.0,2416.9024198583284,No comparison,
Canada,2 and 3 wheelers,BEV,2027,416.5631111649561,0.09808569078889517,Current Measures,Vehicle body,BEV,Aluminum,127302.0,5201.417207420596,No comparison,
Canada,2 and 3 wheelers,BEV,2027,416.5631111649561,0.09808569078889517,Current Measures,Vehicle body,BEV,Chromium,11850.0,484.17773411206474,No comparison,
Canada,2 and 3 wheelers,BEV,2027,416.5631111649561,0.09808569078889517,Current Measures,Vehicle body,BEV,Iron,902171.34,36861.7109858266,No comparison,
Canada,2 and 3 wheelers,BEV,2027,416.5631111649561,0.09808569078889517,Current Measures,Vehicle body,BEV,Lead,310.0,12.666252959893676,No comparison,
Canada,2 and 3 wheelers,BEV,2027,416.5631111649561,0.09808569078889517,Current Measures,Vehicle body,BEV,Zinc,100.0,4.085888051578605,No comparison,
Canada,Buses,BEV,2027,514.5779608508282,5.6752374182090595,Current Measures,Vehicle body,BEV,Aluminum,127302.0,371766.6627804026,No comparison,
Canada,Buses,BEV,2027,514.5779608508282,5.6752374182090595,Current Measures,Vehicle body,BEV,Chromium,11850.0,34606.17236137509,No comparison,
Canada,Buses,BEV,2027,514.5779608508282,5.6752374182090595,Current Measures,Vehicle body,BEV,Iron,902171.34,2634657.965530188,No comparison,
Canada,Buses,BEV,2027,514.5779608508282,5.6752374182090595,Current Measures,Vehicle body,BEV,Lead,310.0,905.3091503819643,No comparison,
Canada,Buses,BEV,2027,514.5779608508282,5.6752374182090595,Current Measures,Vehicle body,BEV,Zinc,100.0,292.0352098006336,No comparison,
Canada,Cars,BEV,2027,465570.53600789217,1.0,Current Measures,Vehicle body,BEV,Aluminum,127302.0,59268060.374876685,No comparison,
Canada,Cars,BEV,2027,465570.53600789217,1.0,Current Measures,Vehicle body,BEV,Chromium,11850.0,5517010.851693522,No comparison,
Canada,Cars,BEV,2027,465570.53600789217,1.0,Current Measures,Vehicle body,BEV,Iron,902171.34,420024394.3347583,No comparison,
Canada,Cars,BEV,2027,465570.53600789217,1.0,Current Measures,Vehicle body,BEV,Lead,310.0,144326.86616244656,No comparison,
Canada,Cars,BEV,2027,465570.53600789217,1.0,Current Measures,Vehicle body,BEV,Zinc,100.0,46557.05360078922,No comparison,
Canada,Trucks,BEV,2027,4900.742484293602,3.6892781241792854,Current Measures,Vehicle body,BEV,Aluminum,127302.0,2301645.8800375755,No comparison,
Canada,Trucks,BEV,2027,4900.742484293602,3.6892781241792854,Current Measures,Vehicle body,BEV,Chromium,11850.0,214250.39416855408,No comparison,
Canada,Trucks,BEV,2027,4900.742484293602,3.6892781241792854,Current Measures,Vehicle body,BEV,Iron,902171.34,16311440.101482922,No comparison,
Canada,Trucks,BEV,2027,4900.742484293602,3.6892781241792854,Current Measures,Vehicle body,BEV,Lead,310.0,5604.862632257533,No comparison,
Canada,Trucks,BEV,2027,4900.742484293602,3.6892781241792854,Current Measures,Vehicle body,BEV,Zinc,100.0,1808.020203954043,No comparison,
Canada,Vans,BEV,2027,26954.08366361481,1.9577507575642077,Current Measures,Vehicle body,BEV,Aluminum,127302.0,6717647.321479138,No comparison,
Canada,Vans,BEV,2027,26954.08366361481,1.9577507575642077,Current Measures,Vehicle body,BEV,Chromium,11850.0,625317.1258859076,No comparison,
Canada,Vans,BEV,2027,26954.08366361481,1.9577507575642077,Current Measures,Vehicle body,BEV,Iron,902171.34,47607020.201302774,No comparison,
Canada,Vans,BEV,2027,26954.08366361481,1.9577507575642077,Current Measures,Vehicle body,BEV,Lead,310.0,16358.507090686187,No comparison,
Canada,Vans,BEV,2027,26954.08366361481,1.9577507575642077,Current Measures,Vehicle body,BEV,Zinc,100.0,5276.937771189093,No comparison,
Canada,Buses,FCEV,2027,31.854826147908412,5.6752374182090595,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,12889.877903057493,No comparison,
Canada,Buses,FCEV,2027,31.854826147908412,5.6752374182090595,Current Measures,Vehicle body,ICEV,Iron,902171.34,163097.8740566307,No comparison,
Canada,Buses,FCEV,2027,31.854826147908412,5.6752374182090595,Current Measures,Vehicle body,ICEV,Lead,300.0,54.23511039154625,No comparison,
Canada,Buses,FCEV,2027,31.854826147908412,5.6752374182090595,Current Measures,Vehicle body,ICEV,Zinc,100.0,18.078370130515417,No comparison,
Canada,Cars,FCEV,2027,49.00742484293602,1.0,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,3494.229391301338,No comparison,
Canada,Cars,FCEV,2027,49.00742484293602,1.0,Current Measures,Vehicle body,ICEV,Iron,902171.34,44213.09414050087,No comparison,
Canada,Cars,FCEV,2027,49.00742484293602,1.0,Current Measures,Vehicle body,ICEV,Lead,300.0,14.702227452880805,No comparison,
Canada,Cars,FCEV,2027,49.00742484293602,1.0,Current Measures,Vehicle body,ICEV,Zinc,100.0,4.900742484293602,No comparison,
Canada,Trucks,FCEV,2027,14.702227452880805,3.6892781241792854,Current Measures,Vehicle body,ICEV,Aluminum,71300.0,3867.3552162576984,No comparison,
Canada,Trucks,FCEV,2027,14.702227452880805,3.6892781241792854,Current Measures,Vehicle body,ICEV,Iron,902171.34,48934.32030444877,No comparison,
Canada,Trucks,FCEV,2027,14.702227452880805,3.6892781241792854,Current Measures,Vehicle body,ICEV,Lead,300.0,16.272181835586387,No comparison,
Canada,Trucks,FCEV,2027,14.702227452880805,3.6892781241792854,Current Measures,Vehicle body,ICEV,Zinc,100.0,5.424060611862129,No comparison,
Canada,Cars,PHEV,2027,151923.01701310166,1.0,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,16811497.216635805,No comparison,
Canada,Cars,PHEV,2027,151923.01701310166,1.0,Current Measures,Vehicle body,PHEV,Chromium,12789.0,1942943.464580557,No comparison,
Canada,Cars,PHEV,2027,151923.01701310166,1.0,Current Measures,Vehicle body,PHEV,Iron,902171.34,137060591.83555272,No comparison,
Canada,Cars,PHEV,2027,151923.01701310166,1.0,Current Measures,Vehicle body,PHEV,Lead,320.0,48615.36544419253,No comparison,
Canada,Cars,PHEV,2027,151923.01701310166,1.0,Current Measures,Vehicle body,PHEV,Zinc,100.0,15192.301701310167,No comparison,
Canada,Vans,PHEV,2027,15682.375949739526,1.9577507575642077,Current Measures,Vehicle body,PHEV,Aluminum,110658.0,3397442.2102355934,No comparison,
Canada,Vans,PHEV,2027,15682.375949739526,1.9577507575642077,Current Measures,Vehicle body,PHEV,Chromium,12789.0,392650.2234515625,No comparison,
Canada,Vans,PHEV,2027,15682.375949739526,1.9577507575642077,Current Measures,Vehicle body,PHEV,Iron,902171.34,27698629.935303427,No comparison,
Canada,Vans,PHEV,2027,15682.375949739526,1.9577507575642077,Current Measures,Vehicle body,PHEV,Lead,320.0,9824.698686722966,No comparison,
Canada,Vans,PHEV,2027,15682.375949739526,1.9577507575642077,Current Measures,Vehicle body,PHEV,Zinc,100.0,3070.218339600927,No comparison,
Canada,2 and 3 wheelers,BEV,2028,512.018380380415,0.09808569078889517,Current Measures,Vehicle body,BEV,Aluminum,127302.0,6393.319866414426,No comparison,
Canada,2 and 3 wheelers,BEV,2028,512.018380380415,0.09808569078889517,Current Measures,Vehicle body,BEV,Chromium,11850.0,595.1268669542579,No comparison,
Canada,2 and 3 wheelers,BEV,2028,512.018380380415,0.09808569078889517,Current Measures,Vehicle body,BEV,Iron,902171.34,45308.557217732035,No comparison,
Canada,2 and 3 wheelers,BEV,2028,512.018380380415,0.09808569078889517,Current Measures,Vehicle body,BEV,Lead,310.0,15.568719726229533,No comparison,
